BIYOLOJI|Bitki Biyolojisi|7876bbd3-58c6-49ca-bb3a-2b7ac4154986
BIYOLOJI|Ekoloji|24da1639-7a54-4ee2-b228-5f8efcdbf034
BIYOLOJI|Evrim|1728f703-bb75-4c45-90bb-11816191a200
BIYOLOJI|Genetik|380875d6-ab28-52d5-8c9b-11035c06ed2c
BIYOLOJI|Genetik|fc10cc4f-faf5-4c09-b615-0a3efc11ddb1
BIYOLOJI|Hucre|e844444e-8281-5a23-9225-007c3a912818
BIYOLOJI|Hucre Biyolojisi|28b9f156-d50c-4d2a-ac4e-5e9f972a2537
BIYOLOJI|Sistemler|bbc4f922-57cc-4dac-b527-1b2b46748565
COGRAFYA|Bölgesel Coğrafya|b767787d-ff34-49a5-8259-208bd337e3a7
COGRAFYA|Ekonomik Faaliyetler|e7e288d5-77a0-4828-bf57-e6ba80a089be
COGRAFYA|Fiziki Cog|885f95d2-0626-5991-8b9d-b842bab259bd
COGRAFYA|Harita Bilgisi ve Koordinatlar|a3745101-8d80-4760-9bf3-190171ad7e52
COGRAFYA|Nüfus ve Yerleşme|6aeccfbd-1ac9-4b46-a63d-5aeff9438521
COGRAFYA|Turkiye Cog|136e1665-c1a1-58e1-a542-d760538424d0
COGRAFYA|İklim ve Bitki Örtüsü|7d675ae6-0020-4c1c-87dd-f03a8654bafa
EDEBIYAT|Cumhuriyet Dönemi Edebiyatı|c1cbc053-b2c5-4613-9666-f091eca40a8d
EDEBIYAT|Divan Edebiyatı|a581dd71-ac58-4203-8f96-2e3c75603f8d
EDEBIYAT|Milli Edebiyat Dönemi|f41c8229-6ee9-40d6-88ed-9ab642ac6edf
EDEBIYAT|Tanzimat ve Servet-i Fünun|a368c15d-1d97-48e4-90aa-552f2bbae3e4
EDEBIYAT|Çağdaş Türk Edebiyatı|e6c5f8cf-5304-46f1-bddd-e4d7f25792ce
FIZIK|Dalgalar|4d454370-3c78-5984-9903-a52335eb0df4
FIZIK|Elektrik|69ea60c2-f65c-4616-9208-e0b45a7608b1
FIZIK|Enerji|b4f7c702-a087-5573-b412-ee627f1a22d8
FIZIK|Kuvvet|4b2aa943-71ae-5824-8d7d-ec94b1dd7cbc
FIZIK|Manyetizma|b5e9e17a-7e85-424e-8137-a6b017b159ed
FIZIK|Mekanik|7bf2bfec-1514-5af4-8938-fbe1df9d2c89
FIZIK|Modern Fizik|ffdb59e9-433d-43b0-9ce3-f5302fa3be39
FIZIK|Optik|32c02680-9bf1-4d5a-901b-5cc0d47fb053
GEOMETRI|Analitik Geometri|ea6e098b-b12f-4474-a9ea-625708d2c3a1
GEOMETRI|Dörtgenler ve Çokgenler|a45ae722-519f-46f7-a5d3-9826aa8affa2
GEOMETRI|Temel Geometri Kavramları|95a7bd92-0257-4d1b-8e33-07af954ba832
GEOMETRI|Çember ve Daire|e3b91cd2-d792-4a6f-8974-6a64bc50416f
GEOMETRI|Üçgenler|eeaa77d3-83ec-4caa-862e-2edb97fb0860
KIMYA|Asitler ve Bazlar|b70e7141-a707-4354-9158-647518c0f2d7
KIMYA|Atom Yapisi|b98e65f1-b27d-5348-ae97-0620f40bff1c
KIMYA|Kim Baglar|d8bb8dfd-00a2-5a7d-ae77-6bb74db8b812
KIMYA|Kimyasal Denge|6ef2025f-a1e3-428e-9dfd-1c4c62cbcb37
KIMYA|Organik Kimya|c9c92a8f-c0d0-4440-a3ea-a2a4ace8f634
KIMYA|Periyodik|8978f24a-451e-535b-8a6a-7cfdb1dfca6a
KIMYA|Reaksiyonlar|a6c265f6-b562-5ef1-9aa9-0b92465e14e1
KIMYA|Termokimya|f33ee303-4023-4fdb-a52f-f17957d640dd
MATEMATIK|Analitik Geometri|10624405-6671-5118-ad52-08295812a3b6
MATEMATIK|Carpanlar|290bf2a4-f4e7-55be-bb45-fa79e9963661
MATEMATIK|Cember|f60d9926-8463-5773-9e89-42905d1f2b7e
MATEMATIK|Denklemler|b28b6dc5-6ebf-5a35-aad3-9c3cd8cb7625
MATEMATIK|Denklemler|3de5f03a-6bae-5506-bde8-410a2b436f9a
MATEMATIK|Diziler ve Seriler|a75144ef-8fb2-54fd-a9b9-eac809f4256a
MATEMATIK|Dortgenler|83adf4f3-38da-5e53-8094-fa740293ee3e
MATEMATIK|Eşitsizlikler|9148562d-f152-52c6-a131-a63d7a2faf0c
MATEMATIK|Fonksiyonlar|bc97a7b8-3c6f-5e97-b18d-a25c6ed097f1
MATEMATIK|Fonksiyonlar|e7db5e2b-2f30-5c0f-8e80-2ca28bec9440
MATEMATIK|Geo Temel|a6e8a0b8-9a45-5b12-a491-804a0c30da00
MATEMATIK|Geometri|8fc72362-c268-53d6-9519-7a11a182b24d
MATEMATIK|Integral|1838a15e-bea9-58ff-b8d3-560f2902c21a
MATEMATIK|Istatistik|575b2eea-755c-5f00-b872-abb5d95cc121
MATEMATIK|Kombinasyon|2826d017-bc65-5f68-a2c7-fc4f7c357df9
MATEMATIK|Limit|a59a54b7-2bb1-54f1-bdba-d14af9170966
MATEMATIK|Limit ve Süreklilik|9dc9b1b4-5b3c-5120-ae60-e876e95ac5a3
MATEMATIK|Logaritma|1a3dc570-605c-5fe3-8936-f465d35ef46c
MATEMATIK|Logaritma|e959c15f-49e2-529f-9387-10d7bb44c05b
MATEMATIK|Mutlak Değer|479d432a-816d-5594-bda0-8740bc07e7f3
MATEMATIK|Olasilik AYT|3838c053-5a8e-5183-8c81-e9995fc01ed0
MATEMATIK|Olasılık|f33a730e-5c6e-545f-8f48-40edff0b0adc
MATEMATIK|Oran-Orant?|b311c03c-9a43-54e3-a9ca-bb9e1ab23fdd
MATEMATIK|Permutasyon|7a7ac166-dcbb-53be-8118-6ffcb3639841
MATEMATIK|Permütasyon|78bbb708-2059-5d30-b691-0979b622ba66
MATEMATIK|Polinomlar|5e8456d9-ca2a-5d9b-b1e9-f16156e13ebc
MATEMATIK|Polinomlar|1d5a8761-d434-5e28-bcb8-43f7f597e2ed
MATEMATIK|Problemler|0a0cc0c2-6a5c-553b-aa56-068de8fab0e0
MATEMATIK|Sayilar|bcbe6208-003a-5133-bcf4-9aedc3214d7e
MATEMATIK|Sayılar ve İşlemler|62d3e0e0-bdb3-5711-ae9f-2ed8e635535a
MATEMATIK|Trigonometri|0f0ca86a-3f1f-520d-a6a3-30a33309f2e3
MATEMATIK|Trigonometri|98f05b4e-9b4b-52ac-9f8b-565b42d793c3
MATEMATIK|Turev|07f54b84-2116-5970-a53d-90434a205676
MATEMATIK|Türev|367119dc-abc4-515b-a866-f98ad01ac13e
MATEMATIK|Ucgenler|1c0fea32-d7ea-53fc-9b30-853f15f736b2
MATEMATIK|Uslu Ifadeler|5ef207ce-edd7-5a08-b45f-3bf43f7f6361
