14385b8c-b7e3-5b0c-879a-f638320be26d	A	t	gemini-flash-latest	İtme, momentum değişimine eşit olup son momentum ile ilk momentum vektörlerinin farkı alınarak büyüklüğü 1 m·s olarak bulunur.
14385b8c-b7e3-5b0c-879a-f638320be26d	B	f	gemini-flash-latest	Vektörel çıkarma işlemi yerine yanlış açıyla bileşenlerine ayırma veya hatalı trigonometrik hesaplama yapılması bu yanlış seçeneğe yönlendirir.
14385b8c-b7e3-5b0c-879a-f638320be26d	C	f	gemini-flash-latest	Momentumların skaler olarak toplanması veya çıkarılması yön kavramının ihmal edilmesine yol açarak hatalı sonuca ulaşılmasına neden olur.
14385b8c-b7e3-5b0c-879a-f638320be26d	D	f	gemini-flash-latest	Hız vektörleri arasındaki açının yanlış kullanılması veya momentum değişiminin skaler fark olarak hesaplanması bu hatalı cevabı doğurur.
14385b8c-b7e3-5b0c-879a-f638320be26d	E	f	gemini-flash-latest	Çarpışma esnasındaki momentum değişiminin sadece son momentumun büyüklüğüne eşit olduğunu varsaymak bu hatalı seçeneğe sebep olur.
14abe450-0981-5cb1-9fdb-a72d805e3979	A	f	qwen3:8b	I doğrudur, II ve III yanlış.
14abe450-0981-5cb1-9fdb-a72d805e3979	B	f	qwen3:8b	II doğrudur, I ve III yanlış.
14abe450-0981-5cb1-9fdb-a72d805e3979	C	t	qwen3:8b	I ve II doğrudur, III yanlış.
14abe450-0981-5cb1-9fdb-a72d805e3979	D	f	qwen3:8b	II ve III doğrudur, I yanlış.
14abe450-0981-5cb1-9fdb-a72d805e3979	E	f	qwen3:8b	I, II ve III doğrudur.
168276ea-4d96-5cc5-b92b-16e22129fc39	A	t	gemini-flash-latest	Kenar orta dikme özelliği ve ikizkenar üçgen tepe açısı kullanılarak m(BAE) açısı doğru şekilde 80 derece bulunur.
168276ea-4d96-5cc5-b92b-16e22129fc39	B	f	gemini-flash-latest	EBC ikizkenar üçgeninin taban açısı yanlış belirlenerek tepe açısının hatalı hesaplanması sonucu ulaşılan yanlış seçenektir.
168276ea-4d96-5cc5-b92b-16e22129fc39	C	f	gemini-flash-latest	m(ABE) açısının 40 derece olduğu hatalı kabul edilerek ikizkenar üçgen taban açısının 70 derece bulunmasıyla yapılan hatadır.
168276ea-4d96-5cc5-b92b-16e22129fc39	D	f	gemini-flash-latest	İkizkenar üçgenlerin taban ve tepe açılarının karıştırılması sonucu x açısının 65 derece olarak hesaplandığı yanıltıcı seçenektir.
168276ea-4d96-5cc5-b92b-16e22129fc39	E	f	gemini-flash-latest	ABE üçgeninin ikizkenar yerine eşkenar üçgen olarak varsayılmasıyla x açısının 60 derece bulunmasına yol açan hatalı çözümdür.
19edf7a3-65d0-5c8a-9e4e-c5a73d95cb16	A	f	qwen3:8b	1000 dakika yeterli olmaz.
19edf7a3-65d0-5c8a-9e4e-c5a73d95cb16	B	f	qwen3:8b	1250 dakika yeterli olmaz.
19edf7a3-65d0-5c8a-9e4e-c5a73d95cb16	C	t	qwen3:8b	1300 dakika yeterlidir.
19edf7a3-65d0-5c8a-9e4e-c5a73d95cb16	D	f	qwen3:8b	1400 dakika yeterli olmaz.
19edf7a3-65d0-5c8a-9e4e-c5a73d95cb16	E	f	qwen3:8b	1500 dakika yeterli olmaz.
204ef6b2-65c5-5560-81a5-4ee0b9459017	A	f	gemini-flash-latest	Uydu kütlesinin periyoda etkisi olduğunu düşünmek veya yarıçap oranının karesini almak hatalı şekilde 1/4 sonucuna ulaşılmasına neden olur.
204ef6b2-65c5-5560-81a5-4ee0b9459017	B	f	gemini-flash-latest	Formüldeki karekök ilişkisi göz ardı edilerek sadece kütle ve yarıçap oranları doğrudan kullanıldığında 1/2 cevabı hatalı olarak bulunur.
204ef6b2-65c5-5560-81a5-4ee0b9459017	C	t	gemini-flash-latest	Kepler kanunları ve kütleçekim formülü kullanılarak yapılan doğru oranlama sonucunda periyotlar oranı 1/kök(2) olarak elde edilir.
204ef6b2-65c5-5560-81a5-4ee0b9459017	D	f	gemini-flash-latest	Periyotların oranını ters yazmak veya pay ile paydayı karıştırmak kök(2) sonucunun yanlışlıkla doğru sanılmasına yol açar.
204ef6b2-65c5-5560-81a5-4ee0b9459017	E	f	gemini-flash-latest	Gezegen kütlesinin periyoda etkisini hesaba katmamak veya işlem hatası yapmak sonucu 2 bularak hataya düşürür.
275dc9a4-2dd6-58be-9df3-b2c09fdf0226	A	f	qwen3:8b	Sadece birinci durumun gerçekleşebileceğini savunarak diğer olası yük paylaşımı senaryolarını ve yaprak hareketlerini göz ardı ettiği için yanlıştır.
275dc9a4-2dd6-58be-9df3-b2c09fdf0226	B	f	qwen3:8b	Üçüncü durumun da yük miktarlarına bağlı olarak gerçekleşebileceğini hesaba katmadığı için hatalı bir değerlendirmedir.
275dc9a4-2dd6-58be-9df3-b2c09fdf0226	C	f	qwen3:8b	İkinci durumun da elektroskopların başlangıç yüklerine göre mümkün olabileceğini gözden kaçırdığı için yanlıştır.
275dc9a4-2dd6-58be-9df3-b2c09fdf0226	D	f	qwen3:8b	Birinci durumun da uygun yük dağılımları altında gerçekleşebileceğini dikkate almadığı için doğru seçenek olamaz.
275dc9a4-2dd6-58be-9df3-b2c09fdf0226	E	t	qwen3:8b	Elektroskopların başlangıç yük miktarları ve işaretleri bilinmediğinden, belirtilen tüm yaprak hareketleri farklı senaryolarda gerçekleşebilir.
29c77507-0542-5d54-b4b6-875adde4d48c	A	f	gemini-flash-latest	Grafik x-eksenini iki farklı noktada kestiği için diskriminant sıfırdan büyüktür ve bu ifade doğrudur.
29c77507-0542-5d54-b4b6-875adde4d48c	B	f	gemini-flash-latest	Kollar yukarı doğru olduğundan a pozitif, y-eksenini kestiği yer negatif olduğundan c negatif olup çarpımları negatiftir.
29c77507-0542-5d54-b4b6-875adde4d48c	C	f	gemini-flash-latest	Grafikteki tepe noktası ve y-kesim noktası değerlerine göre b ve c toplamı negatif bir değer alır.
29c77507-0542-5d54-b4b6-875adde4d48c	D	f	gemini-flash-latest	Tepe noktası y-ekseninin solunda olduğundan apsis değeri negatiftir, bu yüzden a ve b aynı işaretlidir.
29c77507-0542-5d54-b4b6-875adde4d48c	E	t	gemini-flash-latest	Katsayıların işaretleri incelendiğinde a pozitif, b pozitif ve c negatif olduğundan a - b - c ifadesi pozitif çıkmaktadır.
2be80e5f-afe9-57f9-bc82-7df6f77f3f9d	A	f	gemini-flash-latest	Açıortay teoremini yanlış uygulayarak D noktasının C'ye olan uzaklığını AB kenarının uzunluğuna eşit bulmuş olabilirsiniz.
2be80e5f-afe9-57f9-bc82-7df6f77f3f9d	B	f	gemini-flash-latest	Üçgenin kenar uzunlukları oranını yanlış hesaplayıp D noktasının BC üzerindeki bölme oranını hatalı belirlemiş olabilirsiniz.
2be80e5f-afe9-57f9-bc82-7df6f77f3f9d	C	t	gemini-flash-latest	Eşit uzaklıkların açıortay belirttiğini görüp iç açıortay teoremiyle CD uzunluğunu doğru şekilde 300 metre buldunuz.
2be80e5f-afe9-57f9-bc82-7df6f77f3f9d	D	f	gemini-flash-latest	BC kenarını iki eşit parçaya bölerek D noktasını kenarortay ayağı olarak hatalı kabul etmiş olabilirsiniz.
2be80e5f-afe9-57f9-bc82-7df6f77f3f9d	E	f	gemini-flash-latest	Açıortay teoreminde oranlamayı ters yaparak CD uzunluğu yerine BD uzunluğunu hesaplamış olabilirsiniz.
2d82e7a2-84a7-50c1-aa4c-6968556286f4	A	f	gemini-flash-latest	Kenar orta dikmelerinin kesim noktasının köşelere eşit uzaklıkta olduğunu unutup yanlış dik üçgen bağıntısı kuranlar bu seçeneğe ulaşabilir.
2d82e7a2-84a7-50c1-aa4c-6968556286f4	B	f	gemini-flash-latest	Çevrel çember yarıçapını yanlış hesaplayıp Pisagor bağıntısında işlem hatası yapan öğrenciler bu seçeneği işaretleyebilir.
2d82e7a2-84a7-50c1-aa4c-6968556286f4	C	t	gemini-flash-latest	K noktasının köşelere eşit uzaklıkta olmasından |KB|=13 bulunur ve KDB dik üçgeninden |BD|=12 elde edilerek |BC|=24 hesaplanır.
2d82e7a2-84a7-50c1-aa4c-6968556286f4	D	f	gemini-flash-latest	Kenar orta dikme özelliğini iç teğet çember merkeziyle karıştırıp hatalı oran kuranlar bu seçeneğe yönelebilir.
2d82e7a2-84a7-50c1-aa4c-6968556286f4	E	f	gemini-flash-latest	Köşelere olan uzaklığı |BC| uzunluğunun yarısı yerine doğrudan hipotenüs uzunluğuyla ilişkilendirenler bu hatalı sonuca ulaşabilir.
39891d70-5256-5c41-8687-999b52afd665	A	f	gemini-flash-latest	Yanlıştır, çünkü X ametal olmasına rağmen Y metal değil, ametal veya soygaz sınıfındadır.
39891d70-5256-5c41-8687-999b52afd665	B	t	gemini-flash-latest	Doğrudur, çünkü X'in katman dizilimi 2, 7 olup 2. periyot 7A grubundadır ve diğer öncüller yanlıştır.
39891d70-5256-5c41-8687-999b52afd665	C	f	gemini-flash-latest	Yanlıştır, çünkü Y elementi metal değildir ve değerlik elektron sayısı 2'den farklıdır.
39891d70-5256-5c41-8687-999b52afd665	D	f	gemini-flash-latest	Yanlıştır, çünkü X'in konumu doğru belirtilmişken Y'nin değerlik elektron sayısı 2 değildir.
39891d70-5256-5c41-8687-999b52afd665	E	f	gemini-flash-latest	Yanlıştır, çünkü I ve III. öncüllerde verilen bilgiler Y elementi için hatalıdır.
3d6fc502-2896-5ada-b1b4-e05251f77e99	A	t	gemini-flash-latest	Hacimler toplamı denklemi kurulduğunda $19x^3 + 8 = 27$ eşitliğinden $x = 1$ değeri doğru olarak elde edilir.
3d6fc502-2896-5ada-b1b4-e05251f77e99	B	f	gemini-flash-latest	$x = 2$ değeri denklemde yerine yazıldığında sol taraf sağ taraftan çok daha büyük bir değer alır ve eşitlik sağlanmaz.
3d6fc502-2896-5ada-b1b4-e05251f77e99	C	f	gemini-flash-latest	$x = 3$ değeri denklemde yerine konulduğunda hacimler toplamı turuncu kutunun hacmini aşarak eşitliği bozar.
3d6fc502-2896-5ada-b1b4-e05251f77e99	D	f	gemini-flash-latest	$x = 4$ değeri denklemde kullanıldığında elde edilen toplam hacim turuncu kutunun hacminden çok daha büyük olur.
3d6fc502-2896-5ada-b1b4-e05251f77e99	E	f	gemini-flash-latest	$x = 5$ değeri denklemde yerine yazıldığında eşitliğin sol tarafı sağ tarafındaki hacim değerini büyük oranda geçer.
3f3d68aa-a780-513e-9fc7-f12e97ce7c93	A	f	gemini-flash-latest	I. öncül üretici, II. öncül tüketici ve III. öncül ayrıştırıcı olarak eşleştirildiğinden bu seçenek yanlıştır.
3f3d68aa-a780-513e-9fc7-f12e97ce7c93	B	f	gemini-flash-latest	III. öncülün üretici, I. öncülün tüketici ve II. öncülün ayrıştırıcı olarak sınıflandırılması biyolojik kurallarla uyuşmamaktadır.
3f3d68aa-a780-513e-9fc7-f12e97ce7c93	C	t	gemini-flash-latest	İnorganik maddeleri organik yapan I üretici, ölü maddeleri tüketen III tüketici, diğer canlıları ayrıştıran II ise ayrıştırıcıdır.
3f3d68aa-a780-513e-9fc7-f12e97ce7c93	D	f	gemini-flash-latest	III. öncülün üretici, II. öncülün tüketici ve I. öncülün ayrıştırıcı olarak verilmesi canlıların beslenme şekillerine aykırıdır.
3f3d68aa-a780-513e-9fc7-f12e97ce7c93	E	f	gemini-flash-latest	II. öncülün üretici, III. öncülün tüketici ve I. öncülün ayrıştırıcı olarak gruplandırılması tamamen hatalı bir eşleştirmedir.
4822fb37-bb29-5bf2-b8a0-b65a703b176c	A	f	gemini-flash-latest	Grafikteki artan ve azalan aralıklar yanlış belirlenip negatif tam sayılar eksik veya fazla toplandığında 9 cevabına ulaşılır.
4822fb37-bb29-5bf2-b8a0-b65a703b176c	B	f	gemini-flash-latest	Eşitsizlikte sıfır değerinin dahil edilmesi unutulduğunda veya türevin işaret tablosu hatalı yapıldığında 11 cevabı bulunabilir.
4822fb37-bb29-5bf2-b8a0-b65a703b176c	C	t	gemini-flash-latest	Grafikten f'(x) işaretleri bulunup x ile çarpılarak eşitsizliği sağlayan -2, -1, 0, 1, 2, 3, 4, 5 değerlerinin toplamı 12 elde edilir.
4822fb37-bb29-5bf2-b8a0-b65a703b176c	D	f	gemini-flash-latest	Eşitsizlik sınır değerlerinin dahil edilmesinde yapılan bir hata veya toplama işlemindeki dikkatsizlik sonucu 13 cevabına ulaşılabilir.
4822fb37-bb29-5bf2-b8a0-b65a703b176c	E	f	gemini-flash-latest	Sadece pozitif bölgedeki azalan aralığı dikkate alıp negatif bölgedeki artan aralığı ihmal edenler toplamı 15 bulabilir.
4bc87f00-25a2-54fb-9b6e-8402b32e3833	A	f	gemini-flash-latest	I. öncülün de doğru olduğunu ve tüm canlı hücrelerin ATP üretip tüketmek zorunda olduğunu göz ardı eder.
4bc87f00-25a2-54fb-9b6e-8402b32e3833	B	f	gemini-flash-latest	III. öncülün de doğru olduğunu, ATP'nin hücre dışına çıkamadığı için sadece hücre içinde üretilip tüketildiğini göz ardı eder.
