idx,id,subj,exam,key
0,971d9178-b0cb-5029-b993-917387465f79,TARIH,AYT,A
1,f7e9abc8-ce06-59af-813e-fc48a51e0ba1,FIZIK,TYT,E
2,9e3c4c0a-4606-5514-a3ec-836e208b5258,BIYOLOJI,TYT,C
3,b1b47537-4940-5b85-b369-6648a54568c0,KIMYA,TYT,C
4,550cae40-89fc-555d-9436-40320031791c,MATEMATIK,AYT,C
5,b9bcf61c-6054-5355-9295-b413f1f4bcb0,FIZIK,TYT,A
6,a4f917f2-2261-5075-ad45-e838bd31b210,TARIH,TYT,B
7,ceb9e0d7-997e-5b4d-a3d1-94b1f25fc793,MATEMATIK,TYT,B
8,795add17-9ac0-5df3-bf3f-1644417603df,TARIH,TYT,E
9,5df25965-25f8-5e78-9ddf-74ba4f99439d,GEOMETRI,TYT,C
10,bf4b7622-ca5d-50e2-ab77-477297684c29,BIYOLOJI,TYT,D
11,0e60d8b2-a316-5ea5-9332-a72c553f7692,TARIH,TYT,A
12,66bea994-93b9-5e07-8208-edf8acf6a370,GEOMETRI,TYT,C
13,e72fd7c7-d8e5-5db6-9e2a-afd4617b9828,KIMYA,TYT,E
14,07a48f78-8aaa-5a67-811a-57372c8ecd11,TURKCE,TYT,C
15,e76de0a9-e62b-52c4-bb93-5a9d85d6182d,GEOMETRI,TYT,B
16,1b161397-a7df-56d2-8992-4439d14d251d,KIMYA,AYT,E
17,3224a8af-b0fd-5e45-919e-410255ff5fbb,BIYOLOJI,TYT,A
18,f6bafe71-4732-5fdc-a45b-2414ee49f736,TURKCE,TYT,E
19,60d8455d-bec4-5a8d-926d-a46f74575a42,EDEBIYAT,AYT,B
20,c9f4e1b1-acf8-58a6-a07a-4747d93ffafe,EDEBIYAT,AYT,B
21,3273cc35-8c34-5fb8-a001-6ffdb06e9c39,BIYOLOJI,TYT,D
22,3c7ccb85-57ed-51a4-af6a-abef697c9ac3,BIYOLOJI,TYT,E
23,f279e6b7-784d-5604-97a8-3631b5168d21,KIMYA,TYT,C
24,1d86edbf-6dc8-5be7-acc7-d7e03c136b4f,GEOMETRI,AYT,D
25,a7aba8e9-3e4c-5834-8805-4ff208d90b08,MATEMATIK,TYT,A
26,299aae9b-3f98-593e-b4c6-b652233c4480,KIMYA,TYT,C
27,3a6ee62a-f9cb-5c22-8e72-5b4c2624b19f,TARIH,AYT,C
28,711cd78d-6ac2-5595-85c6-991c893e58fe,FIZIK,AYT,E
29,a0c151df-98c9-5c21-9180-4182a565a98c,MATEMATIK,TYT,B
30,f99d21a9-4c57-5acc-88a0-f6dc8f71e2d3,FIZIK,TYT,B
31,9724fca4-eee2-5758-922b-15fb772e242e,FIZIK,AYT,C
32,0439fa0a-6c65-585c-ab21-cc59a59a977f,TURKCE,TYT,C
33,0b0e8cb2-3242-54ca-861d-7c7763023d8d,MATEMATIK,AYT,D
34,192c1387-6592-54e2-a9b9-df1f11d33b8e,KIMYA,AYT,E
35,e2dae7db-b160-57d2-a726-32b32def257c,FIZIK,TYT,B
36,65848328-f791-5b3a-a549-bf5594150fe6,FIZIK,AYT,E
37,580bd2c6-cb70-5e0d-928c-090233c2eaf9,BIYOLOJI,AYT,E
38,b7590911-ab4d-5f45-9511-d700c5f6d9c6,EDEBIYAT,AYT,C
39,9a9a9655-27c2-517f-a7f6-439507f1126c,KIMYA,TYT,C
40,4ecd3d7d-e2c7-5712-b7a7-e69cc5d912d8,MATEMATIK,AYT,A
41,7594993b-445e-5a5c-a037-f5d9cbdd21da,TARIH,AYT,D
42,aea93d2d-cda1-563b-a2f0-604a310e24ba,FIZIK,TYT,E
43,55a9fad3-9f46-5410-a483-9873ad0206a2,KIMYA,AYT,A
44,ee70b218-9554-58b3-8811-cb0e0a79bc8f,KIMYA,AYT,D
45,4171c634-7971-524d-bd11-f4ddc10296e7,FIZIK,AYT,A
46,f89ec66e-ef81-5798-9e71-5617c425944c,BIYOLOJI,AYT,D
47,52be13e4-8fa8-5b8a-94be-2e37b0ca4f5c,FIZIK,AYT,C
48,e0408f1f-823f-5aa3-8360-b06eae997b4e,FIZIK,AYT,E
49,fa82c24e-656c-5a8b-b362-eb5d148a5c0e,BIYOLOJI,AYT,A
50,63c7157d-845f-5d21-bafe-2030dfe503f3,KIMYA,AYT,C
51,3b75a538-dd1e-5c62-a010-58809701b958,BIYOLOJI,AYT,D
52,d52dacec-b248-533a-a88c-239d9aa6c1d2,KIMYA,AYT,D
53,b7020f36-f6df-525c-96b7-eeeb693eb633,KIMYA,AYT,B
54,e5b65a3f-6407-59b9-918e-5daca404cd5f,KIMYA,AYT,D
55,fc9867b6-3888-5865-b3d9-6e8a92b90da5,KIMYA,AYT,D
56,013d709a-4fc1-5a6f-be83-6d5c1421d169,FIZIK,AYT,C
57,61d41405-c957-5f18-b4d9-8f755b24f915,KIMYA,AYT,E
58,9275da0b-f39e-5c8e-838d-364756c9478a,FIZIK,AYT,D
59,39ff597f-ab88-5e2f-9a3a-348630141e66,FIZIK,AYT,C
60,8dd91d47-16b0-5ef5-b017-dc027a0347d4,FIZIK,AYT,D
61,fe2aaa31-8719-5156-b751-3a78507663ca,BIYOLOJI,AYT,D
62,51a16c34-9223-5820-a5f8-8089cf1c4357,BIYOLOJI,AYT,C
63,ac836be5-01b4-54b8-9a46-240270540cb6,BIYOLOJI,AYT,E
64,99bfe493-2b8c-5b68-9212-0c5520002639,BIYOLOJI,AYT,E
65,b51bdade-d010-5250-867a-b74c2d2770c4,GEOMETRI,AYT,B
66,c00be78c-7e69-5a86-a403-c1e157117b51,BIYOLOJI,AYT,E
67,711eddd0-c183-536c-8e7e-d46d3d99c091,BIYOLOJI,AYT,B
68,b22814fa-3971-5b44-99ce-4c3e0ba27967,GEOMETRI,AYT,B
69,36773a59-a99e-5afe-a146-ce156cce7713,TURKCE,AYT,C
70,274ccec7-fc69-5000-a533-fffc4db02f5d,EDEBIYAT,TYT,C
71,b8b321fe-99e4-510b-9af9-2582ea3c4ed2,EDEBIYAT,TYT,C
