id,subject_area,q,oa,ob,oc,od,oe,key
0ee31490-9549-52f5-9306-b0ede10ea050,MATEMATIK,"Kunduzlar ekosistem içerisinde yaşayacakları evleri akarsularda yapmaktadırlar. Bunun içinde, suyun önünü kesmek ve böylece durgun bir gölet oluşturmak gerekir. Yani kunduzlar baraj yaparlar, kunduzlar bu barajı yapmak için su kenarında bulunan ağaçları kullanırlar.
Buna göre, sabit hızla çalışan 5 kunduzun günde 8 saat çalışarak 12 günde yaptığı barajı, 3 kunduz günde 10 saat çalışarak kaç günde yapar?",12,15,18,20,24,E
11d4fc44-e2ee-531c-b0bf-dfba9aabb91c,KIMYA,"Aşağıda bazı sulu çözeltilerin $25^{\circ}\text{C}$'deki pH değerleri verilmiştir.

Çözelti pH
X 1
Y 5
Z 12

Buna göre, X, Y ve Z çözeltileriyle ilgili aşağıdakilerden hangisi yanlıştır?",X ve Z karıştırılırsa tepkime olur.,X'in asidik karakteri Y'den büyüktür.,Z'ye su ilave edilirse pH değeri azalır.,X'e Z ilave edilirse X'in bulunduğu kapta pH değeri artar.,Z'ye Y ilave edilirse Z'nin bulunduğu kapta $H^+$ iyon sayısı azalır.,E
e6e9b227-5df1-5b1d-a107-523dacb38a20,KIMYA,"Elektroliz ile ilgili,
I. Anotta yükseltgenme, katotta indirgenme olur.
II. Kimyasal bir olaydır.
III. Anyonlar anotta, katyonlar katotta açığa çıkar.
yargılarından hangileri doğrudur?",Yalnız I,Yalnız II,I ve II,I ve III,"I, II ve III",C
6977c864-2a6a-5a13-98f0-06131582e25f,MATEMATIK,"İlker'e 45 mL, Soner'e 60 mL serum takılmıştır. İlker'e takılan serum 10 damla/dk, Soner'e takılan serum 20 damla/dk hızla akmaktadır. 1 damla serum 0,1 mL'dir.
İki serum da aynı anda akmaya başladığına göre, kaç dakika sonra serumlarda kalan ilaçların miktarları oranı 2 olur?",18,21,25,27,30,D
3e7aff59-294d-5235-945e-5d7e4dde2ba8,FIZIK,Bir evde bulunan gücü $2000 \text{ Watt}$ olan elektrikli soba günde $2 \text{ saat}$ çalıştırılmaktadır. Elektrik enerjisinin $1 \text{ kWh}$ lik bedeli $75 \text{ kuruş}$ olduğuna göre $30 \text{ günde}$ elektrikli sobanın elektriksel faturasına etkisi kaç Lira olur?,30,60,90,120,140,C
54a0b866-e693-5bc2-9113-5a6d74538e9d,MATEMATIK,"Evden işe kendi aracı ile giden Servet, trafiğin normal olduğu günlerde saatte ortalama 60 km hızla, yoğun olduğu günlerde saatte ortalama 40 km hızla aracını kullanmaktadır. İşe gitmeden önce trafiğin yoğun olduğunu öğrenen Servet, trafiğin normal olduğu günlere göre evden 15 dakika erken çıkarak işe yetişiyor. Buna göre, Servet'in evi ile iş yeri arası kaç kilometredir?",25,30,36,40,44,B
651e3311-3dae-5e7b-8ca6-4f6c3a9d3e61,EDEBIYAT,"Türkiye'de 1940 Toplumcu Gerçekçi Kuşağı'nın, kapılarını açtığı Nâzım Hikmet, Ahmed Arif, Ceyhun Atuf Kansu gibi isimlerle ciddi açılımlar kazanan Marksist şiire, 1960 Toplumcu Kuşağı daha kuramsal ve daha eylemci bir kimlik kazandırmıştır. 1960 sonrası, Türkiye koşullarının değişmesi, Marksist literatürü okuma olanaklarının artması, Nâzım Hikmet ve Ahmed Arif'in şiirlerinin gün ışığına çıkması, 1960 Toplumcu Kuşağı'nın doğmasını sağlamıştır. Bu dönemde karşımızda haberci ve eleştirel bir ozan vardır. Kendi benini yaşayan ozandan sanrının dışına çıkması istenmektedir. Ozan artık düşünen değil, kendisinden önce düşünce şekli biçimlenmiş bir ideolojinin emrindeki insandır.
Aşağıdakilerden hangisi bu parçada söz edilen 1960 Toplumcu Kuşağı'nın temsilcilerinden biri değildir?",Ataol Behramoğlu,Süreyya Berfe,İsmet Özel,Behçet Necatigil,Refik Durbaş,D
4c2422d1-482c-55d5-beea-5c7281e9cef3,MATEMATIK,"$d_1$: ""Eğim açısı $\alpha$ olan doğru"" şeklinde tanımlanmıştır. $d_{30}$, $d_{60}$ ve $d_{105}$ doğrularının kesişmesiyle oluşan üçgen bir ikizkenar üçgen olduğuna göre, $k$'nin alabileceği değerler toplamı kaçtır?",195,270,285,300,350,E
5fac66ca-adac-5210-9a75-205a56612a8a,COGRAFYA,"Nüfus bir ülke için yalnızca sayısal çoğunluk olarak değil, nitelik özellikleri yönüyle de önemlidir. Buna göre aşağıdakilerden hangisi gelişmiş bir ülkenin nüfus özelliklerinden değildir?",Yaşlı nüfus oranı fazladır.,Sağlık hizmetleri gelişmiştir.,Kırsal nüfus oranı azdır.,Sanayi ve hizmet sektöründe çalışan iş gücü fazladır.,Genç nüfus oranı yüksektir.,E
6e622872-4caa-5e28-ae36-bfa9efa2b05e,MATEMATIK,"Gerçek sayılar kümesi üzerine tanımlı $[0, \infty)$ aralığında doğrusal fonksiyonlardan oluşan $f$ fonksiyon grafiği aşağıda verilmiştir. Buna göre, I. $\lim_{x \to 6^+} f(x) - \lim_{x \to 6^-} f(x) = 6$ dır. II. $y = |f(x)|$ fonksiyonu her $x$ gerçek sayısı için limitlidir. III. $|f(x)| = 3$ eşitliğini sağlayan 3 tane $x$ gerçek sayısı vardır. ifadelerinden hangileri doğrudur?",Yalnız I,Yalnız II,I ve II,I ve III,II ve III,B
