id,subject_area,q,oa,ob,oc,od,oe,key
a686f462-f343-569b-ad13-5ca41e306c39,TURKCE,"I. Bu hikâye; bir reklam, belgesel, film veya dizi projesi için olabilir.
II. Ama bu detaylandırma ve değinilme olayından önce bile senaristlerin işi oldukça zordur.
III. Senaryo yazarı, orijinal bir fikirden yola çıkarak ya da var olan bir projeyi uyarlayarak yeni bir hikâye oluşturur.
IV. Zihinlerinde oluşturdukları hikâyelere nasıl başlayacaklarını planlamak, karakter tahlili etmek ve temel oluşturmak yaratıcılık gerektiren zor bir süreçtir.
V. Projelendirilmesi kararlaştırılan bu hikâyeler, daha sonra detaylandırılabilir veya değiştirilebilir.
Yukarıdaki numaralanmış cümleler anlamlı bir bütün olarak sıralandığında en son cümle aşağıdakilerden hangisi olur?",I,II,III,IV,V,E
ffca9977-e6d2-5a12-8c54-7ec86309b636,KIMYA,"Aşağıdaki bileşikte $R_1$ ve $R_2$ grupları yerine uygun alkil grupları bağlandığında oluşan bileşik 3,5-dimetil oktan bileşiği ile izomer olmaktadır.
$CH_3-CH-CH_2-CH-CH_3$
$|$
$R_1$
$|$
$R_2$
Buna göre $R_1$ ve $R_2$
I. Etil
II. n-propil
III. Metil
IV. İzobütil
gruplarından hangileri olabilir?",Yalnız I,I ve II,I ve III,"I, II ve IV","I, III ve IV",C
6890cba0-d4a8-54e6-a52f-e5d22fabd03a,FIZIK,"Fizik biliminde kullanılan bazı ölçüm aletleri aşağıdaki gibi verilmiştir.
I. Fotometre
II. Dinamometre
III. Kalorimetre kabı
IV. Kronometre
Buna göre, verilenlerden hangileri hem skaler hem de temel bir büyüklüğü ölçmek için kullanılır?",Yalnız I,I ve II,II ve III,I ve IV,III ve IV,D
d8ec5c52-b77e-54aa-be10-edae18c30296,GEOMETRI,"ABCD yamuk
$[AB] \parallel [CD]$
$[DE] = [EF]$
$[BF] = [FC]$
$A(ADE) = 11$ $cm^2$
$A(ABF) = 5$ $cm^2$
olduğuna göre, $A(DFC)$ kaç $cm^2$ dir?",17,19,21,16,18,D
639d1b2e-339d-5cd8-9a48-65ff96a82615,TARIH,"Osmanlı Devleti'nde düzenli olarak belirli gün, saatlerde camilerde halka açık ifa edilen cuma selamlığında Müslüman-gayrimüslim ve hatta yabancı tebaa da dahil herkesin padişahı görmesi ve şikayetlerini iletmesi imkânı sağlanmıştır.
Bu duruma bakılarak,
I. eşitlik-adalet ilkelerine uyulmuştur.
II. Toplumsal bütünlüğün korunması amaçlanmıştır.
III. Halkın iradesinin etkinliği artırılmıştır.
yargılarından hangilerine ulaşılabilir?",Yalnız I,Yalnız II,I ve II,II ve III,"I, II ve III",C
3353aae6-fa2c-5ce2-bb55-0dfc1b140999,MATEMATIK,"$f$ ve $g$ fonksiyonları aşağıdaki gibi tanımlanıyor. $f=\{(1,2),(3,3),(4,4)\}$ $g=\{(2,4),(3,6),(4,8),(5,10)\}$ olduğuna göre, $f+g$ fonksiyonunun görüntü kümesi aşağıdakilerden hangisidir?","$\{6,9,10,12\}$","$\{6,9,10\}$","$\{2,3\}$","$\{7,10\}$","$\{7,16\}$",D
bbef9ab1-187a-5642-b6bf-2c315fca50a5,MATEMATIK,$ \sqrt{x- \sqrt{x-4}} = 2 $ denkleminin çözüm kümesi aşağıdakilerden hangisidir?,$ \emptyset $,"$ \{-1, 1\} $","$ \{-1, 0\} $","$ \{-1, 0, 1\} $","$ \{-1, 2\} $",A
f606d7c4-bd81-5a60-9b47-05bc138554c2,FIZIK,"Periyodik olarak ilerleyen $\lambda$ dalga boylu su dalgalarına bir stroboskopla bakılıyor. Stroboskop $f_1$ frekansı ile döndürüldüğünde duruyor gibi görülen dalgaların dalga boyu $\lambda$, stroboskop $f_2$ ve $f_3$ ile döndürüldüğünde duruyor gibi görülen su dalgasının dalga boyu sırasıyla $2\lambda$ ve $\frac{\lambda}{2}$ olarak ölçülüyor.
Buna göre; $f_1, f_2, f_3$ arasındaki ilişki nedir?",$f_1 > f_2 > f_3$,$f_2 > f_1 > f_3$,$f_3 > f_1 > f_2$,$f_3 > f_2 > f_1$,$f_1 > f_3 > f_2$,C
8af9520d-6295-5b94-97e6-74062327a56f,FIZIK,"Aşağıda bazı fiziksel büyüklüklere ait birimler verilmiştir. I. Joule II. metre/saniye III. metre Buna göre, bu birimlerden hangileri hem vektörel hem de skaler büyüklükte kullanılabilir?",Yalnız I,Yalnız II,I ve II,I ve III,II ve III,B
05f7aadd-493f-5a72-b2d7-b5bf6f7c8b03,MATEMATIK,"Tüm ürünlerin %25'i tekrar kullanılır hale geldiğine göre, aşağıdakilerden hangisi doğrudur?",$2^0+2^{-1}+2^{-2}+...+2^{-n}$,$2^0-2^{-1}+2^{-2}-...+(-1)^n 2^{-n}$,$2^0+2^{-1}-2^{-2}-...+(-1)^n 2^{-n}$,$2^0-2^{-1}-2^{-2}+...+(-1)^n 2^{-n}$,$2^0+2^{-1}+2^{-2}+...+(-1)^n 2^{-n}$,D
a38256c0-6c8b-5f49-8536-eaf6625f08aa,MATEMATIK,"$n$ sayma sayısı olmak üzere, $(a_{n+1}) = (a_n) + 2n + 1$ eşitliği veriliyor. $a_1 = 10$ olduğuna göre, $a_{10}$ kaçtır?",264,253,241,231,210,B
fd3bd4fa-ecdb-52e2-8c7f-753334a1325f,GEOMETRI,"Analitik düzlemde
$|x-y| \le 6$
$x-y \ge 0$
eşitsizliğini sağlayan $(x, y)$ noktalarının oluşturduğu kapalı bölgenin alanı kaç birimkaredir?",72,64,48,42,36,A
