id,subject_area,q,oa,ob,oc,od,oe,key
11aa98d2-7d79-5a3f-9705-f831274b214e,MATEMATIK,$(a_n)$ bir aritmetik dizi olmak üzere $(b_n)$ dizisi $b_n = a_n + a_{n+1}$ eşitliğini sağlamaktadır. $(b_n)$ dizisinin ilk $n$ terim toplamı $S_n$ olmak üzere $S_n = x \cdot n^2 + x \cdot n - 5$ olduğuna göre $a_1$ değeri kaçtır?,7,9,11,13,15,D
4e6e9b0e-7d65-5f7f-88f9-b839c81f454f,MATEMATIK,"Mine, Nergis, Oya ve Pelin belirli bir yük taşıma kapasitesine sahip bir asansöre bineceklerdir. Asansöre; Mine, Nergis ve Oya birlikte bindiğinde asansörün taşıma kapasitesi aşılmamaktadır. Mine, Oya ve Pelin birlikte bindiğinde asansörün taşıma kapasitesi aşılmamaktadır. Nergis, Oya ve Pelin birlikte bindiğinde asansörün taşıma kapasitesi aşılmaktadır. Mine, Nergis, Oya ve Pelin'in ağırlıkları sırasıyla M, N, O ve P olduğuna göre, aşağıdakilerden hangisi kesinlikle doğrudur?",$N > P$,$O > P$,$O > M$,$N > O$,$P > M$,E
e5c2dd67-1096-5362-bad0-f3e0a4ce2b12,TARIH,Osmanlı Devleti'nde XVII. yüzyıldan itibaren bütçenin açık vermesinin nedenleri arasında aşağıdakilerden hangisinin yer aldığı söylenemez?,Sık sık padişah değişiminin yaşanması,Üretim gelirlerinin azalması,Bağlı devletlerin vergi ödememesi,Dış borç açığının büyümesi,Birçok savaşın uzun süren savaşların yenilgiyle sonuçlanması,D
b93221fc-1914-5caa-affc-a79ed3678f14,MATEMATIK,"$(a_n)$ bir aritmetik dizi, $S_n$ bu aritmetik dizinin ilk $n$ terim toplamıdır. $a_1 = 1$ ve $S_9 - S_5 = 48$ olduğuna göre, dizinin ortak farkı kaçtır?",$\frac{18}{11}$,$\frac{17}{11}$,$\frac{16}{11}$,$\frac{15}{11}$,$\frac{14}{11}$,E
d2474963-ecd2-5509-ab37-7b1ccd579415,MATEMATIK,$(1 - \tan x) \cdot (1 + \cot x) \over \sin x - \cos x} = \operatorname{cosec} x$ ifadesinin en sade hali aşağıdakilerden hangisidir?,$\sin x$,$-\sin x$,$\sec x$,$-\sec x$,$-\operatorname{cosec} x$,D
98b4a706-7b9f-5ebb-8039-5263835cdeff,TURKCE,"Koronavirüs salgını, birçoğumuzun hayatını büyük ölçüde etkiledi. Hepimizi aylarca evlerimize hapseden bu virüs, tek kullanımlık plastiklerin de hiç istemeyeceğimiz ölçüde hayatımıza soktu. Salgın korkusuyla yemeklerimizi plastik tabaklar da yedik, neredeyse evlerde bile pet şişelerden su içer hâle geldik. Salgın öncesi plastik kullanımına bağlı kirliliği konuşurken şimdi ise bu durum çok daha büyük bir sorun teşkil ediyor. Bu durumla benzer başka bir sorun olarak denizlerdeki çöp miktarının her geçen gün artmasını da örnek gösterebiliriz. Artık Marmara Denizi, deniz salyası ile mücadele ediyor. Uzmanlara göre kirlilik bu hızla artarsa Marmara'daki deniz salyası sorunu, Akdeniz ve Ege'nin de kapısını çok kısa bir sürede çalabilir.

Bu parçada boş bırakılan yere düşüncenin akışına göre aşağıdakilerden hangisi getirilmelidir?","Deniz salyasının yayıldığı alan, uzmanların tahmin ettiği alanla sınırlı kalabilir",Yapılan araştırmaların olumlu bir sonucunun olduğunu söylemek mümkün değil,"Bu durum, sadece Marmara Denizi'ni değil Akdeniz ve Ege Denizi'ni de tehdit edebilir",Artan çöpler yüzünden Türkiye'nin denizleri yok olmakla yüz yüze geldi,"Türkiye'de plastik maddelerin harcama oranının artması, deniz salyasının oluşumunda bir etken olarak görülüyor",C
547055b3-e9a2-54b3-8f19-dd9819edfc21,EDEBIYAT,"Bir bûse-i can-bahşına ver nakd-i hayât
Ger kâ’il olursa
Senden yanadır söz yine bâzâr senindir
Ey âşık-ı şeydâ
Biçim ve içerik özellikleri dikkate alındığında bu şiirin nazım şeklinin aşağıdakilerden hangisi olduğu söylenebilir?",Rubai,Şarkı,Kıt'a,Müstezat,Terkibibent,D
c7608e34-1410-54d6-911f-7dda52c0682f,MATEMATIK,"$a \in \left(\frac{\pi}{6}, \frac{\pi}{4}\right)$ olmak üzere, $x = \tan a$, $y = \tan(2a)$, $z = \tan(3a)$ sayılarının doğru sıralanışı aşağıdakilerden hangisidir?",$x < y < z$,$x < z < y$,$y < x < z$,$z < x < y$,$z < y < x$,A
f6c8c669-bb88-5293-ade0-87e95481bd86,KIMYA,"$Cu + HNO_3 \rightarrow Cu(NO_3)_2 + NO + H_2O$
Yukarıdaki tepkime ile ilgili;
I. $N^{5+}$ tamamen indirgenmiştir.
II. $Cu$ yükseltgen maddedir.
III. Tepkime en küçük tam sayılar ile denkleştirildiğinde indirgen maddeden katsayısı $8$ olur.
yargılarından hangileri doğrudur? ($H_2O$ hariç)",Yalnız I,Yalnız II,Yalnız III,I ve II,"I, II ve III",C
25ec3afb-7b9f-510f-9f3c-d5419bf4fc60,KIMYA,"Yalıtılmış ideal pistonlu bir kapta,
$CH_4(g) + 2O_2(g) \to CO_2(g) + 2H_2O(g) \quad \Delta H = -890$ kJ
denklemine göre 3,2 gram $CH_4$ gazı tamamen yakıldığında,
I. 178 kJ ısı açığa çıkar.
II. Sistemin gaz basıncı artar.
III. Toplam gaz yoğunluğu değişmez.
ifadelerinden hangileri doğrudur?",Yalnız I,Yalnız II,I ve II,II ve III,"I, II ve III",A
