id,subject_area,q,oa,ob,oc,od,oe,key
90d84732-39fc-55b3-98ba-30a835941aec,MATEMATIK,"$f: \mathbb{R} \to \mathbb{R}$ olmak üzere, $f(x) = (x-1) \cdot (x-2) \cdot (x-3)$ fonksiyonu veriliyor. Buna göre, $f'(2)$ kaçtır?",-3,-2,-1,0,1,C
897f1d94-4592-5fe1-9030-0186c9426293,MATEMATIK,"Alper ve Zeynep isimli iki kardeş, evlerinden farklı zamanlarda yola çıkıp aynı yolu kullanarak sabit hızlarla yürüyerek okula gitmişlerdir. Alper evden 08.30'da çıkıp 09.00'da okula ulaşmış, Zeynep ise evden 08.32'de çıkmasına rağmen 08.56'da okula ulaşmıştır.
Buna göre, Zeynep Alper'e saat kaçta yetişmiştir?",08.40,08.42,08.44,08.46,08.48,C
7c3d992d-dee2-5e24-ad93-8827d5df0680,MATEMATIK,"$a$ ve $b$ pozitif tam sayılar olmak üzere, $\boxed{a \ b} = a + (a-1) + (a-2) + ... + (a-b)$ olarak tanımlanıyor. Buna göre, $\boxed{m \ 1} = 5 \ 4$ eşitliğini sağlayan $m$ değeri kaçtır?",20,17,12,7,5,D
58b5f0b2-df27-53af-a569-27214a2d9081,MATEMATIK,$f(x) = 3x^2 + 12$ fonksiyonunun diferansiyeli aşağıdakilerden hangi-sidir?,$6x$,$(6x - x^2) dx$,$(6x - 1) dx$,$(6x^2 + 2) dx$,$6x dx$,E
1e2bf32a-b737-53ff-b2fc-1ad0fcedaaa9,MATEMATIK,"$m, n$ birer gerçek sayı olmak üzere, $f(x) = mx^2 - nx + 1$ parabolüne $(1, 1)$ noktasında teğet olan teğet doğrusu $x$-eksenini $(3, 0)$ noktasında kesmektedir. Buna göre, $m - n$ farkı kaçtır?",-2,-1,0,1,2,B
945eb17b-221f-5d9a-ae51-433e72acebdd,MATEMATIK,"$a$ gerçel sayısı $f$ fonksiyonunun tanım kümesinde bulunmak üzere, $\lim_{x \to a} f(x)$ limiti bir gerçel sayıya eşitken $\lim_{x \to a} (fof)(x)$ limiti bir gerçel sayıya eşit değil ise, $x=a$ değerine $f$ fonksiyonunun ""eşik noktası"" denir. Buna göre, $x=2$ değeri I, II ve III numaralı fonksiyonlardan hangilerinin eşik noktasıdır?",Yalnız I,Yalnız II,Yalnız III,I ve III,II ve III,A
e50a2fa9-26af-508f-b16e-b2a4523d288f,TURKCE,"Tüm kadim ilkel öğretilerde gelenek tektir. Zaman içerisinde farklı yorumlar, farklı yolları doğurmuştur. İçinden birine sadece ve tek doğru diye öğrenmişizdir. Bu durum, bireysel ve toplumsal düzeyde derin etkiler doğurabilir. Dünya nüfusunda hızlı bir artışa neden olabilir. Kaynakların daha hızlı tükenmesi, yaşam alanlarının daralması ve sosyal sorunların artması gibi sorunları beraberinde getirebilir. Böylelikle emeklilik gibi kavramlar ortadan kalkacak, iş gücü piyasası köklü değişimler geçirecektir. Yeni tüketim talepleri nedeniyle oskiden daha hızlı bir üretim ihtiyacı ortaya çıkacaktır. Üretim ve tüketim alışkanlıkları, farklı hayatı benimsemekle bir algıyla değerlendirilir. III. Kendi ulusal değerlerini korur numaralanmış yargıların hangilerine ulaşılabilir?",I ve II,I ve III,II ve III,Yalnız I,Yalnız II,E
0c3d77d4-c4c7-55ee-907b-35481214c641,MATEMATIK,"$\frac{\sin z}{\cos z} - \frac{\cos x}{\sin x} = \frac{1}{\sin y}$ olduğuna göre, $\sin(y-z)$ ifadesi aşağıdakilerden hangisine eşittir?",$\cos(x+y)$,$-\cos(x+y)$,$\sin(x+z)$,$\cos(x-y)$,$\sin(x-z)$,B
fede1ff0-d8ff-5b0f-9ad5-5942397afafa,BIYOLOJI,"Hücrelerin hipertonik ortamlarda su kaybederek büzülmesine ""plazmoliz"" denir. Aşağıdakilerden hangisi plazmolize örnek olarak verilemez?",Reçel veya pekmez içerisine düşen bakterilerin aktivitelerinin kaybolması,Bitki tohumlarının kurutularak saklanması,Denizde yüzen bir kişide el ve ayak parmaklarının buruşması,Salatanın tuzlanınca su kaybetmesi,Saf suya bırakılan amipin parçalanması,E
56d36e8c-0e83-5150-8429-7328a2ddedd0,MATEMATIK,"$f: A \to B$ ve $f(A) = \{1, 3, 5\}$ olmak üzere, $f(x) = \frac{x - 1}{2}$ olduğuna göre, A kümesi aşağıdakilerden hangisidir?","$\{1, 2, 3\}$","$\{1, 3, 5\}$","$\{3, 7, 11\}$","$\{0, 1, 2\}$","$\{\frac{1}{5}, \frac{1}{3}, 1\}$",C
