id,subject_area,q,oa,ob,oc,od,oe,key
ff4f8aff-5c04-56d0-a7da-cb8996b5f6bb,TURKCE,"Hayatlarımıza yön verecek bir amacımız, varlığımızı anlamlandıracak hedeflerimiz, hayatın anlamını sorgulayacak bilincimiz, güzel anlarımızı paylaşacak candan dostlarımız, yanlarında kendimizi güvende ve huzurlu hissedeceğimiz sevdiklerimiz ve özgürlüğümüz yoksa dünya kadar paramız olsa da mutlu olamayız. Bunlara sahip olduktan sonra paramız olmasa da mutlu olabiliriz. İçinde bulunduğumuz tüketim çağı mutlulukla satın almayı bir bütün olarak sunmakta. Satın almak, mutlu olmanın ilk ve en önemli koşulu olarak gösterilmekte. Mutluluk yalnızca almak olarak bilinçaltımıza kazınıyor. ---- Bu parçanın sonuna aşağıdakilerden hangisi getirilmelidir?","Her şeyi satın alan, hayatını aldıkları düzenlemek ve korumakla geçiren insanları mutlu olarak görmemiz sağlanıyor","Mutluluğun maddi olmayan, özgürlüğe, sevmeye, sevilmeye olan en gerekli bağı yok sayılıyor","Oysa insanı gerçekten mutlu eden şey maddi alım gücü değil, ruhsal ve duygusal tatmin gücüdür","Mutluluk buysa insan hangi sevincini lüks banyosu, pahalı mutfağı, son model arabasıyla kutlamakta","İnsanın sevincini ve üzüntüsünü yaşama şekli onun kişisel olgunluğunu, kendini var etme becerisini gösterir",B
0c8f4bbf-ec2a-5e1a-889a-5ab8403adcba,MATEMATIK,"Gerçel sayılarda tanımlı bir $f$ fonksiyonu tek fonksiyon olmak üzere,
aynı küme üzerinde tanımlı sıfırdan farklı $g$ ve $h$ fonksiyonlarıyla ilgili
$g(x) = f(x) + f(-x - 1)$
$h(x) = f(x - 1) - f(x - 1)$
eşitlikleri veriliyor.
Buna göre,
I. $g$ fonksiyonu çift fonksiyondur.
II. $h$ fonksiyonu çift fonksiyondur.
III. $(g \cdot h)$ fonksiyonu tek fonksiyondur.
ifadelerinden hangileri doğrudur?",Yalnız I,Yalnız II,Yalnız III,I ve II,II ve III,B
7197cee3-4fb2-5fd4-945e-63775696f194,MATEMATIK,"Bir lokantada çalışan Cengiz ve Yahya, 5 dakikada sırasıyla 2 porsiyon ve 3 porsiyon lahmacun hazırlayabilmektedirler. Bu lokanta sipariş aldığı 36 porsiyon lahmacunu Cengiz ve Yahya'nın eşit miktarda hazırlamasını istemiştir. Buna göre, aynı anda çalışmaya başlayan bu işçilerden Yahya, Cengiz'den kaç dakika önce siparişini tamamlar?",10,12,15,18,20,C
9d4522c8-8963-52f4-a49d-86eb3481dcf5,KIMYA,"Çinko (Zn) metali yüksek sıcaklıkta çinko oksit ile karbon monoksitin reaksiyonu sonucu aşağıdaki tepkime zinciri ile oluşmaktadır.
$2\text{ZnO}_{(k)} + \text{C}_{(k)} \rightarrow 2\text{Zn}_{(g)} + \text{CO}_{2(g)}$
$\text{ZnO}_{(k)} + \text{CO}_{(g)} \rightarrow \text{Zn}_{(g)} + \text{CO}_{2(g)}$
Tepkimelere göre $26 \text{ gram çinko}$ elde edebilmek için en az kaç gram $\text{C}_{(k)}$ kullanılmalıdır?
($\text{C}: 12 \text{ g/mol}, \text{Zn}: 65 \text{ g/mol}$)","1,2","2,4","4,8","7,2","9,6",A
6489f4cf-3036-5a65-8eb2-b60b9d041f92,MATEMATIK,"Bir peynirci, tanesini belirli bir fiyattan aldığı peyniri tenekelerinden her birini 20 eşit kalıba bölerek her kalıp peyniri aynı fiyattan satmaktadır. 12 kalıp peynirin satış fiyatı 1 teneke peynirin alış fiyatına eşittir. Peynirci 6 teneke peynir alıp tamamını sattığında 2400 TL kâr etmiştir.
Buna göre, 1 kalıp peynirin satış fiyatı kaç TL'dir?",30,40,50,60,80,D
f9bafb92-619a-56db-92b9-e06bf2495a1d,MATEMATIK,"A kabında ağırlıkça %20 tuz içeren 20 litre, B kabında ise %40 tuz içeren 40 litre tuzlu su bulunmaktadır. B kabındaki karışımın yarısı kadar buharlaştıktan sonra kalan karışım A kabına boşaltılıyor. Buna göre, son durumda A kabındaki karışımın su oranı yüzde kaçtır?",48,50,54,56,60,D
53873e50-63cf-5fdb-ad58-5d232d7ca70b,MATEMATIK,"$e$, doğal logaritma tabanı olmak üzere, $\sqrt{10^{\log_{10}{e^9}} + e^{\ln{9}}}$ ifadesinin sonucu kaçtır?",9,8,7,6,5,D
85664bdd-c7d7-5c38-95a4-ff9bdbe54136,MATEMATIK,"$\frac{\sqrt{a}+\sqrt{b}}{\sqrt{a}-\sqrt{b}} = 100$ ve $\sqrt{a}-\sqrt{b} = 0,02$ olduğuna göre, $a-b$ farkı kaçtır?",1,2,5,20,200,B
20922a04-f65e-5714-a3fb-24f43c9d340f,BIYOLOJI,"Doğada azot döngüsünde gerçekleşen
I. bitkilerin fotosentez yapması,
II. mantarların organik atıkları ayrıştırması,
III. kemosentetik bakterilerin azotlu oksidasyona uğraması,
IV. denitrifikasyon bakterilerinin oksijensiz solunum yapması
olaylarından hangileri topraktaki azotlu tuz oranını azaltır?",I ve II,I ve III,II ve III,I ve IV,III ve IV,E
4354a19c-c4fb-56d8-89ca-ffa598cdcdff,MATEMATIK,$ x^2-3x-a > 0 $ eşitsizliği her $x$ gerçek sayı değeri için sağlanıyor ise $a$'nın alabileceği en büyük tam sayı değeri kaçtır?,-5,-4,-3,-2,-1,C
e9d5dec3-43d2-5b68-8c16-24667eda138d,MATEMATIK,"$a, b$ ve $c$ birer rakamdır. $a+3b=a+c$ olduğuna göre, yazılabilecek en büyük üç basamaklı $abc$ sayısının rakamları toplamı kaçtır?",24,16,12,8,6,B
9af92077-41fa-57bd-9723-623cc018d48b,MATEMATIK,"Bekir Bey'in sunduğu iki farklı sağlık poliçesinin ücretlendirilmesi aşağıdaki tabloda belirtilmiştir.
Sağlık poliçesi yaptıran bir kişinin ekonomik açıdan II. poliçeyi tercih etmesi için $x$ tam sayısı en fazla kaç olmalıdır?",7,8,9,10,11,D
f5c4e6cc-92b4-59b3-b5f8-9b10bfce8e38,TURKCE,"Gül açar çünkü açar. Kendini gözetmez ve görülüp görülmediğini umursamaz. Bir kuşta tıpkı bunun gibi, bir şarkısı olduğu için şakır. Başka birşeye ihtiyacı yoktur. Güzellik bazen sadece kendiniz olmanın özgürlük ve berraklığındadır. İllaki başkalarının onayını almanız gerekmez.
Bu parçada numaralanmış sözcüklerden hangisinde yazım yanlışı yoktur?",I,II,III,IV,V,A
1e616e1e-4524-571a-9560-a23de98f5a21,KIMYA,$X_{2(g)} + Y_{2(g)} \rightarrow Z_{2(g)}$ Yukarıda verilen tepkime için; I. Hız bağıntısı $Hız = k[X_2]$'dir. II. X kabının miktarı artırılırsa tepkime hızı artar. III. Sabit sıcaklıkta tepkime kabının hacminin değişmesi tepkime hızını etkilemez. İfadelerinden hangileri yanlıştır? (k: Hız sabiti),Yalnız I,Yalnız II,I ve II,I ve III,"I, II ve III",B
463eac8c-f5d9-56a0-b783-c8791f0c96b1,MATEMATIK,$a_n = \left(\frac{3n-1}{n+7}\right)$ dizisinin kaç terimi $\frac{13}{8}$ dir?,7,8,9,10,11,C
1073c915-2084-51ec-963b-559ac7eb16c6,MATEMATIK,"a bir gerçek sayıdır. $f(x)=x^3-3x^2+a \cdot x+1$ eğrisi üzerindeki tüm noktalardan çizilen teğetler $x$ ekseni ile pozitif yönde dar açı oluşturduğuna göre, $a$'nın alabileceği en küçük tam sayı değeri kaçtır?",4,3,2,1,0,A
4235cdce-8991-5ace-8cd4-d5f64e16102e,TARIH,"I. Edirne Antlaşması
II. Bükreş Antlaşması
III. Berlin Antlaşması
Yukarıda verilen antlaşmaların kronolojik sıralaması hangisidir?",I - II - III,II - I - III,III - II - I,II - III - I,III - I - II,B
