id,subject_area,q,oa,ob,oc,od,oe,key
5aeb9a90-e788-56dd-b0e4-b8f8a932106f,TARIH,"II. Mahmut Dönemi'nde kabul edilen bu sistemde tahıl, yün, haşhaş, güherçile, zeytinyağı, ipek, tiftik, meyan kökü gibi ürünlerin alım satımı devlet tarafından belirlenmiş kişilerce yapılmıştır. Üretici ya da ithalatçı, malını ruhsat sahibi bu kişilere satmak zorundadır. Sistem hem yurt içi hem de ithal kaynaklı malları kapsamaktadır.
Yed-i Vahit sisteminin uygulanmasında aşağıdakilerden hangisinin amaçlandığı söylenemez?",Serbest piyasa ekonomisini yaygınlaştırma,Ham maddenin ülke dışına çıkmasını engelleme,Yerli üreticinin haklarını koruma,Ekonomide dışa bağımlılığı azaltma,İç pazarı sıkıntıya sokmamak,A
3f1f6917-4258-5b22-b3ad-e953a4ad329e,MATEMATIK,"$xy$ ve $yx$ iki basamaklı, $18xy$ ve $19yx$ dört basamaklı doğal sayılardır.
Tarihi bir cami $18xy$ yılında yapılmış ve yapıldığı tarihten tam $172$ yıl sonra $19yx$ yılında restore edilmiştir.
$19yx$ yılından tam $20$ yıl sonra ülke miras listesine giren bu tarihî cami, miras listesine kaç yılında girmiştir?",2010,2011,2012,2013,2014,D
deb7c1bd-2ab3-5c80-b222-ff465211ecfb,EDEBIYAT,"""Çıt pıt / Mavi boncuk / Arap kızı / Sen çık"" ve ""Bir iki / Kırmızı tilki / Fındık fıstık / Kadifeden yastık / Sen çık / Alçık balçık / Sen çık"" dizeler aşağıdakilerden hangisinden alınmış olabilir?",Kısa tekerleme,Söz oyunlarına dayanan tekerleme,Masal tekerlemesi,Oyun tekerlemesi,Hikâye tekerlemesi,D
44e33879-c832-5d8f-a5dd-dc6e68b8ee77,MATEMATIK,İşleminin sonucu kaçtır? $\cos \left(\frac{\pi}{2}-\arcsin \frac{4}{5}\right)$,$-\frac{4}{5}$,$-\frac{3}{5}$,$\frac{3}{5}$,$\frac{4}{5}$,$1$,D
a6e04cf8-3d0b-5619-b5fc-11a89e8ed2f8,BIYOLOJI,"Bir insanın kolundaki toplardamara verilen işaretli alyuvarları karaciğere gelinceye kadar I. akciğer atardamarı, II. karaciğer atardamarı, III. aort, IV. üst ana toplardamar, V. akciğer toplardamarı damarlarından aşağıdakilerin hangisinde verilen sıraya göre geçer?",II - III - I - IV - V,II - IV - I - V - III,I - III - II - IV - V,IV - I - V - III - II,IV - I - V - II - III,D
a96248f3-df9e-54eb-ae18-62114e5e42ad,MATEMATIK,"$f(x)=\frac{x^2+3}{2x+1}$ olduğuna göre, $f'(0)$ kaçtır?",-6,-3,0,3,6,E
ace16212-1dcc-5c4e-9e53-6f3dbb0f0701,GEOMETRI,"Bağlantı noktalarından uçlarına kadar olan kısımları mavi ve gri renkte olan özdeş iki makastan biri kapalı ve yere dik olarak, diğeri ise $120^\circ$ açılarak duvara şekildeki gibi asılmıştır.
Bu makasların mavi kısımlarının uzunluğu 9 birim olup her iki makasın mavi uçlarının yerden yükseklikleri eşit, açık makasın gri uçlarının yerden yükseklikleri ise kapalı makasın gri uçlarının yerden yüksekliklerinden 13 birim fazladır.
Buna göre, makasın bağlantı noktasının bir gri uca olan uzaklığı kaç birimdir?",16,17,18,19,20,B
64e4144b-5664-59cc-937d-88c95ddb62e1,MATEMATIK,$\frac{4}{x-1}+\frac{1}{x+a}=\frac{6}{2x-1}-\frac{1}{x-3}$ denkleminin köklerinden biri $x=3$ olduğuna göre $a$ değeri kaçtır?,1,3,5,7,9,B
a65ad76c-570a-5f17-91bd-fa501bbbfcf8,EDEBIYAT,"Numaralanmış kişilerden hangileri Karagöz ve orta oyununda yer alan ortak tipler değildir?
I. Zenne
II. Arnavut
III. Balama
IV. Tuzsuz Deli Bekir
V. Acem
VI. Kayserili",I ve II,II ve III,III ve IV,IV ve V,V ve VI,B
be7baf0b-6296-5abc-af84-d60877b8fa43,EDEBIYAT,"AKŞAMA DOĞRU
ey güzel hart güzel kâğıt güzel kalem.
sana nehirlerden rüzgârlardan söz ediyorum
benim için nehirler yiğit, su yolları aç,
ben bu daha ağır iskelet bir çocukken
yürürken gördüm bir gün nehirleri
nehirlerin rüzgârların sözü yaşar
ben ağzının yaprağıyım, bir yere yaz bunu.
ey güzel el yazısı güzel mürekkep güzel uç.
beni küçük su birikintileri büyüttü.
beni anlamak için su birikintilerine sor
su unutmaz: daireler çizerek dikkatle çalışır.
benim için yapraklar topla. yatağını lekele.
ben bu akşam doğruyum, karıştır saçlarımı.
İlhan Berk
Bu parçayla ilgili olarak aşağıdaki yargılardan hangisine ulaşılamaz?",İçerik bakımından değişik yorumlara elverişli bir nitelik taşımaktadır.,Anlama yönelik sezdirmeler alışılmamış bağdaştırmalara dayanmaktadır.,"Harf, kalem, kâğıt, el yazısı, mürekkep sözcüklerinin kullanımı tenasüp sanatı oluşturmuştur.",İkinci Yeni şiir akımının imgeye ve çağrışıma dayalı söyleyişine uygun bir metindir.,Yeni sözcükler türetilerek yapısal sapmalar oluşturulmuştur.,E
942c5af1-e7c5-5960-ad2e-26151a1670b1,MATEMATIK,"Genel terimi, $a_n = \left(\frac{1}{4}\right)^{2n^2-5n+1}$ olan dizinin en büyük terimi kaçtır?",$\frac{1}{16}$,$\frac{1}{4}$,1,4,16,E
7452919b-3f3b-5b9e-a74d-b86e7328d0f4,MATEMATIK,"$x$ ve $y$ tam sayılar için $x-y=\frac{2}{x^2+y^2-k}$ olduğuna göre, $k$'nın tam sayı değeri kaçtır?",2,4,9,16,25,B
e8c73fd5-52b6-5d1a-99be-21f15c3ae4a3,TARIH,"Osmanlı fetih geleneğinin en önemli özelliklerinden biri de fethedilen yerlere kadı ile subaşının tayin edilmesidir. Bu bilgilerin; I. merkezi devlet anlayışının uygulandığı, II. kurumlaşmaya önem verildiği, III. devletin halk üzerindeki etkinliğinin artırılmaya çalışıldığı çıkarımlarından hangilerine dayanarak olduğu söylenebilir?",Yalnız I,Yalnız II,I ve II,II ve III,"I, II ve III",E
2f3557a1-4a1f-5807-887e-e8d082568ec3,TURKCE,"Sanat bizde en derin ve en asil duyguları uyandıran, ruhu incelten, kırılgan ama bir o kadar da tesirli, iletişimin en güçlü ifadesidir. Sanat, insanlar, birleşme özelliklerine sahiptir. Bir sanat eserine bakarken arka sokaktan mı gelmiş, ön sokaktan mı gelmiş ayırmayız; o an o sanatın keyfini sürmeye çalışırız. İlk defa empati yaparız okuduğumuz ya da baktığımız bir sanat eseri sayesinde.
Bu parçadaki altı çizili sözle sanatla ilgili aşağıdakilerden hangisi vurgulanmaktadır?",İnsan ruhunun inceliklerini anlatması,İnsanların duygu dünyasını hassaslaştırması,İnsanların sınıf dışı özelliklerini ortaya çıkarması,İnsanların yakın çevresiyle olan ilişkilerini düzenlemesi,İnsanların hayata yeni bir perspektiften bakmasını sağlaması,B
3bada0c8-6296-5853-a861-8870bc16ab45,MATEMATIK,$\sqrt[3]{x^2} \le \sqrt{18}$ eşitsizliğini sağlayan $x$'in en geniş pozitif değer aralığı aşağıdakilerden hangisidir?,"$[0, 1]$","$[0, \frac{3}{2}]$","$[0, 2)$","$[0, 3)$","$[0, 3]$",E
261e3e5e-c9e1-54b5-9098-49536b26955e,EDEBIYAT,"I. Asıl adı Abdülcelil Çelebi'dir, aslen Edirneli olup doğum yılı bilinmemektedir.
II. Gerek heceli şiirlerinde gerekse de aruzlu şiirlerinde tasavvufa ait kavramlar kullanmış, şiirlerine sure ve ayetlerden parçalar almıştır.
III. Aşıklığın dışında güzel sanatların diğer dalları(minyatür ustası, ressam)nda da başarılı bir sanatkâr olan şair; bilhassa minyatür sanatını daha iyi icra edebilmek için İstanbul'a göçmüştür.
Bu numaralanmış cümlelerden verilen bilgilerden hangisi Levni ile ilişkilendirilemez?",Yalnız I,Yalnız II,Yalnız III,I ve III,II ve III,A
053de292-5c1f-5a7b-b322-33bd8fa2cfdd,MATEMATIK,"$0<x<\pi$ olmak üzere, $\frac{\sin x+\cos x}{\sin x+\cos x}-\frac{\sin x-\cos x}{\sin x+\cos x}=2$ eşitliğini sağlayan $x$ değerlerinin toplamı kaçtır?",\frac{\pi}{2},\frac{5\pi}{4},\frac{7\pi}{4},\pi,2\pi,B
5eb96422-7197-5860-8520-7b7ef0020125,MATEMATIK,"300 lirası olan Seda, fiyatı $2x+25$ lira olan bir kazak satın aldığında geriye $x+5$ lirası kalmıştır. Buna göre, kazağın fiyatı kaç liradır?",205,207,210,215,220,A
7ba774ac-88b5-5efd-bdfa-5b61a7238e98,MATEMATIK,"$A(-2,3)$, $B(3,-2)$ noktalarına eşit uzaklıkta bulunan noktaların geometrik yerinin denklemi aşağıdakilerden hangisidir?",$x+y=0$,$x-y=0$,$10x+10y=1$,$2x-y=0$,$x-2y=0$,A
2a7be00a-d6fe-524c-a810-ff55fcc48dc1,KIMYA,I. $KOH$'nın $HNO_{3}$ ile nötrleşmesi II. Naftalinin süblimleşmesi III. Propan gazının yanması Yukarıdaki olaylardan hangileri endotermiktir?,Yalnız I,Yalnız II,Yalnız III,I ve II,"I, II ve III",B
b9a7ebf5-f9d3-52ae-be46-90227f6b6313,MATEMATIK,"a, b birer gerçek sayı ve $a < b$ olmak üzere, $\int_{a}^{b} (x^2 - 7x + 10) dx$ integralinin değerinin en küçük olmasını sağlayan a ve b değerleri için, $b - a$ farkı kaçtır?",9,7,5,3,2,E
0fc133e8-9c3c-5611-b837-0d9e5ce6e726,MATEMATIK,Genel terimi $a_n$ olan bir geometrik dizide ilk 6 terim toplamının ilk 3 terim toplamına oranı aşağıdakilerden hangisidir?,$\frac{a_3}{a_1}$,$1 + \frac{a_3}{a_1}$,$\frac{a_4}{a_1}$,1,$1 + \frac{a_2}{a_1}$,D
636a5d79-e4c6-50ca-8c61-d0849036f05e,MATEMATIK,"""BİN İYİLİK, BİN HAYAT"" adlı bağış kampanyasında amaç $10.000.000$ TL yardım toplamaktır. Çeşitli reklamlar ile kampanyaya destek olunması hedeflenmiş ve ilk günün sonunda $2^4$ TL toplanmıştır. Bundan sonraki günlerde ise toplanan toplam para miktarı, bir önceki günkü paranın $5$ katı oluyor. Buna göre, kampanya başladıktan kaç gün sonra hedeflenen paraya ulaşılır?",6,7,8,9,10,B
563e0d44-53aa-5335-8c9b-83404c68e3b3,TURKCE,"Üniversite imtihanına (sınavına) hazırlanırken oluşturulan çalışma programları soru çözümleri ve konu tekrarları ile doludur. Bu yoğun tempoda çoğu öğrencinin kaçırdığı (az geçtiği) çok önemli bir nokta vardır: Kitap okumak! Bir an boş kalmaksızın kendinizi sürekli çalışmaya odaklamak (yoğunlaştırmak) bu dönemde kaçınılmazdır. Bu yüzünden (amaçla) kitap okumaya ayıracağı vakti çoğu öğrenci bir zaman kaybı (vakit israfı) olarak düşünür. Bir test daha çözmek varken kitap okumayı tercih etmekle zorlanırlar. Oysa bu çok yanlış bir algıdır.
Bu parçada numaralanmış sözlerden hangisinin anlamı parantez () içinde verilen açıklamayla uyuşmamaktadır?",I,II,III,IV,V,B
573d1e2d-a41f-5aaa-84cc-019c6d14a559,TARIH,"Osmanlı Beyliği'nin kuruluşu üzerine çalışmalar yapan tarihçilerin ileri sürdüğü nazariyelerin farklı olmasında;
I. döneme ait kaynakların yetersiz olması,
II. Osmanlı Devleti'nin yazıyı geç kullanması,
III. ilk kaynakların yaklaşık bir asır sonra kaleme alınmış olması
durumlarından hangilerinin etkili olduğu söylenebilir?",Yalnız I,Yalnız II,I ve II,II ve III,"I, II ve III",E
026a0b3f-eecf-57f6-8e97-e4063f9141a2,MATEMATIK,"$g'(2x) = f(3x)$ eşitliği veriliyor. Buna göre, $(g \circ f)'(5)$ kaçtır?",$\frac{1}{3}$,$\frac{2}{3}$,1,$\frac{4}{3}$,2,B
50313605-7a17-5b64-b76b-bd5f5de0af3d,MATEMATIK,"$0 < x < \frac{\pi}{2}$ olmak üzere, $\frac{\sqrt{3} \sec x - \cos x}{\operatorname{cosec} x - \sin x} = 3$ olduğuna göre, $\sin 2x$ kaçtır?",$\frac{3}{5}$,$\frac{4}{5}$,$\frac{1}{3}$,$\frac{2}{3}$,$\frac{3}{4}$,A
58f754b0-8232-5f7e-9c98-5bbb6c69a451,MATEMATIK,"Bir seracının elinde özdeş 30 adet boş plastik kasa ve özdeş 20 adet boş plastik kasa bulunmaktadır. Seracı, sadece tahta kasaları kullanarak bu kasaların tamamını doldurduğunda topladığı domateslerin %60'ını, sadece plastik kasaları kullanarak bu kasaların tamamını doldurduğunda ise topladığı domateslerin %85'ini kasalara koymuş oluyor.
Dolu bir tahta kasada 8 kilogram domates olduğuna göre, dolu bir plastik kasada kaç kilogram domates vardır?",9,10,11,12,13,D
791f76a8-5eeb-5f1e-8bb5-d9dd935df209,MATEMATIK,333551 sayısının rakamları yer değiştirilerek altı basamaklı kaç farklı sayı yazılabilir?,60,80,100,120,140,A
8d1ed2d9-fed2-55df-8458-89c26bdde8af,MATEMATIK,"$f:\mathbb{R} \to \mathbb{R}$, $f(x)=-x^3-6x^2+12x+5$ fonksiyonu veriliyor. $f(x)$'in alabileceği en büyük değer kaçtır?",6,12,24,32,48,D
efa6e5b9-6954-53ac-bed6-975dbb327893,MATEMATIK,"$m$ ve $n$ birer doğal sayı, $f$ ve $g$ doğal sayılar kümesi üzerinde birebir ve örten fonksiyonlar olmak üzere bir inek çiftliği ile ilgili bazı bilgiler aşağıda verilmiştir. \begin{itemize} \item $m$ metrekarelik bir alana kurulu tesis içinde en fazla $f(m)$ adet inek beslenebilmektedir. \item $n$ tane inekten günlük en fazla $g(n)$ litre süt elde edilmektedir. \end{itemize} $x$ bir doğal sayı olmak üzere, günlük elde edilen süt miktarının $x$ litre olabilmesi için gerekli olan kurulu tesis alanının en küçük değerinin ölçüsü metrekare türünden $h(x)$ fonksiyonu ile modelleniyor. Buna göre, $h(x)$ fonksiyonunun $f$ ve $g$ fonksiyonları türünden eşiti aşağıdakilerden hangisidir?",$(g \circ f)(x)$,$(g^{-1} \circ f)(x)$,$(g \circ f^{-1})(x)$,$(f^{-1} \circ g^{-1})(x)$,$(g^{-1} \circ f^{-1})(x)$,D
7c6a833e-bc9d-55b9-80c5-3f56c5b08008,MATEMATIK,"Bir veri grubundaki sayıların aritmetik ortalaması; sayıların toplamı, sayı adedine bölünerek bulunur.
Bir öğretmen boş sınıf tahtasına bir veri grubu yazmıştır. Ayhan bu verileri defterine geçirirken her bir veriye $x$ eklemiş, Beyhan ise her bir veriden $x$ çıkararak verileri defterine geçirmiştir. Öğretmen tahtaya, Ayhan ve Beyhan da defterine yazdığı verilerin aritmetik ortalamasını hesaplamıştır.
Hesaplanan ortalamaların ortalaması $7$ olduğuna göre, tahtaya yazılan verilerin ortalaması kaçtır?",1,7,14,21,28,B
de2e32e2-9f6c-593b-979d-6745710b0cd6,MATEMATIK,Şeker oranı %40 olan 80 gramlık ve şeker oranı %75 olan 120 gramlık karışımlar bir araya getirildiğinde elde edilen yeni karışımın şeker oranı yüzde kaç olur?,60,61,62,63,64,B
4dff6a6b-47e3-5b25-88a2-70a126685ac3,KIMYA,"Yukarıda yapı formülü verilen molekül ile ilgili, I. Yükseltgenebilir. II. IUPAC sistemine göre adı formik asittir. III. İndirgenebilir. yargılarından hangileri doğrudur?",Yalnız I,Yalnız II,Yalnız III,I ve III,"I, II ve III",D
3ad540cf-3e1d-5dea-bef5-f1dd0323c694,MATEMATIK,"$f: \mathbb{R} \to \mathbb{R}$ olmak üzere, $f(x) = \begin{cases} 1, & \sin x - \cos x > 0 \\ 0, & \sin x - \cos x = 0 \\ -1, & \sin x - \cos x < 0 \end{cases}$ şeklinde bir $f$ fonksiyonu tanımlanıyor. $x \in [0, 13\pi]$ aralığında $f$ fonksiyonunun grafiğinde, esas periyodu aynı olan kaç tane özdeş şekil oluşur?",39,26,13,6,3,C
aa392cef-58ed-5afc-9ac4-724f926b9285,FIZIK,"Derinliği sabit bir dalga leğeninde, periyodik doğrusal su dalgaları üretilmektedir.
Buna göre,
I. Başka bir değişiklik yapılmadan dalga leğenine su eklenirse, üretilen dalgaların hızı artar.
II. Başka bir değişiklik yapılmadan dalga leğeninden su alınırsa, üretilen dalgaların dalga boyu azalır.
III. Başka bir değişiklik yapılmadan sadece kaynağın frekansı azaltılırsa, üretilen dalgaların hızı da azalır.
yargılarından hangileri doğru olur?",Yalnız I,Yalnız II,I ve III,II ve III,"I, II ve III",A
38a2d764-ea05-5839-95bb-e200fda952eb,MATEMATIK,"Bir araç hızını saatte 80 km'den 100 km'ye çıkarmıştır. Buna göre, bu araç hızını yüzde kaç artırmıştır?",15,20,25,30,35,C
4d7f716c-2793-5eb7-a2c8-c733f5a51801,TURKCE,Numaralanmış cümlelerden bir paragraf oluşturulmak istense hangisi baştan dördüncü olur?,I,II,III,IV,V,D
1eddd29c-d014-5f35-b254-a51da158f7f2,KIMYA,$H_2O$'nun insan sağlığı ve çevre için önemine iliş kin aşağıdakilerden hangisi yanlıştır?,Vücut sıcaklığını kontrol eder.,"Organizmada oksijen, karbondioksit, atıklar vb. için bir taşıyıcıdır.",Kanın yapısında düşük oranda bulunur.,Yeryüzündeki ısı ve nem dengesini sağlar.,Hidroelektrik enerji üretimi ve tarımsal üretim için temel kaynaktır.,C
90111f65-70c2-5450-8a58-610d6e778002,KIMYA,"Sabit hacimli bir kaba $COCl_2$ ve $Cl_2$ gazları konularak başlatılan, $COCl_{2(g)} \rightleftharpoons CO_{(g)} + Cl_{2(g)}$ tepkimesi dengeye ulaştığında, I. $COCl_2$ derişimi azalır. II. $Cl_2$ mol sayısı artar. III. $CO$ ve $Cl_2$ mol sayıları aynı olur. ifadelerinden hangileri doğrudur?",Yalnız I,I ve II,I ve III,II ve III,"I, II ve III",B
8744a7a8-4d78-518a-a8b5-c9674b799ebb,MATEMATIK,"$\sin 3x = \sin 2x - \cos x$ denkleminin $[0, \pi]$ aralığında kaç farklı kökü vardır?",1,2,3,4,5,D
429a416f-1150-5092-8c9f-cdbdade37bf6,MATEMATIK,"$x^2 + 4x + m - 2 = 0$ denkleminin farklı iki gerçek kökü olduğuna göre, $m$'nin alabileceği en büyük tam sayı değeri kaçtır?",4,6,-4,-5,5,E
1ef18e4d-a78d-5c39-8951-3e33ed84b1e4,FIZIK,"Altay; içinde su bulunan yatay zemindeki bir kaba hacimleri birbirine eşit, her biri içi dolu küre şeklindeki alüminyum, demir ve tahtadan yapılmış üç topu bıraktığında ilk ikisinin batarken tahtanın yüzdüğünü gözlemliyor. Demirin özkütlesi alüminyumun özkütlesinden büyük olduğuna göre yargılarından hangileri doğrudur? I. Demir ve alüminyum toplara, suyun uyguladığı kaldırma kuvveti eşit büyüklüktedir. II. Tahta topa, ağırlığına eşit büyüklükte kaldırma kuvveti etki eder. III. Tahta top diğerlerinden daha fazla hacimde suyun yerini değiştirir.",Yalnız I,Yalnız II,Yalnız III,I ve II,II ve III,B
