id,subject_area,q,oa,ob,oc,od,oe,key
8e66718f-519b-5c99-bd43-7a81e0ad6797,MATEMATIK,"$a$, $b$ ve $c$ birer tam sayı olmak üzere, $a + a \cdot b - (b + c)$ sayılarından birinin tek sayı, diğerinin çift sayı olduğu biliniyor. Buna göre, I. $a$ tek sayıdır. II. $b$ çift sayıdır. III. $c$ çift sayıdır. ifadelerinden hangileri her zaman doğrudur?",Yalnız I,Yalnız II,I ve III,I ve II,II ve III,C
657b5a0e-d69f-5872-bf7c-087fb55b9cd5,FIZIK,"$+0,8$ diyoptri gözlük camının odak uzaklığı kaç m dir?","$0,4$ m","$0,8$ m",$1$ m,"$1,25$ m","$2,5$ m",D
9d9c1612-ca05-539c-90c1-3a77097712c8,MATEMATIK,Alkol oranı %25 olan alkol-su karışımının içerisinde 48 litre su bulunmaktadır. Buna göre karışımın içerisine 8 litre alkol ve 8 litre su eklendiğinde oluşan yeni karışımın su yüzdesi kaç olur?,60,64,70,72,80,B
ac47d1a5-b391-5fc0-8ea9-837ee937d2de,MATEMATIK,"a, b gerçel sayılar olmak üzere, $-a^2 \cdot b$, $a^2 + b^2$, $a^3 \cdot b^2$, $a^3 \cdot b$ ifadelerinden en fazla kaç tanesi aynı anda negatif bir sayıya eşit olabilir?",1,2,3,4,5,D
5037c0b8-2e87-56e7-9659-2cd13b3d1699,MATEMATIK,"Fidan ve Murat'ın birlikte yapacakları iş ile ilgili aşağıdaki bilgiler verilmiştir.
* Fidan normalde çalışması gereken hızın 3 katı, Murat ise normalde çalışması gereken hızın $\frac{2}{3}$ katı hızla çalışırsa iş 6 saatte,
* Fidan normalde çalışması gereken hızın $\frac{1}{2}$ katı, Murat ise normalde çalışması gereken hızın $\frac{3}{2}$ katı hızla çalışırsa iş 18 saatte bitmektedir.
Fidan bu işe başlayıp her saat sonunda hızını bir önceki hızının 2 katına çıkararak 4 saat çalışmış ve işi bırakmıştır.
Kalan işi Murat tamamladığına göre, bu iş toplam kaç saatte bitmiştir?",12 saat 40 dakika,13 saat,13 saat 20 dakika,13 saat 40 dakika,14 saat,C
97201e86-d755-54bf-b6d1-428edb139746,MATEMATIK,"$x$ ve $y$ birer tam sayı. $x+y-2$ ve $x-y+1$ aralarında asal. $(x-y+1)(x+y-2) = 36$ olduğuna göre, $x$ en çok kaç olabilir?",21,7,10,19,11,D
f3909a27-4b6e-5019-95ca-c8d64a11171d,MATEMATIK,"Gerçek sayılar kümesi üzerinde tanımlı ve limitli bir $f$ fonksiyonu,
$f(x) = \begin{cases} 3x+1, & x<a \\ 3-2x^2, & x=a \\ x^2-9, & x>a \end{cases}$
şeklinde tanımlıdır.
$\lim_{x \to a} f(x) / f(a)$
olduğuna göre, $a$ kaçtır?",-2,-1,\frac{1}{2},2,5,A
5114c705-b45b-5f92-9ec7-d9a1404fa980,MATEMATIK,$f(x) = \frac{x}{\sqrt{x}+\sqrt{x}}$ fonksiyonu için $f'(1)$ değeri kaçtır?,$\frac{3}{4\sqrt{2}}$,$\frac{1}{2\sqrt{2}}$,$\frac{1}{\sqrt{2}}$,$\frac{3}{\sqrt{2}}$,$\frac{1}{3\sqrt{2}}$,B
fcec2ae8-468a-5ab5-9f3f-68072159f339,TARIH,"Uygurlar, Moyen Çur'un ölümünden sonra Maniheizm dinini benimsemişlerdir.
Verilen bilgiden hareketle Uygur hangi yöneticileri zamanında Maniheizm dinini benimsemişlerdir?",Bögü Kağan,Bağa Tarkan,Bilge Kağan,Tapu Kağan,İstemî Kağan,A
e3246c7e-c6cd-5ef6-86bc-7f2fd105231e,MATEMATIK,$\frac{x-2}{x^2-2x} \ge 0$ eşitsizliğinin çözüm kümesi aşağıdakilerden hangisidir?,R,$\emptyset$,"$(2,\infty)$","$[2,\infty)$","$(- \infty, 2]$",C
