id,subject_area,q,oa,ob,oc,od,oe,key
b8c2c3f6-f5b2-59f0-828f-34e40baac500,MATEMATIK,"Bir $P(x)$ polinomunun $x$ ile bölümünden kalan 2 ve katsayılarının toplamı $-1$ dir. $P'(x)-Q(x)$ olduğuna göre, $\int_{0}^{1} Q(x) dx$ integralinin değeri kaçtır?",$-3$,$-2$,$-1$,2,3,A
632dcef2-41f3-5c37-a062-da860f22f804,FIZIK,"Kürşat, güneşli bir günde gözlüğünü çıkarıp güneş altında tuttuğunda gözlükten geçen ışınların bir noktada toplanarak bir gazete kağıdını tutuşturduğunu gözlemliyor.
Buna göre,
I. Kürşat'ın göz kusuru miyopluktur.
II. Kürşat'ın göz kusuru hipermetropluktur.
III. Kürşat'ın gözlüğünde kalın kenarlı mercekler kullanılmıştır.
yargılarından hangileri doğrudur?",Yalnız I,Yalnız II,Yalnız III,I ve III,II ve III,B
bb975ba7-4ae6-5b03-965a-68dd0f2cd89f,BIYOLOJI,"Hücrelerin bölünmesiyle ilgili, aşağıda verilen özelliklerden hangisi, sadece mayoz bölünmeye özgüdür?",Karyokinezin görülmesi,Kromatitlerin birbirinden ayrılması,Sitokinezin görülmesi,Çekirdek zarının erimesi,Tetratların meydana gelmesi,E
75bbe7a5-8447-51b5-917e-90ee002eb377,MATEMATIK,"Bir işyerinde $x$ TL ve $y$ TL maaş alan iki farklı işçi grubuna,
• 5000 TL zam
• %20 zam
olmak üzere iki farklı tercih sunuluyor.
$x$ TL maaş alanlar 5000 TL zammı, $y$ TL maaş alanlar ise %20 zam oranını tercih ettiğine göre, $x$ ile $y$ arasındaki bağıntı aşağıdakilerden hangisidir?",$y < 20000 < x$,$y < 25000 < x$,$x < 25000 < y$,$x < 20000 < y$,$y < 50000 < x$,D
ed87b39b-f452-5293-8f05-71d45e48650d,MATEMATIK,"Soner'in $x$ tane $20$ TL'lik banknotu, $x+1$ tane $50$ TL'lik banknotu ve $x-4$ tane $100$ TL'lik banknotu vardır. Soner'in toplam $840$ TL'si olduğuna göre, $x$ kaçtır?",11,10,9,8,7,C
043d4956-01ab-5e86-a505-8e4fe5f5cfa1,MATEMATIK,log$_{2}\frac{1}{8}$ - log$_{3}27$ işleminin sonucu kaçtır?,-1,-9,9,-3,1/9,B
1d6bf942-6679-54d1-add5-055b36361784,MATEMATIK,"Bir mobilya atölyesinde çalışan usta, kalfa ve çırağın bir günde yaptıkları sandalye sayıları sırasıyla; U, K ve Ç olmak üzere,
U, K ve Ç için
$2 \cdot U = 3 \cdot Ç$ ve $4 \cdot Ç = 3 \cdot K$
eşitliği sağlanmaktadır.
Atölyede toplam günlük 46 sandalye yapıldığına göre, bir usta günlük kaç sandalye yapmaktadır?",27,24,18,16,12,B
1fbb19a4-50ea-5c60-a44b-2207b5b08ddb,FIZIK,"Taşma seviyesine kadar dolu olan bir kaba K cismi bırakıldığında şekildeki gibi dengede kalıyor. Buna göre, I. Taşan sıvının ağırlığı, kaldırma kuvvetinin büyüklüğüne eşittir. II. Kaldırma kuvvetinin büyüklüğü, cismin ağırlığına eşittir. III. Taşırma kabı ağırlaşmıştır. yargılarından hangileri yanlıştır?",Yalnız II,I ve II,I ve III,II ve III,"I, II ve III",A
61afac15-6d39-51f8-87aa-0d637cfd813a,MATEMATIK,"Dört basamaklı $abcd$ sayısı $ab$ ve $cd$ olmak üzere ikiye ayrılır. Eğer $ab$, $ba$, $cd$ ve $dc$ sayıları birer asal sayı ise $abcd$ sayısına karatal sayı denir.
$x37x$ sayısı bir karatal sayı olduğuna göre, $x$'in alabileceği farklı değerlerin toplamı kaçtır?",1,8,9,10,17,A
8e1a1ea5-f384-51ae-839e-aadb19cc5847,MATEMATIK,"Bir operatör şirketiyle sözleşme imzalayan Işıl 27 ay bu operatörde kalacağını kabul etmiştir. Sözleşmedeki bir madde aşağıdaki gibidir: ""Müşteri sözleşmeden bitmeden önce şirketle ilişiğini kesmek isterse, şirketten hizmet aldığı her ay için 19 TL cayma bedeli ya da ilişiğini kesmek istediği tarihten sonra sözleşme bitimine kalan her ay için 35 TL cayma bedeli ödenecektir. Bu iki cayma bedelinden hangisi müşterinin lehine ise müşteri onu şirkete ödemekle yükümlüdür."" Buna göre, Işıl bu operatörden en çok kaç ay hizmet aldıktan sonra şirketle ilişiğini kesecek olursa yukarıdaki sözleşme maddesinde ilk belirtilen cayma bedelini öder?",13,15,17,19,21,C
