id,subject_area,q,oa,ob,oc,od,oe,key
9ad2b48f-3ac4-5cbc-84d3-49a36de8aaca,MATEMATIK,İşleminin sonucu kaçtır? $\frac{1905}{1907} - \frac{1}{3} \cdot \frac{1903}{1907} - \frac{1}{3}$,$\frac{1}{2}$,1,2,$\frac{5}{2}$,$\frac{7}{2}$,A
8d32a37e-dfba-59dc-83d7-1f5d83ca6176,MATEMATIK,"Dik koordinat düzleminde bir köşesi orijinde olan bir üçgenin, ağırlık merkezi $(0,6)$ noktası, diklik merkezi ise $(0,8)$ noktasıdır. Buna göre, bu üçgenin alanı kaç birimkaredir?",18,21,24,27,30,D
40c70a64-931b-559e-8c2a-72465caea6fe,MATEMATIK,"$(f-g)$ fonksiyonu $x=4$ noktasında süreklidir. Buna göre, $\lim_{x \to 4^-} f(x) = a$, $\lim_{x \to 4^+} g(x) = b$ olduğuna göre, $\lim_{x \to 4^-} g(x) - \lim_{x \to 4^+} f(x)$ ifadesinin değeri aşağıdakilerden hangisidir?",$a \cdot b$,$a-b$,$b-a$,$a+b$,$1$,C
1b045606-0780-51e5-9b1c-225272b72486,MATEMATIK,"$f(x) = -x^2 + 2ax + 3 - 3a$ fonksiyonu veriliyor.
Bütün $x$ gerçek sayıları için $f(x) < 1$ olduğuna göre, $a$ nın en geniş değer aralığı aşağıdakilerden hangisidir?","$(-2, 1)$","$(-1, 2)$","$(1, 2)$","$(0, 1)$","$(2, 3)$",E
210dc20b-4ad5-5aaf-af14-0c3676e2b06a,MATEMATIK,"Sadece hafta içi günlerde açık olan bir işyerinde 30 kişi çalışmaktadır. Normal çalışma süresinin 8 saat olduğu bu işyerinde çalışanlar hafta içi bir gün 1 saat başka bir gün de 2 saat fazladan çalışmak zorundadır. Pazartesi, salı, çarşamba ve perşembe günleri işçilerin fazladan çalışma süreleri toplamı sırasıyla 17, 23, 17 ve 22 saattir. Buna göre, bu işyerinde cuma günü fazladan 2 saat çalışan işçi sayısı en çok kaçtır?",8,7,6,5,4,C
76e6413c-cefa-568f-95eb-40c4269c6792,TARIH,"Osmanlı Devleti'ndeki; I. Kanun-ı Esasi'nin ilan edilmesi, II. Avrupa'dan ceza ve ticaret kanunlarının alınması, III. Nizamiye Mahkemelerinin açılması gelişmelerinden hangilerinin hukukun çağdaşlaştırılmasına yönelik olduğu söylenebilir?",Yalnız I,Yalnız III,I ve II,II ve III,"I, II ve III",E
85c72ddc-7e5d-5060-b567-f4cd704be042,MATEMATIK,"$f: [0, 1] \to [2, 6]$ fonksiyonu süreklidir. $\int_{0}^{1} f(x) dx = A$ olduğuna göre, $A$'nın alabileceği farklı tam sayı değerlerinin toplamı kaçtır?",20,18,16,14,12,A
699ec878-cc04-5172-bf7a-b82e6769cbda,MATEMATIK,$27^{2x-3} = \frac{1}{3^9}$ eşitliğini sağlayan $x$ kaçtır?,-3,-2,-1,0,3,D
6b7ea53e-17b7-5ed1-a25a-dbf0bded814c,MATEMATIK,"$x^2$ çift bir sayıdır. Buna göre, I. $x$ çift sayıdır. II. $x-3$ toplamı tek sayıdır. III. $x^2+5$ toplamı tek sayıdır. ifadelerinden hangileri daima doğrudur?",Yalnız I,Yalnız II,Yalnız III,I ve II,I ve III,A
54029bb2-b4e7-503f-a1b7-6d8783add6c8,COGRAFYA,"Bir araştırmacı ülkenin nüfus piramidini incelerken son 15 yıllık süreçte taban kısmının daraldığını görmüştür. Bu ülkenin 15 yıl önceki piramidi düzgün üçgen şeklindedir. Buna göre, bu ülke için aşağıdakilerden hangisi söylenemez?",Birincil ekonomik faaliyette çalışanların arttığı,Doğum oranının azaldığı,Nüfus artış hızının azaldığı,Gelişmekte olduğu,Sağlık hizmetlerinin iyileştiği,A
f05dda3b-f6ae-5a04-980c-a76d6fae6d0f,MATEMATIK,"$x+2y = \frac{\pi}{6}$ olmak üzere, $(\sin x - \cos(2y))^2 + (\sin(2y) + \cos x)^2$ ifadesinin eşitî kaçtır?",$\frac{1}{2}$,$\frac{3}{2}$,2,3,4,B
c23027f6-7ae7-5b66-9104-ca97279a242a,MATEMATIK,$\lim_{x \to 3} \frac{|x^2 - 9|}{x - 3} + x$ limitinin değeri kaçtır?,-3,-2,-1,0,2,D
43f522fe-4f8b-50f9-b83f-fbe93ed25334,KIMYA,"$1$ mol asetilen bileşiğine $1$ mol $HCl$ katılması oluşan $X$ bileşiği ile ilgili,
I. IUPAC adı kloro etendir.
II. $HCl$ katılması sonucu $1,1$-dikloro etan bileşiği elde edilir.
III. Polimerleşme tepkimesi sonucunda polivinil klorür oluşur.
ifadelerinden hangileri doğrudur?",Yalnız II,I ve II,I ve III,II ve III,"I, II ve III",C
529a702d-f526-5567-a81e-ca4c8eded1a1,MATEMATIK,"$k$ gerçel sayı olmak üzere, $f(x) = x^2 + x + k$ ve $g(x) = -x^2 + 2x + k$ eğrilerinin sınırladığı bölgenin alanı kaç birimkaredir?",$\frac{1}{6}$,$\frac{1}{9}$,$\frac{1}{12}$,$\frac{1}{18}$,$\frac{1}{24}$,C
c51179b4-bfa5-5865-8bdf-94b8924b7e84,TURKCE,"Ders programlarında yer alan hedef davranışların kazandırılmasında yöntem; öğrenci özellikleri, öğretmen vb. faktör-lerin önemli yeri olsa da öğrencilerin temel kavramlarda ya-nılgılarının olması ve yeterli düzeyde bu konuda eğitim ve-rilememesi, öğrencinin bilgiyi transfer etmesinde ve kazan-ması gereken temel davranışları kazanmasında olumsuz-luklar doğuracağı açıktır. Kavramların konuların temelini oluşturduğu dikkate alındığında oluşacak kavram yanılgı-larının öğrenci başarısını önemli ölçüde etkileyeceği açık-tır.

Bu parçaya göre öğrenci başarısızlığının asıl nedeni aşağıdakilerden hangisidir?",Derse ait kavramların yanlış öğrenilmiş olması,Öğretim hedeflerine ulaşılamamış olması,Öğrencilerin konuları bütün yönleriyle kavrayamamış olması,Konulara ait temel kavramların yeterince kavranmamış olması,Eğitimcilerin yöntem hataları yapmış olması,D
8ddc4974-f9e3-57ba-82e5-86cb9eb9f811,TARIH,Misak-ı Millî kararlarının aşağıdaki sorunlardan hangisine açıklık getirdiği söylenemez?,Boğazlar,Azınlıklar,Kapitülasyonlar,Arapların durumu,Yabancı Okullar,E
91e85099-8395-5365-86d9-abfbe214d666,MATEMATIK,"$a>1$'den farklı pozitif gerçek sayı olmak üzere, $f$ ve $g$ fonksiyonları $f(x)=\log_a x$ ve $g(x)=a^x$ biçiminde tanımlıdır. $f(x)=g(x)$ eşitliğini sağlayan bir $x$ değeri $k$ olduğuna göre, $\frac{(\text{fog})(k)}{g(k)}$ sonucu kaçtır?",2,1,0,$k$,$k^2$,B
ab8207bd-0645-5ab0-abdb-ea62fa951e48,MATEMATIK,"Bir şarküteri, açılışa özel çam balında etiket fiyatı üzerinden %10 indirim yapıyor. Bu şarküteri 2 kilo gambalı alan müşteriye 1 kilo çam balını hediye ediyor.

Şarküteri bu satıştan %25 zarar ettiğine göre, 1 kg çam balının etiket fiyatı yüzde kaç kârla belirlenmiştir?",10,15,20,25,30,C
f4ad6fef-6ee2-5b37-9579-3447752cce8c,FIZIK,"Temel büyüklüklerden çıkarılmış, temel büyüklüklere bağlı değerleri ifade eden büyüklüklere türetilmiş büyüklük denir.
Buna göre aşağıdakilerden hangisi türetilmiş büyüklüktür?",Kütle,Direnç,Uzunluk,Zaman,Sıcaklık,B
01908cda-4771-5292-a453-8fbe387b77c6,KIMYA,"Sadece $CH_3CHO$ ile $CH_3COCH_3$ karbonil bileşiklerini içeren 40 g'lık karışımın yeterince Tollens ayracı ($AgNO_3$ sulu çözeltisi ve $NH_3$ sulu çözeltisinin karışımı) ile tepkimeye girmesi sağlanıyor. Tepkimede 1 mol karbonil bileşiğinden 2 mol Ag katısı oluştuğu biliniyor. %100 verimle gerçekleşen tepkime sonucu 108 g Ag katısı elde ediliyor.
Buna göre;
I. Karışımdaki bileşikler birbirinin yapı izomeridir.
II. Tepkime sonucu oluşan organik bileşik $CH_3COOH$'dır.
III. Karışımdaki $CH_3COCH_3$ bileşiğinin kütlesi 18 g'dır.
ifadelerinden hangileri doğrudur?
($CH_3CHO = 44 \text{ g/mol}$, $CH_3COCH_3 = 58 \text{ g/mol}$, $Ag = 108 \text{ g/mol}$)",Yalnız I,Yalnız II,I ve II,II ve III,"I, II ve III",D
0a36e57e-50a9-5333-a91d-3130391b3d7b,TURKCE,"(I) Bostancı'dan Adalar'a martılar eşliğinde yapılacak vapur yolculuğu, çocuklarınızın kalbini fethedebilirsiniz. (II) Kadıköy'ün çok sevdiği Burgazada sokaklarında gezinirken çocuğunuza Sait Faik öyküleri anlatabilir, Büyükada'da fayton ya da bisiklet turu yapabilir. Heybeliada kırlarında mimoza toplayabilirsiniz. (III) İstanbul'da çocuğunuza unutulmaz anlar yaşatabilecek bir diğer güzergâh ise Haliç kıyıları. (IV) Eyüp Sultan Camii civarındaki tarihî dükkânlarda satılan nostaljik oyuncaklara çocuklarınız bayılacak: bez bebekler, teneke otomobiller, topaçlar ve daha neler... (V) Kâğıt helva, uçan balon ve pamuk şekeri satıcılarının gezindiği meydanda cuma günleri öğle saatlerinde yapılan mehter gösterisi de cabası. Bu parçadaki numaralanmış cümlelerle ilgili aşağıdakilerden hangisi söylenemez?",I. cümlede vasıta eki almış bir sözcüğe yer verilmiştir.,II. cümlede isim çekim eki almış birden çok sözcük vardır.,III. cümlede birden çok sözcükte durum eki vardır.,IV. cümlede eklendiği sözcüğe eşitlik anlamı katan bir ek kullanılmıştır.,V. cümlede üçüncü tekil kişi iyelik eki almış birden çok sözcüğe yer verilmiştir.,D
853784f1-ffe6-57cd-8ef1-c09f6e29b54c,MATEMATIK,"İki kapısı bulunan bir alışveriş merkezinin birinci kapısının önünde Mavi ve Kırmızı isimli 2 otopark, ikinci kapısının önünde Sarı, Turuncu ve Yeşil isimli 3 otopark bulunmaktadır. Bu alışveriş merkezine gelen Kartal, kapılardan rastgele birinin önüne gelip o kapının önündeki otoparklardan rastgele birine arabasını park ederek alışveriş merkezine girmiştir. Kartal, alışveriş merkezinden çıkarken arabasını hangi otoparka park ettiğini ve alışveriş merkezine hangi kapıdan girdiğini unuttuğu için kapıların rastgele birinden çıkıp o kapının önündeki otoparklardan rastgele birine arabasını aramıştır. Buna göre Kartal'ın, arabasını aradığı otoparkın arabasını park ettiği otopark olma olasılığı kaçtır?",1/5,5/24,6/25,7/36,11/48,B
2899b2e6-cf47-515d-b717-0af91ee89ee4,MATEMATIK,"Bir kırtasiyede aynı marka kalemden 5 adet ve üzeri alımlarda kalem başına %10 indirim yapılmaktadır. Bu kırtasiyeden aynı marka 4 kalem alan bir öğrenci, aynı marka kalemden 6 adet alan arkadaşına göre 3,5 TL daha az ödemiştir. Buna göre, 1 tane kalemin fiyatı kaç TL'dir?","2,5",3,"3,5",4,"4,5",C
2479dbfa-54e2-5c9f-afbe-175508c6350d,MATEMATIK,"$Z$ bir karmaşık sayı ve $\bar{Z}$ $Z$'nin eşleniği olmak üzere, $i \cdot Z+4=2 \cdot (1-\bar{Z})$ eşitliğini sağlayan $Z$ karmaşık sayısının sanal kısmı kaçtır?",$\frac{4}{3}$,1,$-\frac{1}{3}$,$-\frac{2}{3}$,-1,D
c22f3b56-43aa-5e6c-8373-f1993ee82cc5,MATEMATIK,"$\frac{x^2-mx}{x^2-4} \cdot \frac{x^2-9}{x^2-2x} : \frac{x-3}{x+3} = \frac{x-5}{x-2}$ olduğuna göre, $m-n$ değeri kaçtır?",33,37,-37,-35,34,A
6d08520e-c7ff-5d3c-93a5-ebb10f245b4b,GEOMETRI,"Dik koordinat düzleminde $A(-a, -b)$ noktasının y-eksenine göre simetriği olan nokta II. bölgede olduğuna göre, $B(b, -a)$ noktasının x-eksenine göre simetriği olan nokta hangi bölgededir?",I. bölge,II. bölge,III. bölge,IV. bölge,Orijindir.,C
d66bc417-ca44-519e-8b1f-22ec6d76b998,MATEMATIK,"Her yarışmacının tek başına yarıştığı bir bilgi yarışmasında yarışmacılara her turda 1 soru soruluyor. Soruyu yanlış cevaplayan yarışmacı elenirken, soruyu doğru cevaplayan yarışmacı bir üst tura çıkıyor.
15 sorunun sorulduğu bu yarışmaya katılan 17 yarışmacıdan tüm sorulara 1 yarışmacı doğru cevap verirken 3 yarışmacı aynı turda, geriye kalan yarışmacıların her biri farklı bir turda eleniyor.
Bu 17 yarışmacıya sorulan toplam soru sayısı 136 olduğuna göre, kaçıncı turda 3 yarışmacı elenmiştir?",4,5,6,7,8,C
7bc9ad47-5737-56db-b228-51ddcbeea76f,MATEMATIK,"İki adet kalem pil ile ilgili olarak;
* Sadece oyun konsoluna takılıp kullanıldığında 18 saat kullanılabildiği
* Sadece oyuncak arabaya takılıp kullanıldığında 15 saat kullanılabildiği
* Sadece duvar saatine takılıp kullanıldığında 72 saat kullanılabildiği
bilgileri veriliyor.

Hiç kullanılmamış olan iki adet kalem pil ilk olarak duvar saatine takıldıktan 30 saat sonra çıkarılıp oyun konsoluna takılıyor. Oyun konsolu ile 6 saat oyun oynandıktan sonra ise oyuncak arabaya takılıyor.

Buna göre pilin kalan kısmı oyuncak arabayı en fazla kaç dakika çalıştırır?",195,210,225,260,275,B
a8f22116-dd47-56a7-b95d-b6cb917600f6,FIZIK,"Aşağıdakilerden hangisi aynı fazlı, aynı periyotlu $\lambda$ dalga boylu dalgalar üreten iki noktasal kaynağın sabit derinlikli leğende oluşturduğu girişim çizgilerinin özelliklerinden değildir?",Merkez doğrusu simetrik ve eşit sayıdadır.,Kaynakların üzerinde ve dışında gözlenmez.,Kaynakları birleştiren doğru üzerinde peşpeşe gelen katar ve düğüm çizgileri arası uzaklık $\frac{\lambda}{4}$'tür.,Kaynakları birleştiren doğru üzerinde ardışık katar çizgileri arası uzaklık $\frac{\lambda}{2}$'dir.,Girişim çizgi sayısı $\lambda$ ile doğru orantılıdır.,E
270bc3d1-dae9-56d4-82ec-906661a34a6a,KIMYA,"Sulara sertlik veren iyonlar ile ilgili;
I. $+2$ yüklü iyonlardır.
II. Sabunun köpürmesini engeller.
III. Çaydanlık ve ısıtıcılarda kireç oluştururlar.
yargılarından hangileri doğrudur?",Yalnız I,Yalnız II,I ve II,I ve III,"I, II ve III",E
