id,subject_area,q,oa,ob,oc,od,oe,key
41fb9875-a694-5adf-8432-3342e38ab5e8,MATEMATIK,"Gerçek sayılarda tanımlı $f$ fonksiyonu için $f(x^3+x) = x^2+1$ olduğuna göre, $f'(2)$ kaçtır?",$\frac{1}{2}$,$\frac{2}{3}$,1,2,$\frac{3}{2}$,A
c3a22799-661c-59ae-b31e-6b057afd70d0,TURKCE,Aşağıdaki cümlelerin hangisinde altı çizili sözcüğün yazımında yanlışlık yapılmıştır?,"Babam, ailemizin iç işlerine kimseyi karıştırmaz; son sözü anneme söylemesini isterdi.",Hafta içi yapılan tüm görüşmelerden sonuç çıkmayınca proje rafa kaldırıldı.,"Yaz ayları gelince beyaz ipek pantolon, kavun içi ipek gömlek giyinmekten vazgeçemezdi.",Hizmet içi eğitim programları personelin eğitim ihtiyacına göre hazırlanır.,Yeni uygulama sayesinde çevrim içi olup olmadığınızı kontrol edebiliyoruz.,A
8b5910b3-3403-5384-815e-db4e91179b8d,KIMYA,"$_{12}^{A}X$ ile $_{Y}^{22}Y$ element atomları birbirinin izotonudur. Buna göre $_{12}^{A}X$ element atomuyla ilgili, I. Kütle numarası (A) 23'tür. II. $_{12}^{26}X$ ile birbirinin izotopudur. III. $Y^{2-}$ ile izoelektroniktir. ifadelerinden hangileri doğrudur?",Yalnız I,Yalnız II,I ve III,II ve III,"I, II ve III",B
aab2c678-f4bd-5d95-b123-9a31bb4ceb54,MATEMATIK,"$2 < x < 10$ ve $-1 < y < 4$ olduğuna göre, $x \cdot y$ çarpımının değer aralığını bulunuz.",$1 < x \cdot y < 40$,$2 < x \cdot y < 35$,$10 < x \cdot y < 40$,$1 < x \cdot y < 49$,$27 < x \cdot y < 5$,A
dccc9926-f8c3-5072-bfc8-88bb744426b2,MATEMATIK,"$y=(x^2+1)^5$ olduğuna göre, $\frac{dy}{dx}$ aşağıdakilerden hangisidir?",$10 \cdot (x^2+1)^4$,$10 \cdot (x^2+1)^5$,$20x \cdot (x^2+1)^4$,$20 \cdot (x^2+1)^5$,$10x \cdot (x^2+1)^4$,E
e41ee13c-3312-5914-902e-cd8bb01e4572,MATEMATIK,"$x^2-a-9=0$ denkleminin sadece bir kökü $(1,3)$ aralığında olduğuna göre, $a$ tam sayısı kaç farklı değer alabilir?",1,3,5,7,9,D
0b3617c2-0729-505c-9bec-3e8719801b65,MATEMATIK,"Ayla, Burcu, Ceren ve Deniz adlı dört arkadaş birlikte tatile çıkacaktır. Ayla tatildeki günlerin tamamının güneşli, Burcu tamamının yağmurlu, Ceren tamamının bulutlu ve Deniz tamamının açık olacağını tahmin etmektedir. Burcu ve Ceren'den birinin doğru tahmin ettiği gün sayısı, Ayla'nın doğru tahmin ettiği gün sayısından %25 fazla, Deniz'in doğru tahmin ettiği gün sayısı Ayla'nın doğru tahmin ettiği gün sayısından %50 fazladır. Farklı kişilerin doğru tahmin ettiği günler tamamen farklı olduğuna göre, tatil en az kaç gündür?",16,20,30,36,40,E
5318755c-fdf8-5254-970d-08887f17602b,MATEMATIK,"Ayşe Hanım'ın evine gelen dört misafiri ikişerli ikişerli iki şe kersiz kahve içmek istemiştir. Misafirlerin ikisi dört kahve hazırlayan Ayşe Hanım, bir kahveleri bir tepsiye koymuştur. Hangi kahvelerin şekerli hangilerinin şekersiz olduğu unutulan Ayşe Hanım, kahveleri misafirlerine rastgele ikram etmiştir. Buna göre; Ayşe Hanım'ın iki misafirine doğru, iki misafi rine yanlış kahve ikram etmiş olma olasılığı kaçtır?",$\frac{1}{2}$,$\frac{2}{3}$,$\frac{3}{4}$,$\frac{5}{6}$,$\frac{11}{12}$,D
75c9c1e3-d9cf-5ef4-b3ea-ec7b617ad5d8,KIMYA,Nötr izoton atomlarda aşağıdakilerden hangisi eşit olmak zorundadır?,Proton,Nötron,Elektron,Nükleon,Kütle numarası,B
2264dacf-c3d1-5167-aeb6-3bea1fa4cea6,FIZIK,"Elektromanyetik dalgalarla ilgili ifade edilen
I. gözle görülebilme,
II. canlılara zarar verme,
III. yayılmaları için maddesel ortama gereksinim duymama
özelliklerinden hangileri tüm elektromanyetik dalgalar için ortaktır?",Yalnız I,Yalnız II,Yalnız III,I ve II,II ve III,C
471f5f99-3811-5595-b8f8-da59a6a82447,MATEMATIK,"Aynı okulda çalışan öğretmenlerden Azra, Ebru, Müge ve Zuhal'in branşları biyoloji, fizik, kimya, müzik ve resimdir.
Bu öğretmenlerin branşları hakkında aşağıdaki bilgiler verilmiştir.
• Derya veya Müge'den biri fizik öğretmenidir.
• Müge veya Ebru'dan biri kimya öğretmenidir.
• Ebru veya Zuhal'den biri resim öğretmenidir.
• Zuhal veya Azra'dan biri müzik öğretmenidir.
• Azra veya Müge'den biri fizik öğretmenidir.
Buna göre, biyoloji öğretmeni aşağıdakilerden hangisidir?",Azra,Derya,Ebru,Müge,Zuhal,B
a5e2ba4b-8acd-5b2b-bc1d-52a07b2db46f,MATEMATIK,"$P(x) = 3x^2 - 6x + 5$ polinomunun $P(x)$ polinomuna bölümünden kalan $-7$'dir. Buna göre, $a$'nın alabileceği değerler çarpımı kaçtır?",-1,-3,-4,-6,-8,E
7b05d2ac-6096-5e83-b9a4-ba05afa3fca3,MATEMATIK,$\int_0^8 \sqrt{144-x^2} - \sqrt[3]{x} dx$ ifadesinin değeri kaçtır?,$12\pi$,$15\pi$,$24\pi$,$72\pi$,$144\pi$,D
2119c6a4-350b-53a8-b5c3-ff2b9103dea7,FIZIK,"Ses kaynağından çıkan ses dalgaları katı bir yüzeye çarptığında ses dalgalarının bir kısmı yüzey tarafından soğurulur, bir kısmı iletilir, bir kısmı da yüzey tarafından yansıtılır.
Buna göre, aşağıdakilerden hangisi sesin soğurulmasına sonucudur?",Kar yağdığında ortamın daha sessiz olması,Yan odadan TV sesinin duyulması,Şimşek görüldükten sonra gök gürültüsünün duyulması,Boş odada sesin yankılanması,Hava sıcaklığının yükselmesi ile sesin daha hızlı iletilmesi,A
6ebaacf3-e3fb-5bf8-9d8b-9c26f4f88c8c,MATEMATIK,"$(a_n)$ dizisi
$a_n = \begin{cases} \frac{3n-24}{n}, & n < 10 \text{ ise} \\ \frac{2n-24}{n-2}, & n > 10 \text{ ise} \end{cases}$
şeklinde tanımlıdır.
$(a_n)$ dizisinin kaç terimi doğal sayıdır?",1,2,3,4,5,D
ba494fa0-dda6-5ac6-aea2-a6ef1fe37ef5,MATEMATIK,"Gerçek sayılar kümesi üzerinde türevlenebilen bir $f$ fonksiyonu için $d(x \cdot f(x)) = (x+1) dx$ eşitliği veriliyor. $f(1) = 3$ olduğuna göre, $f'(1)$ değeri kaçtır?",-3,-2,-1,0,1,D
6163188d-4bf5-5dfb-a22a-7b4212f7d550,KIMYA,"Katman elektron dizilimi verilen X, Y ve Z elementleri ile ilgili, 
I. 1. iyonlaşma enerjisi en büyük olan hangisidir? 
II. 2. iyonlaşma enerjisi en büyük olan hangisidir? 
sorularının cevapları aşağıdakilerden hangisinde doğru verilmiştir? 
X: 2-8-1 
Y: 2-8-5 
Z: 2-8-6","Y, X","X, Z","Z, Y","Y, Z","Z, X",C
