id,subject_area,q,oa,ob,oc,od,oe,key
a8275c9b-517d-506d-b198-bc7e81221705,MATEMATIK,"$0 < x < \frac{\pi}{2}$ olmak üzere, $\sec x \cdot \tan x \cdot (1 - \sin x) = \frac{1}{4}$ olduğuna göre, $\csc x$ değeri kaçtır?",$\frac{3}{2}$,2,$\frac{5}{2}$,3,$\frac{7}{2}$,B
6622c8f1-f545-55c9-b0f0-855c77935558,FIZIK,Aşağıdakilerden hangisi röntgen ve tomografi görüntüleme teknolojilerinin ortak özelliğidir?,Mekanik dalgalar kullanılır.,Ses dalgaları kullanılır.,Yüksek manyetik alandan yararlanılır.,X-ışınları kullanılır.,İnsan vücuduna zararsızdır.,D
35d3b090-20da-5236-9de4-367ba16d54f1,MATEMATIK,"Her $a$ gerçek sayısı için $f(a) \neq g(a)$ olmak üzere, gerçek sayılarda türevlenebilir $f$ ve $g$ fonksiyonları için
$h(x) = \frac{f(x)}{f(x)-g(x)}$
biçiminde bir $h$ fonksiyonu tanımlanıyor.
$f(3)=1$, $f'(3)=2$, $g(3)=-2$, $g'(3)=-1$
olduğuna göre, $h'(3)$ değeri kaçtır?",-2,-1,$1$,$\frac{1}{3}$,$\frac{1}{2}$,E
626289ad-2bfe-5d75-98e0-4925eff1b3e7,MATEMATIK,"Yukarıda verilen yeşil renkli karton, kendi içlerinde eşit bölmelendirilmiş iki farklı cetvel ile aşağıdaki gibi ölçülüyor. Buna göre, 1. ölçümün yapıldığı cetveldeki m nin pozitif değeri kaçtır?",$\sqrt{7}-1$,$\sqrt{7}+1$,$\sqrt{13}-1$,$\sqrt{13}+1$,$\sqrt{13}+2$,B
c216ca0d-1104-586a-af04-a82960b16659,MATEMATIK,"$[x]$ ifadesi $x$ gerçek sayısının tam kısmı atıldıktan sonra elde edilen sayıdır. Örneğin: $[2,6] = 0,6$, $[0,8] = 0,8$, $[2] = 0$. $f: \mathbb{R} \to \mathbb{R}$ olmak üzere, her $x$ gerçek sayısı için $f(x) = x - [x]$ eşitliği veriliyor. Buna göre, $f(1,24)$ kaçtır?","0,01","0,12","0,24","1,12","1,24",C
97464764-8d76-5650-8f00-7b16a3d509e5,MATEMATIK,"Bir topluluktaki kişiler her grupta $7$ kadın ve $8$ erkek olacak şekilde gruplara ayrılmak istendiğinde son oluşturulan gruba $6$ erkek ve $4$ kadın kalmaktadır. Gruplar $6$ kadın ve $7$ erkekten oluşsaydı açıkta hiç kimse kalmayacaktı.
Buna göre, bu topluluktaki kadın sayısı kaçtır?",72,60,54,48,42,C
0c1806b4-663b-5566-93e4-6aade46534d4,EDEBIYAT,72. Koğuş adlı roman türündeki eseriyle de bilinen yazar için aşağıda verilenlerden hangisi yanlıştır?,"İlk başlarda hece ölçüsüyle şiirler yazar, daha sonra öykü ve roman türlerine yönelir.",Hem Anadolu hem de şehir hayatı eserlerinde önemli yer tutar.,Eserlerinde sanayileşme ve sanayileşmenin yol açtığı olumsuzlukları sorgular.,Eserlerinin konularını Çankırı-Çorum dolaylarından ve tarihten seçer. Orta Anadolu'nun köy ve kasabaları bu anlamda ön plana çıkar.,"İstanbul'a yerleştikten sonra İstanbul'un yoksul kesimlerini, kente göç eden mutsuz insanları eserlerinde işler.",C
688051ae-3d56-5e0d-8d87-878885fe4a68,MATEMATIK,"Bir halı işleme ustasının yaptığı motif çeşitleri için harcadığı süreler aşağıdaki gibidir:
* Sandık motifi için harcadığı süre su yolu motifi için harcadığı sürenin 1,5 katı.
* Su yolu motifi için harcadığı süre yıldız motifi için harcadığı sürenin 2 katı kadardır.
Buna göre, usta 3 sandık ve 3 yıldız motiften oluşan halıyı işlemek için harcadığı sürede kaç tane su yolu motifi işlerdi?",5,6,8,9,12,D
9db1a118-a777-5042-b4b1-136150aabafb,MATEMATIK,"$a, b$ ve $c$ sıfırdan farklı reel sayılardır.
I. $f(x) = x^3 + ax^2 + bx + c$ fonksiyonunun iki tane ekstremum noktası vardır.
II. $g(x) = (c - 3b)x^3 + bx^2 + 4cx + b$ fonksiyonunun bir tane ekstremum noktası vardır.
III. $h(x) = \frac{x^3}{3} - \frac{ax^2}{2} - \frac{cx}{2} - \frac{a}{4}$ fonksiyonunun ekstremum noktası yoktur.
İfadelerinden hangileri doğrudur?",Yalnız I,II ve III,Yalnız II,I ve II,I ve III,A
e73478b1-02cd-54fb-801a-9246cf9b5104,KIMYA,$_{33}^{75}X$ ve $_{33}^{76}X$ atomları ile ilgili aşağıdakilerden hangisi yanlıştır?,Nükleon sayıları aynıdır.,Atom numaraları aynıdır.,İzotop atomlardır.,Kimyasal özellikleri aynıdır.,Fiziksel özellikleri farklıdır.,A
ced819a1-046b-50fa-bcc1-2c1cf9ade0ca,KIMYA,"Oda sıcaklığında 1 molar 200 mL NaOH çözeltisi ile x molar 300 mL HBr çözeltisi karıştırılıyor. Karışımın pH değeri 13 olduğuna göre, x kaçtır?","0,1","0,3","0,5",1,"1,5",C
f6556133-7d5a-543e-9341-e39f0af7588a,MATEMATIK,"Gerçel sayılarda tanımlı $f$ ve $g$ fonksiyonları
$f(x) = (x^2+1) \cdot (x^2+x+1)$
$g(x) = (x^2-x) \cdot (x^2-x+1)$
biçiminde tanımlanıyor.
Buna göre, $(f-g)'(-1)$ ifadesinin değeri kaçtır?",-12,-11,1,11,12,E
fb05b42d-51ea-5417-9a2f-82328008737c,MATEMATIK,"Gerçek sayılar kümesi üzerinde tanımlı bir $f$ fonksiyonu her $x$ ve $y$ gerçek sayısı için $f(x+y) = f(x) \cdot f(y)$ eşitliğini sağlamaktadır. $f(1) = 3$ olduğuna göre, $f(5)$ değeri kaçtır?",$3^3$,$3^4$,$3^5$,$3^6$,$3^7$,C
5b52ab5b-9111-5314-8890-3529215d1bef,MATEMATIK,"$a$ ve $b$ gerçel sayıları için $a^3<a<0$ $b-4=3a$ ifadeleri veriliyor. Buna göre, $b$'nin alabileceği en büyük tam sayı değeri kaçtır?",-1,0,1,2,3,D
dcdd7523-3c2b-5ce0-b496-740966f07992,MATEMATIK,"$(a_n) = ((3x-2)n+7)$ dizisi, ortak farkı 13 olan bir aritmetik dizi olduğuna göre, $x$ kaçtır?",2,4,5,6,7,C
16edc5ff-d765-54fb-a349-468b852c5683,MATEMATIK,"Yiğit bir işi tek başına 9 saatte, Yağız ise aynı işi tek başına 18 saatte yapabilmektedir. Yiğit ve Yağız birlikte aynı işin tamamını kaç saatte yapar?",5,6,8,9,10,B
29610690-e081-5b89-bde8-2b171da97fd9,MATEMATIK,$abx^2 + (a^2 + b^2)x + ab$ ifadesinin çarpanlarına ayrılmış hali aşağıdakilerden hangisidir?,$(ax + b)(bx + 1)$,$(abx + 1)(x + ab)$,$(ax + b)(bx + a)$,$(abx - 1)(x - ab)$,$(a - b)(x + a + b)x$,C
dabe648c-fbd6-5326-acb4-8807b23496db,MATEMATIK,"$a$ bir tam sayı olmak üzere, $x^2 + 3ax + 2a = 0$ denkleminin kökleri $x_1$ ve $x_2$'dir. $x_1$ ve $x_2$ arasında, $x_1^2 + x_2^2 + x_1 \cdot x_2 = 32$ bağıntısı bulunduğuna göre, $a$ sayısının değeri kaçtır?",-2,-1,0,1,2,A
88e4202c-2487-53d2-94a5-eb8139648ce7,KIMYA,"Bir kömür örneği yakıldığında $CO_2$, $H_2O$, $SO_2$ ve $N_2O_5$ gazlarının oluştuğu, yanma sonucu kalan külde de başlıca $CaO$ gibi metal oksitlerin oluştuğu belirlenmiştir. Buna göre, I. Bu kömürün yakıt olarak kullanılması, asit yağmuru oluşumunda etkilidir. II. Oluşan gazlar suda çözündüğünde suyun pH değerini artırır. III. Oluşan küldeki metal oksitler sulu ortamda bazik özellik gösterir. ifadelerinden hangileri doğrudur?",Yalnız I,Yalnız II,I ve II,I ve III,"I, II ve III",D
63c3f071-d9dc-5530-9f60-f125e580d76d,EDEBIYAT,"Mustafa Efendi bir ilçe kaymakamlığına tayin edilerek İstanbul'dan ayrılırken kızı bir ressamla evlenmeye karar verir. Eşi üçten bir süre sonra ---, Asaf Paşa da bilinen bir konağın ağasıdır. Orada rahat bir hayata kavuşur. Hatta Fransızca öğrenir. Paşa'nın Avrupa'da resim öğrenimi görmüş olan oğlu ---, kızın türlü kılıklarla resmini yapar. Günün birinde iki genç birbirlerini severler.
Bu parçada boş bırakılan yerlere aşağıdakilerin hangisi sırasıyla getirilmelidir?",Mahpeyker - Ali Bey,Dilber - Celal Bey,Periveş - Bihruz Bey,Feride - Kâmran,Emine - Ahmet Celal,C
0787a368-b95d-5bd6-9e2d-98cebc7e12e2,FIZIK,"Aşağıdaki tabloda şehir gerilimi ile çalışan K, L ve M elektrikli ev aletlerinin güçleri ve günlük ortalama çalıştırma süreleri verilmiştir.
Bu ev aletleri, fişleri doğrudan şehir şebekesine bağlı olan prizlere takılarak kullanıldığında bir ayda harcadıkları ortalama elektrik enerjileri ($E_K$, $E_L$ ve $E_M$) arasındaki ilişki aşağıdakilerden hangisinde doğru olarak verilmiştir?",$E_K > E_M > E_L$,$E_M > E_K > E_L$,$E_M > E_L > E_K$,$E_K > E_L > E_M$,$E_L > E_K > E_M$,B
7c157631-4260-5bdf-8192-a0d3ee5c708f,FIZIK,"Bir cismin üzerinde bulunan noktaların hareketlerine göre, cismin öteleme, dönme ve titreşim hareketi yaptığı belirlenir.
Aşağıda günlük hayatta karşılaştığımız bazı olaylar belirtilmiştir.
I. Bir futbol topunun çimler üzerinde yuvarlandığındaki hareketi
II. Serinlemek için bir yelpazeyi salladığımızda yelpazenin hareketi
III. Bir davula vurduğumuzda davulun üzerindeki gergin derinin hareketi
Buna göre, öncüllerde belirtilen olayların hangilerinde titreşim hareketinden bahsedilebilir?",Yalnız II,Yalnız III,I ve II,II ve III,"I, II ve III",B
17d6ab91-8be2-59f7-8019-25d28b274e55,MATEMATIK,$f(x) = x^2 + 5x + 19$ fonksiyonunun üzerindeki bir noktanın koordinatları toplamının alabileceği en küçük değer kaçtır?,6,7,8,9,10,E
a63930ba-710a-5de8-bdbc-a06dee942d1d,MATEMATIK,"Tüm kitapların satış fiyatları aynı olan bir kitapçıda, satışları artırmak için iki tür kampanya yapılmıştır.
1. Kampanya: ""Ne alırsan %20 indirim""
2. Kampanya: ""Aldığın her 4 kitabın biri bedava""
Bu kitapçıdan alışveriş yapanlar tek seferde kampanyaların sadece birinden yararlanabilmektedir.
Tek seferde 20 tane kitap almak isteyen Başak,
1. kampanyadan yararlanırsa toplam 240 TL ödeyeceğini hesaplıyor.
Buna göre Başak 2. kampanyadan yararlanırsa kaç TL ödemesi gerekir?",175,180,200,210,225,E
91525f7c-3106-505c-8218-9190194bb7f1,MATEMATIK,İşleminin sonucu kaçtır? $\frac{(-8):(-2)+4}{12-6:3}+\frac{36:(-4)}{-2-1}$,-2,-1,1,2,3,B
adc0dfa0-f1df-5cc4-a1b1-3310c131fd1b,MATEMATIK,"$x^2-ax-2=0$ denkleminin kökleri $x_1$ ve $x_2$ dir. Buna göre, $\frac{a-(x_1+x_2)-16}{x_1 \cdot x_2} < 0$ eşitsizliğini sağlayan negatif tam sayıların toplamı kaçtır?",-10,-9,-8,-7,-6,A
66d1b017-4e0e-5d4d-86de-bf9be2bbdf71,MATEMATIK,"$m=\frac{12}{1-n}$ ve $n=\frac{4-3}{4-3}$ olduğuna göre, $n$'nin hangi değeri için $m$ tanımsızdır?",$-11$,$-9$,$1$,$9$,$11$,C
1f603868-71c8-576d-ad25-2a01e6ede9d2,TURKCE,"I. İnsana özgü nitelikleri insan dışındaki varlıklara kazandırarak onları kişileştirmek
II. Bir benzetme unsurları arasında bağlantı kurmak
III. Aktarılanlar arasındaki ilişkiden hareketle karşılaştırmalar yapmak
Bu parçada geçen ""örttüğü silin ilmeklerinde atıldıkça dağılan, toparlanamayan ruhuna bir pencere açmak"" sözüyle numaralanmış anlatım yöntemlerinden hangilerine başvurulmuştur?",Yalnız I,Yalnız II,Yalnız III,I ve II,II ve III,A
9024b0eb-eeb0-58cf-8463-4ce75700ee70,MATEMATIK,"$f: \mathbb{R} \to \mathbb{R}$ olmak üzere, $f(x) = mx^2 - 3x - 1$ fonksiyonunun $[0, 2]$ aralığındaki değişim oranı $-5$'tir. Buna göre, $m$ kaçtır?",-4,-3,-2,-1,0,C
fb6fc3d7-5e8a-5999-b181-146ac352720f,MATEMATIK,"Reel sayılarda tanımlı $y=x^2$ fonksiyonu önce $x$ ekseni yönünde sağa doğru 2 birim, daha sonra $y$ ekseni yönünde yukarıya doğru 3 birim ötelenip, $y=f(x)$ fonksiyonu oluşturuluyor.
$y=f(x)$ fonksiyonunun $y$ eksenini kestiği noktadan ve tepe noktasından geçen bir doğru çizilip $y=g(x)$ fonksiyonu oluşturuluyor.
Buna göre, $(6-x) \cdot f(x) \le 0$ eşitsizliğini sağlayan tam sayıların toplamı kaçtır?
$g(x)$",18,15,12,9,7,B
0a1c5e2a-288c-59f6-a4e1-bf82f1a4e98a,MATEMATIK,"$f$ gerçel sayılar kümesinde türevlenebilir bir fonksiyon ve $\int_{0}^{4} f'(x) dx = 10$, $\int_{0}^{4} x \cdot f'(x) dx = 2$ olduğuna göre, $f(4)$ kaçtır?",4,6,10,5,3,E
970993b3-847e-59e9-8010-316130dcb369,MATEMATIK,"İki sayıdan biri diğerinin %60 fazlasına eşittir. Bu iki sayının toplamı 52 olduğuna göre, büyük sayı kaçtır?",20,32,36,42,45,B
5044534e-1d36-5dff-8873-b9b2329a3809,MATEMATIK,"Bir bilgi güvenliği uzmanı, bir firmaya verdiği eğitimde bilgisayarlara giriş yapmak için oluşturulan şifrelerde doğum yılının kullanılmasının bir güvenlik açığı olduğunu söylemiştir. Uzman, firma çalışanlarından 2001 doğumlu Eray'ın rakamlardan oluşan 6 haneli bir şifre oluştururken doğduğu yılın rakamlarının yerlerini değiştirmeden ardışık dört hanede kullandığını bilen birinin bu şifreyi tek denemede bulabilme olasılığının çok yüksek olduğunu örnek vermiştir. Buna göre, bu uzmanın çok yüksek olduğunu söylediği olasılık kaçtır?",$\frac{1}{100}$,$\frac{1}{300}$,$\frac{1}{90}$,$\frac{1}{1000}$,$\frac{1}{200}$,A
5e958b1d-6df3-57f4-9c60-e252bb636522,MATEMATIK,"I. $\cos x < \sin y$
II. $\tan x < \tan y$
III. $\cot x < \cot y$
IV. $\sec x < \sec y$
ifadeleri veriliyor.
$\frac{\pi}{2} < x < y < \pi$
oldu\u011funa g\u00f6re, bu ifadelerden hangileri do\u011frudur?",I ve II,I ve III,II ve III,II ve IV,III ve IV,B
f4e1b454-9385-5e03-86a2-332f88dd3186,MATEMATIK,"$A$ pozitif tam sayı olmak üzere;

$A$ sayısı, tüm asal bölenlerinin karesine de tam bölünüyorsa bu sayıya ""Kareli Asal"" denir.

Buna göre, asal bölenleri $2$ ve $3$ olan üç basamaklı en küçük kareli asal sayının rakamları toplamı kaçtır?",12,11,10,9,8,D
01a6432f-6d7b-5d29-99fb-0aee2b125924,MATEMATIK,"$P(x-3) = x^2 - 7x - 10$
polinomu veriliyor.
Buna göre, $P(x+3)$ polinomunun sabit terimi kaçtır?",-16,-12,-10,8,12,B
142a2b1c-6860-5080-87f7-4aaf59e3b2bc,MATEMATIK,"$f$, $g$ ve $h$ fonksiyonları $f(x)=x^2$, $g(x)=\sqrt{x}$ ve $h(x)=\frac{1}{x}$ olarak veriliyor. Buna göre, $(gofoh)(x)$ fonksiyonu aşağıdakilerden hangisine eşittir?",$x\sqrt{x}$,$|\frac{1}{x}|$,$|x|$,$\sqrt{\frac{1}{|x|}}$,$\frac{1}{|x|}$,E
9fdfc47f-8ec5-5b58-ac20-a1132dea5082,MATEMATIK,"$A, B$ ve $x$ pozitif gerçek sayılar olmak üzere, $\log_x A = y$, $\log_x B = 2$, $\log_x B - \log_x A = 2$ olduğuna göre, $\frac{y}{x}$ kaçtır?",$\frac{1}{2}$,$1$,$\frac{3}{2}$,$2$,$\frac{7}{2}$,B
b2ffc32f-71de-5bcd-a5f2-97432b2f2d6a,FIZIK,"Hareketsiz cisimlerin hareketsiz kalma istekleri, hareketli cisimlerin ise hareketine aynı şekilde devam etme istekleri eylemsizlik olarak adlandırılır.
Buna göre,
I. Üzerinde bardak bulunan masada, masa örtüsünün aniden çekilmesi sırasında bardağın devrilmeden yerinde kalması,
II. Otobüsle seyahat sırasında, otobüsün ani fren yapması sonucu yolcuların öne doğru eğilmeleri,
III. Istaka ile vurulduktan sonra, bir bilardo topunun sabit hızla masadaki deliğe doğru ilerlemesi
örneklerinden hangilerinde eylemsizlik prensibinden bahsedilebilir?",Yalnız III,I ve II,I ve III,II ve III,"I, II ve III",E
90efd815-2506-596f-90d7-774ebe1907b6,MATEMATIK,"Yukarıda $y=f(x)$ fonksiyonunun grafiği verilmiştir.
$\lim_{x\to a^+} f(x) = \lim_{x\to a^-} f(x) - \lim_{x\to a} f(x)$
eşitliğini sağlayan $a$ tam sayılarının toplamı kaçtır?",-2,0,2,4,6,B
