id,subject_area,q,oa,ob,oc,od,oe,key
41095871-3b64-508f-a579-d5c430095164,TARIH,"Yeni Türk Devleti'nde, Cumhuriyet'in ilanından sonra Meclis Hükûmeti Sistemi'nden Kabine Sistemi'ne geçilmiştir. Bu durumun aşağıdaki amaçlardan hangisine yönelik olduğu söylenebilir?",Hükûmetin faaliyetleri denetlemeye,Tam bağımsızlığı sağlamaya,İçişlerini karşılamasını engellemeye,Laik devlet anlayışını yerleştirmeye,Hükûmet içindeki uyumsuzlukları sona erdirmeye,E
1a239ded-979e-5cf2-9319-d780d78017b5,MATEMATIK,İşleminin sonucu kaçtır? $1-\frac{15}{16}\cdot\frac{16}{17}\cdot\frac{17}{18}\cdot\frac{18}{19}\cdot\frac{19}{15}$,1,2,3,4,5,A
159b4d7f-587f-5c67-b4f2-6e316b89edf4,EDEBIYAT,"---, görünüşte saçma olan fakat gerçek ve batıni hâlinde çok derin anlamlar içerdiği, anlaşılan şiirlerdir. Nitekim Yunus Emre'nin ""Çıktım erik dalına anda yedim üzümü"" dizesiyle başlayan şiiri ile ""Denize bir ip serdiler"" dizesiyle başlayan diğer bir şiiri, Niyazi-i Mısri tarafından şerh edilmiştir. Tanrı ile samimi ve şakalı bir eda ile konuşur gibi yazılan manzumelere verilen addır. Mecazlarla örülü sembolik bir dil kullanılır. Bundan dolayı bu şiirler ""şathî dil, mana dili, kuş dili"" şeklinde nitelenir.
Bu parçada boş bırakılan yere aşağıdakilerden hangisi getirilmelidir?",Şathiyeler,Nefesler,Demeler,Devriyeler,Nutuklar,A
d5efcd14-39ca-5a3b-96fb-ed2e2c7fcca2,BIYOLOJI,"Canlı hücrelerin kromozom sayısında gerçekleşen,
I. $2n \to 2n$
II. $2n \to n$
III. $n \to n$
IV. $n \to 2n$
değişimlerinden hangileri mitoz bölünmeye bağlı olarak gerçekleşir?",Yalnız I,I ve IV,III ve IV,"I, III ve IV","II, III ve IV",D
556ec903-327d-5c4c-83f2-cc9f6ddba8a0,FIZIK,Aşağıdaki dalgalardan hangisi hem enine dalga özelliği hem de boyuna dalga özelliği gösterebilir?,X ışınları,$\gamma$ ışınları,Ses dalgası,Yay dalgaları,Görünür ışık,D
ce9f03d2-a93f-5ac7-b625-426c7323954f,MATEMATIK,"$(21,3 \div 2,1) \cdot 2,3$ işleminin sonucu kaçtır?","53,82","53,62","52,72","52,42","51,92",D
ee3ca037-4e87-5679-a9dc-a876ed17c8cd,MATEMATIK,"$e$, doğal logaritma tabanıdır. $\sqrt[3]{e^{\ln 10} \cdot e^{\ln 4} \cdot e^{\ln 8}}$ ifadesinin sonucu kaçtır?",9,8,7,6,5,C
1b9b1223-b3d5-5cbf-a8dc-d3adcdd2506d,MATEMATIK,"Bisiklet almayı çok isteyen Bilge'ye babası; ""Sana söz veriyorum, kumbaranda en az 500 TL olduğu ilk gün o bisikleti almaya gideceğiz."" demiştir.
Bunun üzerine Bilge, o günden başlayarak hiç aksatmadan başlangıçta boş olan kumbarasına hafta içi her gün 20 TL, hafta sonu her gün ise 25 TL atmaya başlamıştır. Babası sözünü tutmuş ve bir cumartesi günü Bilge'yi o bisikleti almaya götürmüştür.
Buna göre, babası Bilge'ye bu sözü hangi gün söylemiştir?",Pazartesi,Salı,Çarşamba,Perşembe,Cuma,B
a043fb47-5130-545c-a965-9f0b16361360,MATEMATIK,"$\sqrt{a} = \sqrt{5}-3$ olduğuna göre, $(5-\sqrt{a})^4$ ifadesinin $a$ türünden eşiti aşağıdakilerden hangisidir?",$5a$,$9a$,$10a$,$25a$,$100a$,E
04413ac2-532f-5f6b-90fb-c21f42d02d5f,MATEMATIK,"$\int f(x)dx = x \cdot f(x)$ eşitliği veriliyor. Buna göre, I. $f(x) = x$ II. $f(x) = 2$ III. $f(x) = x-1$ ifadelerinden hangileri doğru olabilir?",Yalnız I,Yalnız II,I ve II,II ve III,I ve III,C
e6f95c6f-62ae-5f7b-9bef-d509d2b356ce,MATEMATIK,"a ve b sıfırdan farklı gerçek sayılar olmak üzere, $4a=3b$ olduğuna göre, $\frac{a}{b} + \frac{b}{a}$ toplamının değeri kaçtır?",$\frac{25}{12}$,2,$\frac{17}{8}$,$\frac{13}{12}$,1,A
0aacab8c-03c2-5891-bac9-ab436bf0061b,MATEMATIK,"$f(x) = \begin{cases} x^2-4, & x<3 \\ 2x+m, & 3 \le x < 5 \\ 3x-1, & x \ge 5 \end{cases}$ $y=f(x)$ fonksiyonu, $R - \{k\}$'da sürekli olduğuna göre, $k+m$ toplamının alabileceği değerler toplamı kaçtır?",12,16,17,18,19,D
7156f545-c581-5bf1-9917-8a0cae7ccc22,MATEMATIK,"$x$ bir tek tam sayı olmak üzere, I. $2x+5$, tek sayıdır. II. $x^2-3$, çift sayıdır. III. $x^{215}+1$, çift sayıdır. ifadelerinden hangileri doğrudur?",Yalnız I,Yalnız II,I ve II,I ve III,"I, II ve III",E
