id,subject_area,q,oa,ob,oc,od,oe,key
6681254c-eb09-586f-853a-4bd83fa92b51,MATEMATIK,Yukarıda pozitif tek tam sayılar kullanılarak oluşturulmuş bir sayı merdiveni verilmiştir. Buna göre bu sayı merdiveninin 20. basamağındaki sayıların toplamı kaçtır?,720,1024,3600,8000,10000,D
f0ebde13-4a68-5c8f-bcb1-2ce5267c5a86,FIZIK,"Perde üzerinde birbirini takip eden iki aydınlık ya da iki karanlık arası mesafe $\Delta x$ saçak aralığı kadardır. Buna göre çift yarık deneyinde perde üzerindeki 4. aydınlık çizginin merkezi aydınlığa uzaklığı $x_1$'in, 3. karanlık çizginin merkezi aydınlığa uzaklığı $x_2$'ye oranı $\frac{x_1}{x_2}$ kaçtır?",$\frac{4}{3}$,$\frac{3}{4}$,$\frac{5}{8}$,$\frac{7}{8}$,$\frac{2}{3}$,C
78a0bff3-4577-54a6-a254-e4abb62c2298,TURKCE,"Roman türü; hayatın olumlu, güzel, ideal, sorunsuz taraflarını ele almaya pek müsait olmayan bir türdür. Çoğunlukla sanatkarların kendi bunalımlarının ya da romancının birey, lerde veya sosyal hayatta gördüğü aksaklık, zaaf ve sorunların iç huzursuzluk veya patlamışlıkla kâğıttan varlıklara dönüştüğü eserlerdir romanlar. Dikkat edilirse olumlu sonla biten, problemsiz hayatların anlatıldığı çoğu roman unu tulup gitmiştir. Klasik romanlar ise daimi insan problemi ve insan kaynaklı problemler üzerine yoğunlaşır. Türün sahip olduğu bu özellik, yazarın ister istemez hep olumsuzluk lardan yola çıkan ve problemi alana işaret eden kurgula ra yönelmiştir. Çünkü mikroplar, aksaklıklar, hastalıklar, prob lemlerin gösterildiği doğal olarak isterler romanları bir çok yorum çıkaracak yazar da asıl anlatmak istediğini do laylı ve estetik yollarla daha kalıcı ve etkileyici bir şekilde sunmuş olacaktır. Bu parçada roman türünün özelliklerinden hangisine vurgu yapılmıştır?",Okuyucu üzerinde derin izler bıraktığına,Diğer yazın türleri ile kıyaslandığında yazarın kurgu yö nüyü daha özgür olduğuna,Yazarın okuyucuya asıl anlatmak istediğini bu türde da ha iyi aktardığına,Romanın yaşamın olumlu yönlerinden çok sorunlu alan larını işlemeye uygun bir tür olduğuna,Klasik romanlar ile popüler romanların farklı konuları ele aldığına,D
ca541af5-0ce4-56d5-a8f3-fb82d88fe5cf,MATEMATIK,"$\log_2a+1=\log_2b-\log_2c$
$a-b-c=90$
olimits
olduğuna göre, $a-b+c$ ifadesinin değeri kaçtır?",5,6,7,9,11,D
ea6d362e-6e1d-5d12-86ce-eb2d82f2f540,MATEMATIK,"Pınar, Ceren ve Alya'nın da bulunduğu bir bilet kuyruğunda;
• Ceren ile Alya arasında 8,
• Pınar ile Ceren arasında 6
kişi bulunmaktadır.
Buna göre,
I. Ceren
II. Pınar
III. Alya
kişilerinden hangileri bu bilet kuyruğunda diğer iki kişinin arasında bir yerde bulunamaz?",Yalnız I,Yalnız II,Yalnız III,I ve III,II ve III,B
a523aa40-74bb-54d8-ac65-bcea0348d60b,TURKCE,"Aşağıdakilerden hangisinde ""olmak"" sözcüğünün anlamıyla kullanımı birbirine uygun değildir?","Anlam: Yerinde, uygun, yakışır olmak - Kullanım: Ölmüyor seni düşünmemek","Anlam: Olgunlaşmak, yetişkin, ergin olmak - Kullanım: Demek ki olmamışız hâlâ","Anlam: Hazırlamak, hazır hâle gelmek - Kullanım: Bulutlar dağılsın, bahar olsun artık","Anlam: Elde etmek, sahip olmak, edinmek - Kullanım: Dünyada olmalı dikili ağacımız","Anlam: Geçmek, tamamlanmak - Kullanım: Yarım senden ayrılalı",A
aa508840-e1a0-5813-a38d-2b7e65b04f36,MATEMATIK,$2+4+6+...+2n=156$ eşitliğinde her terim üçer artırılırsa yeni toplam kaç olur?,159,166,178,192,216,D
aeb8ba50-9647-5c68-aa06-cd279f6941e1,TURKCE,(I) Emine romancılıkta kahramanlarını Emine ile ilişkileri çerçevesinde karşımıza çıkaranlardan. (II) Kahramanların tamamı bir tip özelliği gösteren kişilerdir. (III) Yazarın 1937'den sonra yazdığı romanlardaki kişiler genellikle maddi sıkıntılar yaşayan küçük insanı temsil eder. (IV) Bunlar arasında hem taşralı hem de şehirli kişiler bulunmaktadır. (V) Bu kişiler değişik sosyal çevrelere mensuptur. Bu parçada numaralanmış cümlelerden hangisi düşüncenin akışını bozmaktadır?,I,II,III,IV,V,B
f961a5e6-d999-58cd-b635-2e08da9659d5,MATEMATIK,$\sqrt[5]{2^4 \cdot \sqrt[3]{2^2}}$ ifadesi aşağıdakilerden hangisine eşittir?,$\sqrt[15]{2^2}$,$\sqrt[15]{2^{10}}$,$\sqrt[15]{2^{16}}$,$\sqrt[15]{4^3}$,$\sqrt[15]{8^3}$,C
aa9bc3db-031a-5706-b5db-d53eefc98559,TURKCE,"Okur:
(I) ----
Şair:
— Bence en önemli fark kelimelerin çağrışım gücünden doğan ambiyansta. Anlatılabilecekleri en az kelimeyle suna bilme gücüdür. Bilhassa duyguca uçsuz bucaksız bir deni ze dönüşür. Bu duygular uzun uzadıya anlatılsa bu türün gücüne ulaşılamaz. İşte şiirin farkı burada ortaya çıkar.
Okur:
(II) ----
Şair:
— Daha çok anlatmak istediğim olayların duygu yoğunluğu buna yön veriyor. Böylece dileklere akseden dil kendiliğin den ortaya çıkıyor. Mesela duygularımı anlattığım biroyalar yalnızlık içinde yoğunlaşmış olsun. Bir yalnızlık, duygularımı na sıl dile getirir? Hangi kelimeleri kullanır? Ya da bir Anadolu insanı nasıl konuşur? Derinlemesine araştırma yapıyorum.
Bu diyalogda boş bırakılan yerlere aşağıdakilerden hangisi sırasıyla getirilmelidir?","I. Eserinizi okuduğunuz insanların, şiir dilinizi başka şairlere benzettiği oluyor mu?
II. Genellikle hangi şairleri okuyor, hangi metinlerden besleniyorsunuz?","I. Ele alacağınız ayrıntılar, güncel olayların etkisinde ka lır mı?
II. Ele alacağınız dönemle ilgili ön çalışma edebiyatın neresinde yer alıyor?","I. Şiirinizdeki imgelerin özelliklerini nasıl belirlersiniz?
II. Peşine takıldığınız dizelerin sizi hiç tahmin etmediği niz bir yere getirdiği olur mu?","I. Bir şiirin uzunluğu ne kadar olmalıdır, bunu belirleyen faktörler nelerdir?
II. Yöresel kullanımların şiire olduğu gibi girmesini doğ ru buluyor musunuz?","I. Şiiri diğer türlerden farklı kılan özellikler size göre ne lerdir?
II. Manzum eserlerde kullanacağınız dil ne biliyor?",E
f30d0896-c520-5a62-b875-e6ec550278cf,MATEMATIK,KDV'siz satış fiyatı 3000 TL olan cep telefonunun %15 KDV dahil satış fiyatı kaç TL'dir?,3150,3200,3250,3400,3450,E
f7e3dbf9-a0a2-563b-bbe3-bb5f0ad4d504,MATEMATIK,"$\frac{x \cdot y}{z+t} = \frac{1}{2}$ ve $\frac{y \cdot t}{z+t} = \frac{5}{2}$ olduğuna göre, $\frac{x}{t}$ kaçtır?",3,1,$\frac{1}{3}$,2,$\frac{1}{2}$,C
bb867e40-a7ac-58d7-9f19-292887aa9833,GEOMETRI,"Dışbükey bir çokgenin iki iç açısı $118^{\circ}$ ve $132^{\circ}$ geri kalan iç açılarından her biri $130^{\circ}$'dir.
Buna göre, çokgenin kenar sayısı kaçtır?",6,7,8,9,10,D
