id,subject_area,q,oa,ob,oc,od,oe,key
0dd4e2eb-a52a-5db1-bd00-6448899fbc5b,TURKCE,"Kişilik gelişiminde toplumun, ailenin, arkadaşın büyük etkisi vardır. Yetişme döneminde sevgiliye, ilgiye doyan çocukların hayatları boyunca daha mutlu ve öz güven sahibi oldukları; büyürken yeterince sevilmeyen, sevildiğini hissedemeyen bireylerin ise ilerleyen yaşlarda mutsuz, öz güveni eksik ve ruh karmaşasına sahip yetişkinler olduğu gözlemlenmiştir. Sevgi açlığı, tıpkı bir domino taşına benzer. Domino taşlarının birer birer eksilip düzensiz oyunun sonu görmeniz pek mümkün değildir. Kişilik oluşumu da aynen buna benzer. Birçok ebeveyn, çocukları şımarmasın diye onlara hiçbir zaman sevgilerini göstermez; bir kez bile çocuklarının başını okşamaz. ""Bir de bunu iyi bir şey gibi savunurlar. Oysa bir ipodcuk, bilgisayarım bir duruşu, candan bir sarılma belki yıllarca sürecek cesareti; bir hediye belki ömür boyu devam edecek bir mutluluğun tohumlarına dökülen sudur."" Bu paragraftan çıkarılacak en kapsamlı sonuç aşağıdakilerden hangisidir?",Bozuk kişiliğin gelişiminde çok etkili olan sevgi eksikliğinin en büyük sorumlusu ebeveyndir.,Sevgiye aç bırakılan bireylerin ilerleyen yaşlarda mutsuz olması kaçınılmaz bir sondur.,"Mutluluğun, öz güvenin ve doğru ruh sağlığının temelinde ailelerin gösterdiği sevginin büyük etkisi vardır.","Toplumun mutlu olmasını sağlayan en büyük etken, öz-güvenli ve mutlu kişilerden oluşmasıdır.","Annelik kavramı, kişiliğin ekilip büyüdüğü verimli bir tarladır.",C
71a4145a-0bd7-5619-a53a-4a44286611ac,EDEBIYAT,"1908'de II. Meşrutiyetin ilanıyla oluşan özgürlük havası içinde bir grup hevesli genç bir araya gelerek 1909'da
I
Servetifünun Edebiyatı'na bir tepki niteliğinde bir topluluk
II
kurarlar. Topluluk, hareketlerine, Ahmet Haşim'in önerisiyle
III
'geleceğin aydınlığı' anlamına gelen 'Fecriati' ismini verir.
IV
Bu parçada altı çizili ifadelerden hangisinde bir yanlışlık yapılmıştır?
V",I,II,III,IV,V,C
2269f0e0-721e-5935-a9ca-0b97eab42bd5,MATEMATIK,"$x^2-x+1=0$ olduğuna göre, $x^{21}-x^{12}+3x^6+5$ işleminin sonucu kaçtır?",0,3,5,6,8,E
4cc99fd3-d9ee-5eb0-ab1f-842bd5b6e3a4,KIMYA,"Oda koşullarında $X_2Y_3$ tuzunun doygun çözeltisinde $X^{3+}$ iyonlarının derişimi $2.10^{-7}$ mol/L'dir. Buna göre, $X_2Y_3$ tuzunun çözünürlük çarpımı kaçtır?","$1,08.10^{-30}$",$6.10^{-35}$,"$3,6.10^{-34}$","$1,08.10^{-33}$","$2,16.10^{-33}$",A
722bb2e3-c054-5987-836e-d408a308e1ed,MATEMATIK,"$n$ bir pozitif tam sayıdır. EBOB$(6^n+1, 6^n+9^n+1)=162$ olduğuna göre, $n$ kaçtır?",3,4,5,6,8,B
f0639882-3060-5780-b8ef-2f300877097c,TURKCE,Aşağıdaki cümlelerin hangisinde altı çizili bölüm diğerlerinden farklı bir ögeyi karşılamaktadır?,Sanat yapıtı incelenirken sanatçının dâhi yönü ve yaratıcılığı öne çıkarılır.,"Tarih dergisi; ulusal tarih, bölgesel tarih ve dünya tarihiyle ilgili her konuyu kapsayan araştırma maka lesi ve çeviri makaleler yayımlamaktadır.","Mimar, yeni bina tasarlama, eski binaları restore etme ve mevcut binaları kullanmanın yeni yollarını geliştirme ile sorumlu olan kişidir.","Toprak, bitki örtüsünün beslendiği kaynakların ana deposudur.",Bilim insanlarının yağmurun oluşumu ile ilgili açık lamaları Bergeron süreci olarak adlandırılır.,A
bfbfdfbd-0134-591a-8940-cd4ee297f028,MATEMATIK,$0 < x < \frac{\pi}{2}$ olmak üzere $2 - \cos^2 x + 9 \cdot \sin x \cdot \sin(2x) = 9$ olduğuna göre $\cot x$ değeri kaçtır?,$\frac{4}{7}$,$\frac{7}{6}$,$\frac{3}{5}$,$\frac{2}{3}$,$\frac{5}{2}$,A
ea55a1bf-1a44-59be-98f5-55461ae7d9be,MATEMATIK,"Bir güreş takımındaki sporcuların ağırlıklarının aritmetik ortalaması 84 kilogramdır. Takımın en ağır sporcusu Halil 100 kilogram, takımın en hafif sporcusu Mehmet ise 64 kilogramdır. Halil ve Mehmet takımdan ayrıldıktan sonraki takımdaki sporcuların aritmetik ortalaması ve medyanı aşağıdaki seçeneklerin hangisinde belirtildiği gibi değişmiştir?",Azalır / Azalır,Azalır / Değişmez,Artar / Değişmez,Artar / Artar,Değişmez / Artar,B
a80ddc6e-b2f5-5580-8b6a-8a79400328f2,KIMYA,"$Ag + 2HNO_3 \rightarrow AgNO_3 + X + H_2O$ denklemindeki X bileşiğinin $25^oC$ deki sulu çözeltisi ile ilgili,
I. pH değeri 7'den küçüktür.
II. Elektriği iletir.
III. $H^+$ iyonu $OH^-$ iyonu sayısından fazladır.
yargılarından hangileri doğrudur?",Yalnız I,Yalnız II,I ve III,II ve III,"I, II ve III",E
c52860db-12fc-5763-8156-058ff7e739e0,KIMYA,"Eşit hacimli $SO_2$ ve $O_2$ gazları karışımının hacmi 20 litredir. Gazlar, $2SO_{2(g)} + O_{2(g)} \rightarrow 2SO_{3(g)}$ denklemine göre tam verimle tepkimeye girdiğinde en fazla kaç litre $SO_3$ gazı oluşur?",40,30,20,15,10,E
