67a206d1-a89e-5586-8c71-b5fbf238b97e	SIZINTI=HAYIR	AYT=HAYIR	Tam soru govdesi ve A-E siklari var; bilgi felsefesinde dogruluk-yanlislik temel kavrami
681a99a1-605f-54ae-9226-a4dd0c01a5b7	SIZINTI=HAYIR	AYT=HAYIR	Turkiye goller ve yer sekilleri olusumu, TYT cografya; cevap izi yok
250e53d3-0dda-5ac3-8e51-4f73952cc2f4	SIZINTI=HAYIR	AYT=HAYIR	Orman ust siniri iklim-bitki ortusu temel konusu, tam soru
fbb347a9-5d1b-5920-acb7-b0f2539b76ae	SIZINTI=HAYIR	AYT=HAYIR	Osmanli gayrimuslim politikasi genel duzey, oncul tipi tam soru
aa636fe8-f478-591a-9e72-5152dc42c1ad	SIZINTI=HAYIR	AYT=HAYIR	Yavuz Iran Seferi ve Turnadag 1515, Osmanli yukselis; kenarda sadece kitap bandi var
f1969d9d-cd7b-596f-989c-9f82a9a619aa	SIZINTI=HAYIR	AYT=KARARSIZ	Osmanli merkez teskilati kazasker-defterdar konusu hem TYT hem AYT kapsaminda, derinlik ayirt edilemiyor
be2ac64a-fd06-5219-b2b7-c7a40bd547d0	SIZINTI=HAYIR	AYT=HAYIR	Felsefeye giris tutarlilik-celiski parcasi, temel duzey
a1594ec4-0c4b-5a01-a1d7-a097560ea492	SIZINTI=HAYIR	AYT=HAYIR	Osmanli teokratik yapi ve gayrimuslimler, genel TYT tarih
2a45c75b-495c-5fd9-b206-fc40c87ddede	SIZINTI=HAYIR	AYT=HAYIR	Turkiye sicaklik-iklim faktorleri eslestirmesi, TYT cografya
9cbe44cd-0767-5acb-83d1-2a87ffe0f0a6	SIZINTI=HAYIR	AYT=HAYIR	Akdeniz havzasi dogal afet eslestirmesi, dogal afetler TYT konusu
82f118fe-ec4b-53a9-aaee-d26dcf8bd4aa	SIZINTI=HAYIR	AYT=HAYIR	Din kulturu vacip ibadet sorusu, tam siklarla
a4f917f2-2261-5075-ad45-e838bd31b210	SIZINTI=HAYIR	AYT=HAYIR	Kanuni hakkinda parca yorum sorusu, Osmanli yukselis genel
