66b44695-dd48-58be-8d7b-85c4935d6ce4	SIZINTI=EVET	AYT=HAYIR	Gorsel soru degil, "Gelecek Zaman Kipi" baslikli konu anlatimi ve ornekler
fa8f3f75-a24e-53e2-a91a-6e539bbfef83	SIZINTI=HAYIR	AYT=HAYIR	Dijital yerliler paragrafi, alti cizili sozle anlatilmak istenen; temiz soru
06a9ec9d-80a0-5ca3-81b8-48bd4bd6f56a	SIZINTI=HAYIR	AYT=HAYIR	Avsa Adasi numarali cumleler, kisisel dusunce yok; temiz
c47b44e7-71f0-5340-a722-fd63bb04b324	SIZINTI=HAYIR	AYT=HAYIR	Mobil uygulama izinleri paragrafi, hangilerinin cevabi vardir; temiz
ab68cbad-89c6-59c9-b325-58ba7df2709c	SIZINTI=HAYIR	AYT=HAYIR	Frenhofer Porbus paragrafi, sonuna getirilebilir; temiz
756f59e5-a4a2-5f62-a987-d77d56b4c288	SIZINTI=HAYIR	AYT=HAYIR	Fiil cati bakimindan farkli olan; dil bilgisi, temiz
f8caf9e3-1bc0-5c36-80c4-606c9caa6282	SIZINTI=HAYIR	AYT=HAYIR	Geri donusum paragrafi akisi bozan cumle; alt kenarda kitap bandi, cevap yok
2cf684db-2367-5173-8ce8-4f1d8c0860c5	SIZINTI=HAYIR	AYT=HAYIR	Marilyn Monroe Notlar paragrafi, ulasilamaz; temiz
efa9fa0a-201b-541c-8c82-b0f9a456b8b7	SIZINTI=HAYIR	AYT=HAYIR	Numarali cumlelerde karsilastirma/benzetme taninmasi; TYT, temiz
182e1429-4b3c-5bd4-9e64-b972262f63b9	SIZINTI=HAYIR	AYT=HAYIR	Iyi dinleyici paragrafi akisi bozan cumle; temiz
4e86d3ee-ea93-5b85-81f9-8fde59aef397	SIZINTI=EVET	AYT=HAYIR	Infografik paragraf analizi, "Cevap:" kutulari ile cevaplar basili
db3772a2-8d71-5106-954a-92759ac7309a	SIZINTI=HAYIR	AYT=HAYIR	Turan Karatas paragrafi anlatim ozellikleri soylenemez; temiz
7eab8c38-9f82-54a4-a24c-9b53915bcf3d	SIZINTI=HAYIR	AYT=HAYIR	Romani yazmaya iten durtu paragrafi; sol kenar kitap bandi, cevap yok
1d4f5184-6e18-5562-8204-ef894f5f76cb	SIZINTI=HAYIR	AYT=HAYIR	Sifat tamlamasi olmayan cumle, TYT 2020 OSYM etiketi; temiz
2516f8f7-1b35-5ee8-bc3b-d2fcb39c9dc0	SIZINTI=HAYIR	AYT=HAYIR	Noktalama isaretleri bos yerlere getirme; temiz
8bf5adde-c51b-5467-8ea0-97eacfda183e	SIZINTI=HAYIR	AYT=HAYIR	Savastaki Kiz romani ozelligi degildir; paragraf, temiz
fde52b54-4df8-54e9-9b4e-a2a2d1922896	SIZINTI=HAYIR	AYT=HAYIR	Kemeralti parantez noktalama sorusu; temiz
22ac4c87-620d-5bb1-9426-0e05491dc919	SIZINTI=HAYIR	AYT=HAYIR	Maddeler halinde cozum onerileri hangi soruna; sag kenar band, cevap yok
07a48f78-8aaa-5a67-811a-57372c8ecd11	SIZINTI=HAYIR	AYT=HAYIR	Bilimin sinirlari paragrafi ulasilabilir; temiz
2edc9511-1305-5ede-a402-b1568b08d55a	SIZINTI=HAYIR	AYT=HAYIR	Bilgisayar tasariminda yenilik dergi yazisi soylenebilir; temiz
c92e7dcd-d3ac-5887-87eb-8c6808d6a979	SIZINTI=HAYIR	AYT=HAYIR	Bos birakilan yerlere sozcuk getirme; sozcukte anlam, temiz
91d6d9ad-9ff2-5e41-8e65-c3f83d0fec5a	SIZINTI=HAYIR	AYT=HAYIR	Abdulhak Hamid paragrafi sonuna getirilebilir; paragraf sorusu, temiz
15e60de8-e358-5ed4-a904-bb31993a740f	SIZINTI=HAYIR	AYT=HAYIR	Cin koronavirus paragrafi akisi bozan cumle; ust kenar kucuk band, cevap yok
367a9b51-3f4d-583b-8104-76eefa00e6ba	SIZINTI=HAYIR	AYT=HAYIR	Guy Blache paragrafi iki paragrafa ayirma; temiz
205c5643-7acb-5a72-a0b4-884f3564a6c8	SIZINTI=HAYIR	AYT=HAYIR	Numarali sozcuklerin kok turu ozdesligi; ek-kok, temiz
b2ca7c6f-8556-571c-a060-4607d2d9346c	SIZINTI=EVET	AYT=HAYIR	Uc nokta "Bilsen Yeter" bilgi notu sorunun ustunde, cevap kurallardan okunuyor
f6bafe71-4732-5fdc-a45b-2414ee49f736	SIZINTI=HAYIR	AYT=HAYIR	Puslu Kitalar Atlasi paragrafi hangisinden soz edilmis; paragraf, temiz
fc36c4df-0e84-531c-ba14-f5a9e76cfa8f	SIZINTI=HAYIR	AYT=HAYIR	Halk havalari paragrafi asil anlatilmak istenen; sol band, cevap yok
a6be7db1-eae4-5943-ade2-889d29be63b5	SIZINTI=EVET	AYT=HAYIR	"Akilli Bakis" guzel adlandirma ve bagdastirma konu anlatimi, soru degil
75fff3fb-4397-5352-b60f-e0327eb08b72	SIZINTI=HAYIR	AYT=HAYIR	A-B-C parcalari siralama ve yargilar; paragraf, temiz
eaa7142d-a750-55d0-8535-25bcb343e4ed	SIZINTI=EVET	AYT=HAYIR	Alt kenarda kirmizi cevap anahtari seridi gorunuyor (1.E 2.B 3.A 4.C); soru siirle ilgili paragraf-oncul sorusu
64ce61e8-d6ce-5c75-911d-44d9356c38f4	SIZINTI=HAYIR	AYT=HAYIR	Paragrafta hangisinin ornegi yok sorusu (pekistirme, isaret sifati, zamir); sozcuk turleri dil bilgisi
4cd78cb4-46f7-5ebf-999e-21ae22b8481d	SIZINTI=HAYIR	AYT=HAYIR	Dizelerde hangisi yoktur (isim tamlamasi, eylem adi, sifat); dil bilgisi
22f22b79-5cd5-532e-b174-af6e813aacd7	SIZINTI=HAYIR	AYT=HAYIR	Kar tanesi kusagi parcasi, anlatimda basvurulan yollar sorusu; paragraf
833f8247-2ead-558a-96ba-67248f7c4e63	SIZINTI=HAYIR	AYT=HAYIR	Finansal okuryazarlik parcasi, dusuncenin akisini bozan cumle; paragraf
8931b005-f2ac-5ae4-9763-ac6ad524b317	SIZINTI=HAYIR	AYT=HAYIR	SOZCUK TURLERI KARMA-2 basligi altinda dizeler icin soylenemez sorusu (tamlama, zamir, hal eki); dil bilgisi
df037ba2-e0d7-50d6-a5d1-2453a6a65383	SIZINTI=HAYIR	AYT=HAYIR	Iki cumledeki fiillerin nesnesine gore cati ozellikleri; dil bilgisi
cdf2208b-a6f3-5f9a-bcba-c1dd8dc3c24e	SIZINTI=HAYIR	AYT=HAYIR	Muhabir-yazar diyalogunda bos birakilan sorulari tamamlama; paragraf, kenar bandi sadece kitap adi
4bb9f578-c623-51c1-bbe8-af621eb9f31f	SIZINTI=HAYIR	AYT=HAYIR	Viking kasklari cumlelerinde yer degistirmesi gereken cumleler; paragraf siralama
6c27fd37-128f-52bc-b314-d1a9da99b85b	SIZINTI=HAYIR	AYT=HAYIR	YouTube video izlenirligi parcasi, parcadan cikarilan yontem sorusu; paragraf
9324e9ee-569f-540b-b226-d30ff4315e61	SIZINTI=HAYIR	AYT=HAYIR	Kutup bolgeleri parcasinin bas ve sonundaki bosluga getirilecek cumle; paragraf tamamlama
0439fa0a-6c65-585c-ab21-cc59a59a977f	SIZINTI=HAYIR	AYT=HAYIR	Dijital kuratorluk I-II cumleleri, II. cumleyle ilgili soylenebilecek; cumlede anlam
676edbdd-e183-589b-8cbf-0cfbaac87f2e	SIZINTI=HAYIR	AYT=HAYIR	Hangi cumlede belirtisiz isim tamlamasi kullanilmamistir; dil bilgisi
af1ef73f-0525-510a-9124-6e4aa3fda235	SIZINTI=HAYIR	AYT=HAYIR	Sait Faik parcasinda sozu edilenlerle iliskilendirilemeyen kavram; parcaya dayali paragraf sorusu
c99bfcc1-588b-5338-865c-837512fbd859	SIZINTI=HAYIR	AYT=HAYIR	Egzersiz ve bilissel islev parcasiyla iliski kurulabilecek atasozu-yargi; paragraf
e6f6b278-9aa3-52d1-94b9-827d3f015b4c	SIZINTI=HAYIR	AYT=HAYIR	Spor ve uyku I-II parcalari arasindaki iliski sorusu; paragraf, kenardaki PES bandi kitap bandi
23187c0c-913a-578f-8ffa-7938562eb0e8	SIZINTI=HAYIR	AYT=HAYIR	Dunyayi oldugumuz gibi goruruz cumlesiyle celisen cumle; cumlede anlam
5f540787-11d4-5cf8-8aee-1037d022daaf	SIZINTI=EVET	AYT=HAYIR	Sorunun altinda AKILLI COZUM blogu ve cozum metni gorunuyor, ayrica I ve III. cumlelerdeki goturmek mavi renkle isaretli; sozcukte anlam
8d3fa797-89c2-5dc4-ad71-5aefb33ea9d8	SIZINTI=HAYIR	AYT=HAYIR	Tayland parcasinda deginilmeyen sorusu; paragraf
0b8833ce-83c7-5973-a3ef-a1a95bdc2d2a	SIZINTI=HAYIR	AYT=HAYIR	2023 TYT etiketi altinda stres onerileri parcasi, ornek gosterilemeyecek sorusu; paragraf
fcbef1f2-b31b-5c07-b10c-7f7d84e3f18a	SIZINTI=HAYIR	AYT=HAYIR	Numaralanmis sozcuklerin ayrac icindeki anlamla uyusmayani; alt kenarda sadece BENZER MANTIKTA 2018 TYT referans seridi, cevap yok; sozcukte anlam
4d60d34a-821d-55ca-96b8-00942c7b826c	SIZINTI=HAYIR	AYT=HAYIR	Bakteriler iki parcasi icin soylenebilecek sorusu; paragraf karsilastirma
af267ae8-5c81-5165-a283-d5b5119e88d0	SIZINTI=HAYIR	AYT=HAYIR	Numaralanmis sozlerde yazim yanlisi sorusu; yazim kurallari
f3cb8837-e5db-5607-97b2-0d1906e90473	SIZINTI=HAYIR	AYT=HAYIR	Numaralanmis cumlelerde belirtili nesne sorusu; cumle ogeleri, ust kenarda kesik bolum bandi
a3413c62-8e9a-52b4-9c6a-26a845c11a95	SIZINTI=HAYIR	AYT=HAYIR	Arsiv parcasinda dusuncenin akisini bozan cumle; paragraf
8d15cabf-be67-5940-a202-03c8ca1bb3e4	SIZINTI=HAYIR	AYT=HAYIR	On yargi parcasindaki numaralanmis cumlelerle ilgili yanlis olan; paragraf-cumlede anlam
bbbee0e7-0efa-5e1d-8752-a294a6dca64c	SIZINTI=HAYIR	AYT=HAYIR	Sosyal medya parcasinda alti cizili bir tik ile sozunun anlami; soz obeginde anlam
e375e01e-8347-57e6-88b3-a8ac11c3d11f	SIZINTI=HAYIR	AYT=HAYIR	Pesin hukum parcasinda en kapsamli yargi sorusu; ana dusunce
dfd80f4a-d25a-57aa-9450-416c6d625775	SIZINTI=HAYIR	AYT=HAYIR	Yogurtcu oykusunden iyi insan ozellikleri I-V onculleri; paragraf, kenar bandi kitap adi
7f775f65-c656-5b31-9151-445222205101	SIZINTI=HAYIR	AYT=HAYIR	DENEME TESTI basligi altinda sinema endustrisi parcasinda elestirilen asil durum; paragraf
ed18e978-debe-5b9b-bbb8-2b1eff03c3f4	SIZINTI=HAYIR	AYT=HAYIR	Soru 7 The Second Brain paragrafi, dusunceyi gelistirme yolu soruluyor, anahtar/cozum yok
b665718c-b9ef-5a66-8316-d0d1ef6a18e4	SIZINTI=HAYIR	AYT=HAYIR	Soru 4 dijital/bilisim paragrafi, alti cizili soz (ivme) ile anlatilmak istenen, sizinti yok
92f728cd-d7d0-5661-81e2-0ec980818ab4	SIZINTI=HAYIR	AYT=HAYIR	Soru 7 cumlede anlam, anlamca en yakin cumle, temiz soru
3ba1f8ef-6f3e-50e6-8e99-5d0682605b46	SIZINTI=HAYIR	AYT=HAYIR	Soru 6 dizelerde edat gorevinde kac sozcuk (sozcuk turu), sadece kitap bandi var
5072d582-438b-5c2f-b231-899a3b7ea3e0	SIZINTI=EVET	AYT=HAYIR	Diyalog bosluk doldurma paragraf sorusu ama alt kenarda kesik cevap anahtari seridi gorunuyor (B C D B E ...)
75abe3b6-f7e3-5801-bc28-c0a50865c373	SIZINTI=HAYIR	AYT=HAYIR	Soru 6 matematik tanitim yazisi paragraf sorusu, sizinti yok
b891080c-dbb4-5db1-843c-06eb623f5ce3	SIZINTI=HAYIR	AYT=HAYIR	1-2 ortak parca duygusal yeme, soru 1 govdesi, cozum/anahtar yok
b4e8c671-01c2-5550-a9c0-56c49c56c902	SIZINTI=HAYIR	AYT=HAYIR	Soru 2 numarali cumleler yer degistirme (anlam butunlugu), temiz
4d8b4899-ee17-5995-8059-9750a4361356	SIZINTI=HAYIR	AYT=HAYIR	Soru 14 numarali yerlere cumle getirme (parcayi tamamlama), temiz
81b9b8bd-84cb-5aaa-816e-99a502d27302	SIZINTI=HAYIR	AYT=HAYIR	Soru 18 Koy Enstituleri paragrafi I-II-III onculleri, yan tarafta sadece PES kitap bandi
3d2dd00a-c88a-522c-acef-8e9eb34000b9	SIZINTI=HAYIR	AYT=HAYIR	Soru 1 asiri degerlendirilmis dusunce paragrafi, oncullu paragraf sorusu, temiz
a2601161-b9c8-527b-9593-a56d0e41989b	SIZINTI=HAYIR	AYT=HAYIR	Soru 5 Rumeli gocu parcasi, anlatim ozellikleri I-V onculleri hangileri yanlis, temiz
cf12f329-8e74-5e79-a092-8a3fdf00bb5a	SIZINTI=EVET	AYT=HAYIR	2020 TYT Faust/Don Kisot paragrafi; parcada ve A-B-C-E siklarinda turuncu cozum vurgulari var, sadece D isaretsiz kalmis (cevabi ele veriyor)
df65841f-eab7-5bca-89dd-ec014d1e3424	SIZINTI=HAYIR	AYT=HAYIR	Soru 9 yuklem dilek kipiyle cekimlenen cumle (fiil kipleri), temiz
d3334830-3f88-5d56-8c50-013e12ed6680	SIZINTI=HAYIR	AYT=HAYIR	Soru 9 numarali cumlelerde fiil/kip/ek fiil saptamasi, yanda sadece kitap bandi
9ba36b2e-857c-57b4-ba6b-f8e12d5f024a	SIZINTI=HAYIR	AYT=HAYIR	2025 TYT cikmis soru, tiyatro parcasinda parantez ici anlam uyusmazligi (sozcukte anlam), temiz
4a5ab912-8366-5348-a32c-09f231f32ffa	SIZINTI=HAYIR	AYT=HAYIR	2023 TYT Roma haritalari parcasi, cumle hangi numaradan sonra getirilir, temiz
f4415135-1d96-55aa-927f-5b9d9bda089a	SIZINTI=HAYIR	AYT=HAYIR	Soru 5 saglik paragrafi anlatimda agir basan yol, temiz
1f36cc7c-cea3-5937-a62e-d08ebd7263b4	SIZINTI=HAYIR	AYT=HAYIR	Soru 8 yer disi yasam paragrafi hangisi soylenebilir, temiz
8581a5de-59b3-50d8-bb32-7f697a8bb43c	SIZINTI=HAYIR	AYT=HAYIR	Soru 4 sekoya agaci paragrafi deginilmemistir, altta sadece yayinevi logosu
74bb136c-bec8-59c5-ae2f-742a15b0fc60	SIZINTI=HAYIR	AYT=HAYIR	Soru 2 siddet tipleri I-III parcalarindan ortak sonuc, temiz
6586c1af-3de5-5457-ae6a-6e4b8e1a13fa	SIZINTI=HAYIR	AYT=HAYIR	Soru 7 Wilhelm von Osten ati paragrafi, oncullu yargilara ulasilamaz, temiz
48c3fdef-f5c5-57b5-a128-d7102981cca6	SIZINTI=HAYIR	AYT=HAYIR	Soru 7 Fuzuli-Baki parcasi ama soru akisi bozan cumle (paragraf becerisi), edebiyat bilgisi gerekmiyor, temiz
e9909f5a-ad16-5366-b322-47d8d10a6375	SIZINTI=HAYIR	AYT=HAYIR	Soru 1 sigara arastirma sorulari ile iliskisiz sonuc, temiz
492660c7-c542-59fb-b24e-de313b95d8a2	SIZINTI=HAYIR	AYT=HAYIR	Soru 1 duyulan gecmis zaman kipinin anlamlari saptama yanlis (dil bilgisi), temiz
ba9cd266-837f-5101-a746-d7e6a1264b59	SIZINTI=HAYIR	AYT=HAYIR	Soru 8 suskun eserler parcasi asil anlatilmak istenen, temiz
06262c9e-748e-5ea7-b606-1917ca715b7c	SIZINTI=HAYIR	AYT=HAYIR	Soru 5 eserin icerigiyle ilgili bilgi yer almaz (cumlede anlam), temiz
8b4be38b-7fc0-55d1-93ae-39a374173e2c	SIZINTI=HAYIR	AYT=HAYIR	Soru 8 numarali sozlerde yazim yanlisi, temiz
6931f72e-51e4-50d5-9499-aac7e9430494	SIZINTI=HAYIR	AYT=HAYIR	Soru 6 dergi yazari-oyuncu diyalogu hazirlanma asamalari sirasi, temiz
01d2f043-ed78-5228-b72a-ade6ec1766ce	SIZINTI=HAYIR	AYT=HAYIR	Soru 6 Turk cilt sanati parcasinda parantez ici anlam uyusmazligi (sozcukte anlam), temiz
16b16797-4b1c-50e2-98d5-e43fd0789252	SIZINTI=HAYIR	AYT=HAYIR	Disleksi paragrafi, ulasilamaz sorusu; anahtar/cozum yok
5e6c37cc-18c6-569f-9520-64a9f02ac44f	SIZINTI=HAYIR	AYT=HAYIR	Iki parca (bitkiler/kantaron) karsilastirma sorusu; anahtar yok
08e720ad-a712-580b-aced-0ccf08b2c358	SIZINTI=HAYIR	AYT=HAYIR	Tip hekimi/geleneksel tedavi parcalari, dusunceye uzak dusen sorusu; anahtar yok
869f28fa-e4f5-5014-8ecf-6a94d509a931	SIZINTI=HAYIR	AYT=HAYIR	Kusaklar arasi catisma parcasi, anlatim ozellikleri soylenemez sorusu; anahtar yok
fe2b2da6-be41-5200-9710-7331621f9d20	SIZINTI=HAYIR	AYT=HAYIR	Meram betimleme parcasi, anlatim ozellikleri sorusu; anahtar yok
cb8cd650-8b72-5654-abf3-481d15f064b2	SIZINTI=HAYIR	AYT=HAYIR	Gaziantep bakircilik numarali cumleler, dusuncenin akisi sorusu; anahtar yok
a22455db-f26d-55ac-b281-255165d08b54	SIZINTI=HAYIR	AYT=HAYIR	Agaclar parcasi, ulasilabilir sorusu; anahtar yok
014c9e5b-bf21-5dbb-8e5f-277f30bfd951	SIZINTI=HAYIR	AYT=HAYIR	Merkur parcasi numarali sozcuklerde iyelik eki sorusu; anahtar yok, sadece ikonlar
b2e014d3-f5aa-5e55-94d9-81bc01894727	SIZINTI=HAYIR	AYT=KARARSIZ	Paragraf yargi sorusu ama icerik Tanzimat/Servet-i Funun edebiyat tarihi; anahtar yok
c1ab0540-607a-5ca8-a0f8-21e26621cea5	SIZINTI=HAYIR	AYT=HAYIR	OSYM tarzi dil bilgisi karma, cumle turleri yanlistir sorusu; ust bant test adi, anahtar yok
ea454924-181c-5d89-89bb-89eced0e664e	SIZINTI=HAYIR	AYT=HAYIR	Dizelerde isim cekim ekleri yoktur sorusu; OSYM ikizi bandi, anahtar yok
ece5738b-1c2e-5a08-ae51-f46d74690fd1	SIZINTI=EVET	AYT=HAYIR	Iki parcaya bagli soru ama parcalar cropta yok, sadece soru koku ve sikler; eksik soru
f6815a5e-7778-50a9-9cb5-027d98635757	SIZINTI=HAYIR	AYT=HAYIR	Cocuk egitiminde sinir koyma parcasi, ulasilamaz sorusu; anahtar yok
4310822f-cf3c-5b26-9afa-54ecbb32f45b	SIZINTI=HAYIR	AYT=HAYIR	Ejderha kani agaci parcasi, deginilmemistir sorusu; anahtar yok
0ab0ef07-5618-59c0-bc30-a570708907ce	SIZINTI=HAYIR	AYT=HAYIR	Yagmur ormanlari parcasi, ulasilamaz sorusu; anahtar yok
