7be37a33-fcbc-543f-b26a-2bd14de277c0	SIZINTI=HAYIR	AYT=HAYIR	Sinif 21 ogrenci 2-3 kalem toplam 48 problem sorusu, yalniz soru ve siklar
f2cf742b-d339-5ba6-820c-19f97e000d1d	SIZINTI=HAYIR	AYT=HAYIR	Ciftci meyve toplama isci ucreti problemi, yalniz soru ve siklar
777bfde7-bee3-58be-aa06-41ce555bd263	SIZINTI=HAYIR	AYT=HAYIR	192 dosya calisanlara esit paylastirma isci problemi, yalniz soru ve siklar
6378b4fb-1075-5789-bf12-0a2898015d61	SIZINTI=HAYIR	AYT=HAYIR	Kutuda 27 mavi 21 kirmizi top problemi, yalniz soru ve siklar
c9e69208-985c-591e-ba80-cd87326e1b11	SIZINTI=HAYIR	AYT=HAYIR	KONTROL NOKTASI bolum basligi altinda p q bilesik onerme mantik sorusu, cevap yok
46e7b215-2a10-5d8f-b4d1-dd5db48c6334	SIZINTI=HAYIR	AYT=HAYIR	Konserve fabrikasi iki personel isci hizi problemi, yalniz soru ve siklar
c16f8293-5aa8-5267-9495-720457b5df83	SIZINTI=HAYIR	AYT=HAYIR	Gomlek indirimli fiyat 78 lira yuzde problemi, sag kenar hafif kirpik ama cevap yok
f34971c1-1251-5066-8724-8bc3fe23ed8f	SIZINTI=EVET	AYT=HAYIR	Gorsel soru degil Cozum blogu, K B C B 15 10 5 3 toplam 33 dakika cozum metni
da003a21-a478-54f7-8dd2-b4be8373ac16	SIZINTI=HAYIR	AYT=HAYIR	46 kisilik turist kafilesi dil kumeler problemi, yalniz soru ve siklar
fe5a2a95-2874-5f33-9e68-c4de3e4d2c90	SIZINTI=HAYIR	AYT=HAYIR	Arda ve Bora is bitirme isci problemi, yalniz soru ve siklar
0d63e252-31c0-5c95-bfe4-5d271f6e6228	SIZINTI=HAYIR	AYT=HAYIR	Haftalik telefon kullanim sutun grafigi sorunun kendi grafigi, yuzde azalma sorusu, cevap yok
15ce3f94-a2b3-5bb1-9440-d50bc8e645f0	SIZINTI=HAYIR	AYT=HAYIR	Sirtlan avi yeme sure isci problemi, yalniz soru ve siklar
d0f8182a-8562-5e8d-b49f-f605b264e652	SIZINTI=HAYIR	AYT=EVET	f(x)=-x^3-6x^2+12x+5 icin f'(x) en buyuk deger, turev sorusu, cevap yok
3f2d6ae5-fd1b-5a20-98f0-460911389c0b	SIZINTI=HAYIR	AYT=HAYIR	A ve B sayilarinin 1/3 ve 1/4 toplamlari sayi problemi, yalniz soru ve siklar
6e494a02-dc2b-5f48-b7ca-9cdd6f953353	SIZINTI=HAYIR	AYT=HAYIR	Ogretmen konaklama ucreti yuzde 20 zam problemi, yalniz soru ve siklar
e7d0d8fe-628f-5838-8c2b-f622f4c67c34	SIZINTI=HAYIR	AYT=HAYIR	Maliyet x yuzde 30 kar 2x-y=84 kar zarar problemi, yalniz soru ve siklar
793bb2ea-c1b9-5bf6-93ca-6b7905a5c662	SIZINTI=HAYIR	AYT=HAYIR	Mert gunde 8 saat a gun 6 saat a+2 gun isci problemi, yalniz soru ve siklar
dcba2c06-56fc-5edf-aeba-4df6df5b39a1	SIZINTI=HAYIR	AYT=HAYIR	Hizlari 70 ve 91 km iki arac AB/BC orani hareket problemi, yalniz soru ve siklar
a66a77af-0e28-5a66-8c30-2b4157964365	SIZINTI=HAYIR	AYT=HAYIR	Reklam filmi 1-99 yas 99 kisi ortalama problemi, yalniz soru ve siklar
89b186fd-da82-56c1-a20c-b3b96274c677	SIZINTI=HAYIR	AYT=HAYIR	OSYM IKIZI bolum basligi altinda yuzde 80 fizik yuzde 89 kimya yuzde problemi, cevap yok
e2c6994e-090a-5469-82ec-5e07ea496e9d	SIZINTI=EVET	AYT=HAYIR	Alt seritte cevap anahtari 4.190 5.3/4 6.360 7.30 OSYM:4 basili ve COZUM bloguna kadar kirpilmis, Kenan hareket problemi
bf0c6401-7daa-5b15-a1a9-5188f5d29486	SIZINTI=HAYIR	AYT=HAYIR	Arac kuru asfalt 120 islak 90 km hareket problemi, yalniz soru ve siklar
a39f5329-1584-5bdf-9e2d-a46607fbae63	SIZINTI=HAYIR	AYT=HAYIR	Reklam filmi 1-99 yas 99 kisi ortalama problemi, yalniz soru ve siklar
5f90eb35-866f-5566-bbfe-610b6942501f	SIZINTI=HAYIR	AYT=HAYIR	4 yanlis 1 dogru goturen 40 soruluk sinav optik kodlama problemi, yalniz soru ve siklar
acc2bb1f-015c-58a2-9db8-659bf4252017	SIZINTI=HAYIR	AYT=HAYIR	Haftalik harclik 1/3 ve 2/3 harcama 120 TL kesir problemi, yalniz soru ve siklar
befd4719-d671-5573-86e5-227fddfa1bab	SIZINTI=EVET	AYT=HAYIR	Gorsel soru degil cozum sayfasi, 1. top 128 m cozumu CEVAP C ve 2. FB BJK tablo cozumu CEVAP A yaziyor
82c3c922-3227-58dc-873b-5db06d545a21	SIZINTI=HAYIR	AYT=HAYIR	Etiket fiyati 200 TL yuzde 15 ve yuzde 10 indirim problemi, yalniz soru ve siklar
a8462e22-a611-5e4f-9f11-14feba6af687	SIZINTI=HAYIR	AYT=HAYIR	Cubuk 10 ve 8 es parca 5 cm fark problemi, yalniz soru ve siklar
4a168f82-fcf6-5332-a5ab-59115597810e	SIZINTI=HAYIR	AYT=HAYIR	Telefon bataryasi oyun 8 saat konusma 12 saat havuz tipi problem, yalniz soru ve siklar
cbc96125-53e3-544d-a054-522790c5ebd0	SIZINTI=HAYIR	AYT=HAYIR	Tablet beyaz sarj 6 saat siyah 8 saat havuz tipi problem, yalniz soru ve siklar
ecab050a-9a01-5c32-90f4-8f6fdb550016	SIZINTI=HAYIR	AYT=HAYIR	Yas orani problemi (7,5,3 oranli yaslar), sadece soru ve siklar gorunuyor
2ae765db-02c4-58b5-b3bf-0f6e93522892	SIZINTI=HAYIR	AYT=HAYIR	Seker-su karisim yuzde problemi, sadece soru ve siklar
