KIMYA-1	e485d0f9-1188-53ca-b628-35ce3443c10b	C
KIMYA-2	6a138f70-856d-5d36-aca3-e3bc5d72c89c	A
KIMYA-3	335b5c62-b7d6-58f2-9e80-692e766aa868	B
KIMYA-4	8584ca16-a100-537f-ad77-526eb7061d00	D
KIMYA-5	b7840996-c261-5f94-8f52-cbcbf67b9c29	E
KIMYA-6	894b43e5-37bd-5fbe-8cce-c598e8ad177d	A
KIMYA-7	bf136b7c-68dd-578b-a32d-40d719f0b2a8	A
KIMYA-8	cc92eea9-ae7c-5d84-b6af-5338f036ed76	A
KIMYA-9	85ed6291-dcac-5920-93e2-7d3e45353a1c	A
KIMYA-10	240769ad-94d3-54c3-a7a9-f30f3c6fef50	C
KIMYA-11	3519261d-dcb6-5876-b7bb-be497ee1811d	A
KIMYA-12	c181bd6c-61cf-5fd4-9f43-7b07960fd603	C
KIMYA-13	0bf517f5-4491-5152-a492-7222841da7bf	C
KIMYA-14	db523c7e-31a6-5429-95de-de9c6a1d6b59	A
KIMYA-15	60f32740-79c4-56f4-85de-29deed015d72	E
KIMYA-16	ab8be506-8ed0-598b-bdfe-d75fbf0db818	A
KIMYA-17	eaa4b8b6-87be-505f-a670-6cc809a15729	E
KIMYA-18	d8046ebc-b5e3-5703-bfef-82e8fabc92c7	E
KIMYA-19	03a8c4d5-e7de-50e7-9c0b-71f30d44029b	B
KIMYA-20	38f5b522-f4f7-5aa2-86b9-39b5fabb7cb2	D
KIMYA-21	4794c9ab-4708-51a8-b109-537dc41bd2db	A
KIMYA-22	35644260-8563-50e9-99fc-f55b198b9c20	B
KIMYA-23	03f252f2-9271-5064-9ce0-1ebd622918ff	D
KIMYA-24	e80c64a9-28de-5c32-b5f5-de5bcca26cd4	E
KIMYA-25	a656fca6-f31b-52e0-902f-5f688d74993a	D
KIMYA-26	e5f36516-a216-5d34-b99a-a0ca1618aa18	C
KIMYA-27	12e09fc9-cc6f-589a-a111-6994749c57e9	E
KIMYA-28	2521b399-16f0-5f40-a247-dcc400acd86e	B
KIMYA-29	31689fa6-8a09-5e84-abe8-8a0fdf7a991a	B
KIMYA-30	2cc9649e-6912-52d0-85a4-fc71b227944f	A
KIMYA-31	eebba9de-aed7-5eee-8fc8-2e10f3061a67	E
KIMYA-32	88e4202c-2487-53d2-94a5-eb8139648ce7	D
KIMYA-33	45928c59-b8b3-5860-b3a4-5b51fa50b050	B
KIMYA-34	af1faf9e-e396-577f-b65e-0b24be115b51	C
KIMYA-35	fef5c27b-8692-543c-90cf-5416b73a952e	C
KIMYA-36	032ce376-a89c-5127-8fa6-df99102849ef	D
KIMYA-37	4e48fefe-f5e0-5e9f-8a61-6adf90fc0f1c	E
KIMYA-38	28349fbd-44ab-54a1-b0da-c5dede50a783	A
KIMYA-39	bca59d67-0144-580e-9666-064873eddc36	D
KIMYA-40	97e6214b-fc9e-5d59-9f35-88bd3907673f	C
KIMYA-41	881e4705-9d19-5804-8e56-4db627e5c396	B
KIMYA-42	1f1bc423-0f1d-58f2-8dcf-185f2749c86c	C
KIMYA-43	bc5f24bf-ad64-550b-891f-36abb42250a1	D
KIMYA-44	e9bf2b01-9d4b-5c36-84f5-83f8f4e02939	A
KIMYA-45	68d18762-705b-5658-96bd-796e96824425	D
KIMYA-46	67cccee8-af13-5f5e-950a-d41e69bdb7af	E
KIMYA-47	e3cea6b6-7439-51ed-ba1e-726d0a4dbbf8	D
KIMYA-48	20838468-58a5-55b4-bb91-821637ef8954	C
KIMYA-49	13bc6262-efb9-582b-b20d-cc604e23c0f7	D
KIMYA-50	0de8a00a-2039-5510-a9a5-2b1eb721e863	D
KIMYA-51	2de0ba37-30f7-5c3d-8d39-bd07b813c14d	A
KIMYA-52	e5518296-3026-5b44-9786-a6c37219711a	A
KIMYA-53	cdaa8eab-4638-5d01-806d-c52774014eac	C
KIMYA-54	17f94036-baa5-5ec0-afb3-7af0287c58d6	A
KIMYA-55	cea5b383-2066-5fb8-a77e-5d9064c4603a	E
KIMYA-56	ef194c7c-f09b-5bec-a633-fc88c4801529	B
KIMYA-57	4506ca1e-3df8-5a65-8804-7f11c53cd14e	A
KIMYA-58	905f8f3e-3e41-5700-8b08-e450f60b5bd9	B
