1ea35e9f-8381-5405-bf46-9381c5b2d557	TUT	x^2+(3m+1)x+25=0 cakisik kok m degeri, diskriminant kullanimi (10. sinif 2. derece denklem
7b8f632d-b01f-55a5-b8ab-3d79dc8d9eb1	TUT	x1^2x2+x1x2^2=6 ve x1=2x2 ile denklem bulma, kok-katsayi bagintisi
6e871c44-e4f3-5643-8665-7962dfe5d9a0	AT	geometrik seri yorumu -- tutucu at
81dd7cc5-7c93-5749-b9f1-6b53e04ddd90	TUT	diskriminant Delta ile tam kare, x1+x2 ve x1.x2 onculleri, 2. derece denklem kok-katsayi;
5cc98076-e809-52c5-9c78-35d8651f5087	TUT	2x^2+ax=1 koklerin farki 2, f(10) hesabi, 2. derece denklem kok-katsayi
8efe7f29-3fed-50f6-8e91-2cc44e58bbcc	TUT	x^2-bx+c=0 ardisik tam sayi koku b^2-4c, 2. derece kok-katsayi; ustte sayfa seridi parcasi
8cdbd47d-e5d6-5ebe-ba87-27139e222337	TUT	soru 16 diskriminant a^2-4bc yanlis hesaplanmis 2. derece denklem, ACIL MATEMATIK bandi, i
e919f04c-0674-584d-b451-8ea8b7f8e89e	TUT	soru 12 x^2-ax+b=0 cakisik kok, diskriminant ve kok-katsayi bagintilari, isaret yok
02e6d1b1-32f4-5925-9b70-11a2516d29c7	TUT	soru 3 2x^2-5x-m-1=0 reel koku yok, diskriminant esitsizligi, isaret yok
5df470f3-8f34-5a70-b2ea-338f50b76202	AT	zaten sizdiran
e0ab4cf0-08bc-5c24-8156-4376e479c3cb	AT	2. derece esitsizlik/diskriminant sinirda -- tutucu at
fadcd185-edfa-5c1a-8e15-868b604d69d4	TUT	Soru 11 otelenmis 2. derece denklemlerin diskriminant karsilastirmasi (10. sinif konusu am
ceda9a61-a20f-56f3-bf1f-3049a20fef1d	TUT	Soru 8 x^2+2(k+3)x-9=0 kok-katsayi bagintisi x1^2.x2=9k; sagda ORIJINAL MATEMATIK bandi, c
782a5ee6-5122-5942-ac99-d8f8b4e00f01	TUT	Soru 11 x^2-7x+1=0 kokleri ile x1^2+7x2 degeri (kok-katsayi bagintisi); cevap izi yok
6f942853-a179-5c29-8bfd-61fa66512a5f	TUT	Soru 15 koklerin 3 katini kok kabul eden 2. derece denklem (kok-katsayi); cevap izi yok
c697cf50-cc9e-597c-bc08-00018e6fc600	TUT	Soru 4 2020/AYT etiketli, 2ax^2-5bx+8b=0 kokleri a ve b (kok-katsayi bagintisi); cevap izi
