FIZIK-1	97abc371-9c23-561c-b08b-1c53a74728ec	E
FIZIK-2	b0805b38-8c27-5a5d-8f56-95a2882cb1a8	A
FIZIK-3	bd7b52e3-a02d-5fcf-bbfc-3f1cdc72d472	C
FIZIK-4	31a16a8c-cf4f-5dd4-a647-560c9b6c6342	C
FIZIK-5	06244cae-2d97-58a7-9c11-28e9f203a809	B
FIZIK-6	b426daa9-365e-5b30-8081-925243863d86	D
FIZIK-7	59a6ec46-5741-5fb6-a990-ead2f7b422f3	C
FIZIK-8	19fc679c-49f6-5d94-b4ee-54555fc5f1ae	C
FIZIK-9	515b4b89-745a-51c4-a568-3e6aa42759a7	B
FIZIK-10	cdcddc35-b16a-5f28-874c-02c98e7277d1	B
FIZIK-11	ceac7111-ba19-56d2-bf23-c703bf83846a	D
FIZIK-12	1b33b84c-04ed-5657-9c6b-8604dcd94062	C
FIZIK-13	44151e96-7b43-5d1b-b32b-e0ea7c6a8b4e	A
FIZIK-14	ffdda26f-6b0e-55b7-a1c5-dbfbe61824af	C
FIZIK-15	a284a994-1bf8-517e-977e-c58445a1415c	E
FIZIK-16	e1aecbbc-63a0-5a4b-9a9f-c9567acd2e06	B
FIZIK-17	3e7aff59-294d-5235-945e-5d7e4dde2ba8	C
FIZIK-18	240c7bcf-e044-5bae-80c1-e6544f551d6b	B
FIZIK-19	4f1229ad-eaa3-5260-b599-16e448e6f194	D
FIZIK-20	6a2c5cba-f6f4-5dec-b9fc-55e156ae7e18	E
FIZIK-21	9bee8882-f821-5bea-a498-8591b71a45db	A
FIZIK-22	a67accf2-67b3-511f-b390-c1595a956912	B
FIZIK-23	5999066a-c648-503e-b35d-c1d63089c345	E
FIZIK-24	302e0013-cf1a-5068-b211-075003b717ef	E
FIZIK-25	b3746c3b-a2e3-5f61-87d1-11b6945a91de	C
FIZIK-26	c4a45c8e-3b02-5e33-b3a1-3b48cc143059	B
FIZIK-27	a9a14ad9-ff89-575d-922f-fd746653fa67	E
FIZIK-28	67e47117-5944-5959-944d-7b90cec8ead0	E
FIZIK-29	3d3ca2b5-b1c5-5a36-831c-3aaa766b7429	C
FIZIK-30	4f82a163-1942-55fd-b9ea-1d9fb5f011d1	C
FIZIK-31	7c3c1645-87d6-5599-968c-63d74db97915	E
FIZIK-32	066459df-de78-5098-a632-69ce4475bdbc	E
FIZIK-33	01ccd991-1ebc-5f1e-8029-ee8e229e021d	C
GEOMETRI-1	c3a64d99-310f-523e-a9fd-5b54c6eb0667	E
GEOMETRI-2	a6220094-0e1b-58bf-a490-f62542ef4b31	D
GEOMETRI-3	4193ec17-043c-5274-9cad-43ebb235850e	E
GEOMETRI-4	a642f45f-129c-583e-998f-971db7b5e45d	A
GEOMETRI-5	77e97be2-b2f3-5fef-815d-5c7b0dd232b1	C
GEOMETRI-6	aa5e2fe5-530d-5831-85b3-f724ce364f93	D
GEOMETRI-7	b22814fa-3971-5b44-99ce-4c3e0ba27967	B
GEOMETRI-8	7842ee24-221a-5de0-b8e9-2c1646c6f9aa	C
GEOMETRI-9	7a946a2e-a68a-5f38-b992-c3988d1405c8	B
GEOMETRI-10	8e5ebdeb-da44-5129-a752-6c55df11d360	D
GEOMETRI-11	aa430d0b-cc17-5a48-99de-776623502cf0	E
GEOMETRI-12	95ad3144-a84f-54d4-8142-0bbdc704a42f	A
GEOMETRI-13	f2a3cd14-a6a4-5c7a-ad5b-6af6349d1cb9	A
GEOMETRI-14	75b1720b-4a6e-5c72-b211-b45fc4533cfc	B
GEOMETRI-15	179a9818-89fb-500b-bc9f-b727ce954f3b	B
GEOMETRI-16	1bce23af-6f40-50a8-926e-f63c495ea3bc	D
GEOMETRI-17	fe18bf82-6391-5643-a49d-15964094a373	B
GEOMETRI-18	abb42434-547e-5e8b-94ae-46b22639e21c	D
GEOMETRI-19	cee98ef4-efe0-513a-bd32-44d43e9fa96a	E
GEOMETRI-20	6ed1e50d-82c6-573f-8470-d2f21afc2ba7	A
GEOMETRI-21	8ef1c3aa-a38e-5cd2-84ad-2edc4ca7c86d	A
GEOMETRI-22	910aaedc-e715-5438-9276-14a578d6fbf5	C
GEOMETRI-23	92e89ffa-8464-5419-b8cb-ade392bb4714	E
GEOMETRI-24	ccdfec25-dca7-5da3-8ba3-d5956df9504b	C
GEOMETRI-25	e8190c11-8042-5b33-8d64-762fa474346d	E
GEOMETRI-26	0f35796a-a24d-5ef6-a164-7c17c4ef7059	E
GEOMETRI-27	80a2ebdc-c35a-5016-aee3-473ebc6b5185	B
GEOMETRI-28	5146517a-9acd-552d-b275-b49f21553a7c	E
GEOMETRI-29	76c2c9e4-30e7-5e43-8843-47d1ed936eef	A
KIMYA-1	2e3b4b45-6141-5e51-a526-a09bba2f0021	C
KIMYA-2	34a7f707-3efe-55db-a326-c3943d4c2c80	E
KIMYA-3	e6c6b563-518d-50f0-8c75-17db6fdb9aee	E
KIMYA-4	2811c487-ac1c-5d72-999d-a7a45201236e	A
KIMYA-5	3f111e66-4959-5711-99f4-941113df6255	C
KIMYA-6	e57cb73e-6761-5a65-aea0-b9745f81f2eb	C
KIMYA-7	b7551aad-6c07-5db0-88b2-ce9b363c840b	D
KIMYA-8	787b94bc-1837-5047-8b4a-70fc8aab2b2c	A
KIMYA-9	eae94e15-a79d-5d94-b6fe-3f4bad925342	C
KIMYA-10	4caf63d4-14a8-5443-b94b-23c488bc5cbc	C
KIMYA-11	8df8dd7c-a54d-5333-9874-782f46d5f9f0	A
KIMYA-12	11abebd8-aa0e-58c3-be03-ddddd8f362ce	D
KIMYA-13	815c8cd4-56c6-50ca-a2f2-d88e4f08253d	B
KIMYA-14	f4978caf-a13f-5753-896f-99ad29016045	C
KIMYA-15	8c96757a-1c56-57fa-9ca9-d3c85d2e09e5	E
KIMYA-16	1230cce2-eaf4-566c-a5a5-cf0a1c1146de	E
KIMYA-17	c3ed7e86-f3e3-55ca-b8e6-77578644673b	A
KIMYA-18	7968f5db-c110-5e69-bace-7ae97ee16009	E
KIMYA-19	1a477445-8b6e-5664-873d-3a943dde41fa	B
KIMYA-20	dabbed20-a7ce-5440-a5bb-64a67a57580f	C
KIMYA-21	977fdf9e-c10a-5bb0-b705-18dbb38e3eea	E
KIMYA-22	e6ffd5b5-2ea2-55e5-95c9-007369041a02	E
KIMYA-23	1262fb99-900c-57f9-a554-ffe3573433eb	E
KIMYA-24	21ab0dd4-75b2-58bd-831d-1c33b03dd690	E
KIMYA-25	dac3795e-9a79-583a-a7c7-8128ecd74f74	C
KIMYA-26	554571fa-8466-58c7-ac41-f64e153d9646	A
KIMYA-27	5a9653bd-75c9-5b66-9f92-b3cdf3312783	C
KIMYA-28	0545bea9-0318-53c4-9e1f-1e9432b1de1b	D
KIMYA-29	07647eb1-3219-53d1-abdb-dae6883c8bae	C
KIMYA-30	ceab9118-e768-5bdc-bfeb-d2673f2535b8	E
KIMYA-31	fe6b0797-d936-5f67-9505-1044a68bc5a5	B
KIMYA-32	4221d108-3187-54b3-ad20-b6298eab960f	C
KIMYA-33	270bc3d1-dae9-56d4-82ec-906661a34a6a	E
KIMYA-34	54cf25f5-1990-5ac9-bde4-f45961cf3ab0	A
KIMYA-35	bff4db9c-102a-5a67-be8e-a33a5615950f	E
KIMYA-36	eb7ba92d-bc87-50f7-9453-2987b70636cf	C
KIMYA-37	9bb2bc36-6bd2-5272-a6f5-c0ca5ff1202e	C
KIMYA-38	26a81fc6-8416-507a-876d-d158582eac59	A
KIMYA-39	96da0da1-1335-5cd7-b383-66f745d390cc	A
KIMYA-40	fbb478bf-8d35-5712-b8bc-ceb7c4310815	E
KIMYA-41	c345da0c-3791-57fc-814e-b43080854471	B
KIMYA-42	f4cba84f-a618-5241-9296-63eb9b093e0a	B
MATEMATIK-1	2f33bdd3-dcad-51ad-b0d0-e36d7a3887f2	B
MATEMATIK-2	cf9ee59f-4190-5354-b046-ffb0b8ebcc51	C
MATEMATIK-3	95cc15b8-33ce-5e27-877e-063da6c98785	B
MATEMATIK-4	cd5bed64-48ed-53d6-9fb6-be01d33b9771	E
MATEMATIK-5	067150cf-936b-5f33-b3e6-6cf24b8ccaed	D
MATEMATIK-6	e4a6cd23-3d6b-51e7-b558-ecb037609990	D
MATEMATIK-7	fa882ea4-5e35-587c-b2d8-d57859828753	D
MATEMATIK-8	5a404881-f4c1-5505-9b9b-6998f3415839	B
MATEMATIK-9	d2218595-c654-591d-aedd-82455caef20b	E
MATEMATIK-10	9b0218b2-42d9-5a35-b61b-c3dc49b6ac35	E
MATEMATIK-11	61ba8317-aeed-5681-aeab-593887ac1f04	E
MATEMATIK-12	4fe59e88-db25-51b9-926f-f856dd03ccb9	C
MATEMATIK-13	3c66523b-1777-5d0a-a50d-5afb69222fe5	A
MATEMATIK-14	b9c131c0-c093-5f80-aede-943856aef36a	A
MATEMATIK-15	24de11e2-f376-5aeb-919c-831f045696ac	C
MATEMATIK-16	92ab57ee-90bd-57e6-b1dd-846163c56f0e	E
MATEMATIK-17	5f0360d3-66ba-5e20-8168-9f29299eda72	C
